SA2_MAINCODE_2011,SA2_NAME_2011,SA2_MAINCODE_2016,SA2_NAME_2016,RATIO,PERCENTAGE
603021071,Geeveston - Dover,603021071,Geeveston - Dover,1,100
603021072,Huonville - Franklin,603021072,Huonville - Franklin,1,100
603031073,Forestier - Tasman,603031073,Forestier - Tasman,1,100
603031074,Triabunna - Bicheno,603031074,Triabunna - Bicheno,1,100
604011075,Acton - Upper Burnie,604011075,Acton - Upper Burnie,1,100
604011076,Burnie - Ulverstone Region,604011076,Burnie - Ulverstone Region,1,100
604011077,Burnie - Wivenhoe,604011077,Burnie - Wivenhoe,1,100
604011078,Parklands - Camdale,604011078,Parklands - Camdale,1,100
604011079,Penguin - Sulphur Creek,604011079,Penguin - Sulphur Creek,1,100
604011080,Romaine - Havenview,604011080,Romaine - Havenview,1,100
604011081,Somerset,604011081,Somerset,1,100
604011082,Ulverstone,604011082,Ulverstone,1,100
604011083,West Ulverstone,604011083,West Ulverstone,1,100
604011084,Wynyard,604011084,Wynyard,1,100
604021085,Devonport,604021085,Devonport,1,100
604021086,East Devonport,604021086,East Devonport,1,100
604021087,Latrobe,604021087,Latrobe,1,100
604021088,Miandetta - Don,604021088,Miandetta - Don,1,100
604021089,Port Sorell,604021089,Port Sorell,1,100
604021090,Quoiba - Spreyton,604021090,Quoiba - Spreyton,1,100
604021091,Sheffield - Railton,604021091,Sheffield - Railton,1,100
604021092,Turners Beach - Forth,604021088,Miandetta - Don,0.0026858,0.2685769
604021092,Turners Beach - Forth,604021092,Turners Beach - Forth,0.9973142,99.7314231
604031093,King Island,604031093,King Island,0.9999713,99.997127
604031094,North West,604031094,North West,1,100
604031095,Smithton,604031095,Smithton,1,100
604031096,Waratah,604031096,Waratah,1,100
604031097,West Coast (Tas.),604031097,West Coast (Tas.),1,100
604031098,Wilderness - West,604031098,Wilderness - West,1,100
697979799,Migratory - Offshore - Shipping (Tas.),697979799,Migratory - Offshore - Shipping (Tas.),1,100
699999499,No usual address (Tas.),699999499,No usual address (Tas.),1,100
701011001,Darwin Airport,701011001,Darwin Airport,1,100
701011002,Darwin City,701011002,Darwin City,1,100
701011003,East Point,701011003,East Point,1,100
701011004,Fannie Bay - The Gardens,701011004,Fannie Bay - The Gardens,1,100
701011005,Larrakeyah,701011005,Larrakeyah,1,100
701011006,Ludmilla - The Narrows,701011006,Ludmilla - The Narrows,1,100
701011007,Parap,701011007,Parap,1,100
701011008,Stuart Park,701011008,Stuart Park,1,100
701011009,Woolner - Bayview - Winnellie,701011009,Woolner - Bayview - Winnellie,1,100
701021010,Alawa,701021010,Alawa,1,100
701021011,Anula,701021011,Anula,1,100
701021012,Berrimah,701021012,Berrimah,1,100
701021013,Brinkin - Nakara,701021013,Brinkin - Nakara,1,100
701021014,Buffalo Creek,701021014,Buffalo Creek,1,100
701021015,Charles Darwin,701021015,Charles Darwin,1,100
701021016,Coconut Grove,701021016,Coconut Grove,1,100
701021017,East Arm,701021017,East Arm,1,100
701021018,Jingili,701021018,Jingili,1,100
701021019,Karama,701021019,Karama,1,100
701021020,Leanyer,701021020,Leanyer,1,100
701021021,Lyons (NT),701021021,Lyons (NT),1,100
701021022,Malak - Marrara,701021022,Malak - Marrara,1,100
701021023,Millner,701021023,Millner,1,100
701021024,Moil,701021024,Moil,1,100
701021025,Nightcliff,701021025,Nightcliff,1,100
701021026,Rapid Creek,701021026,Rapid Creek,1,100
701021027,Tiwi,701021027,Tiwi,1,100
701021028,Wagaman,701021028,Wagaman,1,100
701021029,Wanguri,701021029,Wanguri,1,100
701021030,Wulagi,701021030,Wulagi,1,100
701031031,Howard Springs,701031031,Howard Springs,1,100
701031032,Humpty Doo,701031032,Humpty Doo,1,100
701031033,Koolpinyah,701031033,Koolpinyah,1,100
701031034,Virginia,701031034,Virginia,1,100
701031035,Weddell,701031035,Weddell,1,100
701041036,Bakewell,701041036,Bakewell,1,100
701041037,Driver,701041037,Driver,1,100
701041038,Durack - Marlow Lagoon,701041038,Durack - Marlow Lagoon,1,100
701041039,Gray,701041039,Gray,1,100
701041040,Moulden,701041040,Moulden,1,100
701041041,Palmerston - North,701041041,Palmerston - North,1,100
701041042,Palmerston - South,701041042,Palmerston - South,1,100
701041043,Rosebery - Bellamack,701041043,Rosebery - Bellamack,1,100
701041044,Woodroffe,701041044,Woodroffe,1,100
702011045,Charles,702011045,Charles,1,100
702011046,East Side,702011046,East Side,1,100
702011047,Flynn (NT),702011047,Flynn (NT),1,100
702011048,Larapinta,702011048,Larapinta,1,100
702011049,Mount Johns,702011049,Mount Johns,1,100
702011050,Petermann - Simpson,702011050,Petermann - Simpson,1,100
702011051,Ross,702011051,Ross,1,100
702011052,Sandover - Plenty,702011052,Sandover - Plenty,1,100
702011053,Tanami,702011053,Tanami,1,100
702011054,Yuendumu - Anmatjere,702011054,Yuendumu - Anmatjere,1,100
702021055,Barkly,702021055,Barkly,1,100
702021056,Tennant Creek,702021056,Tennant Creek,1,100
702031057,Alligator,702031057,Alligator,1,100
702031058,Daly,702031058,Daly,1,100
702031059,Thamarrurr,702031059,Thamarrurr,1,100
702031060,Tiwi Islands,702031060,Tiwi Islands,1,100
702031061,West Arnhem,702031061,West Arnhem,0.9999998,99.9999788
702041062,Anindilyakwa,702041062,Anindilyakwa,1,100
702041063,East Arnhem,702041063,East Arnhem,0.9999999,99.9999867
702041064,Nhulunbuy,702041064,Nhulunbuy,1,100
702051065,Elsey,702051065,Elsey,1,100
702051066,Gulf,702051066,Gulf,1,100
702051067,Katherine,702051067,Katherine,1,100
702051068,Victoria River,702051068,Victoria River,1,100
797979799,Migratory - Offshore - Shipping (NT),797979799,Migratory - Offshore - Shipping (NT),1,100
799999499,No usual address (NT),799999499,No usual address (NT),1,100
801011001,Aranda,801011001,Aranda,1,100
801011002,Belconnen,801011002,Belconnen,1,100
801011003,Bruce,801011003,Bruce,1,100
801011004,Charnwood,801011004,Charnwood,1,100
801011005,Cook,801011005,Cook,0.9999997,99.9999656
801011006,Dunlop,801011006,Dunlop,1,100
801011007,Evatt,801011007,Evatt,1,100
801011008,Florey,801011008,Florey,1,100
801011009,Flynn (ACT),801011009,Flynn (ACT),1,100
801011010,Fraser,801011010,Fraser,1,100
801011011,Giralang,801011011,Giralang,1,100
801011012,Gooromon,801011012,Gooromon,0.9998751,99.9875062
801011012,Gooromon,801041043,Hall,0.0001249,0.0124938
801011013,Hawker,801011013,Hawker,1,100
801011014,Higgins,801011014,Higgins,1,100
801011015,Holt,801011015,Holt,1,100
801011016,Kaleen,801011016,Kaleen,1,100
801011017,Latham,801011017,Latham,1,100
801011018,Lawson,801011018,Lawson,1,100
801011019,Macgregor (ACT),801011019,Macgregor (ACT),1,100
801011020,Macquarie,801011020,Macquarie,1,100
801011021,McKellar,801011021,McKellar,1,100
801011022,Melba,801011022,Melba,1,100
801011023,Page,801011023,Page,1,100
801011024,Scullin,801011024,Scullin,1,100
801011025,Spence,801011025,Spence,1,100
801011026,Weetangera,801011026,Weetangera,1,100
801021027,ACT - South West,801071132,Tuggeranong - West,0.0102707,1.0270689
801021027,ACT - South West,801081133,Scrivener,0.0225906,2.2590587
801021027,ACT - South West,801101137,Molonglo,0.0020574,0.2057423
801021027,ACT - South West,801101139,Wright,0.0143076,1.4307591
801021027,ACT - South West,801111140,ACT - South West,0.9419301,94.1930054
801021027,ACT - South West,801111141,Namadgi,0.0087718,0.8771817
801021028,Molonglo,801011111,Molonglo Corridor,0.3433609,34.3360855
801021028,Molonglo,801011112,West Belconnen,0.5287678,52.8767802
801021028,Molonglo,801051123,Black Mountain,0.0001785,0.0178463
801021028,Molonglo,801101138,Molonglo - North,0.1275676,12.7567599
801021029,Namadgi,801111141,Namadgi,1,100
801031030,ACT - East,801031113,Canberra East,0.9562133,95.6213337
801031030,ACT - East,801061130,Fyshwick,0.0437867,4.3786663
801031031,Hume,801031031,Hume,1,100
801031032,Kowen,801031032,Kowen,1,100
801031033,Majura,801031114,Canberra Airport,0.2971913,29.7191255
801031033,Majura,801031115,Majura,0.7028087,70.2808745
801041034,Amaroo,801041034,Amaroo,1,100
801041035,Bonner,801041035,Bonner,1,100
801041036,Casey,801041036,Casey,1,100
801041037,Crace,801041037,Crace,1,100
801041038,Forde,801041038,Forde,1,100
801041039,Franklin,801041039,Franklin,1,100
801041040,Gungahlin,801041040,Gungahlin,1,100
801041041,Gungahlin - East,801041119,Kenny,0.9999716,99.9971581
801041042,Gungahlin - West,801041117,Gungahlin - West,0.0555556,5.5555556
801041042,Gungahlin - West,801041118,Jacka,0.3888889,38.8888889
801041042,Gungahlin - West,801041120,Moncrieff,0.5,50
801041042,Gungahlin - West,801041121,Taylor,0.0555556,5.5555556
801041043,Hall,801041043,Hall,1,100
801041044,Harrison,801041044,Harrison,0.9999998,99.9999775
801041045,Mitchell,801041045,Mitchell,1,100
801041046,Ngunnawal,801041046,Ngunnawal,1,100
801041047,Nicholls,801041047,Nicholls,1,100
801041048,Palmerston,801041048,Palmerston,1,100
801051049,Acton,801051049,Acton,1,100
801051050,Ainslie,801051050,Ainslie,1,100
801051051,Braddon,801051051,Braddon,1,100
801051052,Campbell,801051124,Campbell,0.6522038,65.220375
801051052,Campbell,801051125,Duntroon,0.3475924,34.7592441
801051052,Campbell,801051126,Parkes (ACT) - North,0.0002032,0.02032
801051053,Civic,801051053,Civic,1,100
801051054,Dickson,801051054,Dickson,1,100
801051055,Downer,801051055,Downer,1,100
801051056,Hackett,801051056,Hackett,1,100
801051057,Lyneham,801051057,Lyneham,1,100
801051058,O'Connor (ACT),801051058,O'Connor (ACT),1,100
801051059,Reid,801051126,Parkes (ACT) - North,0.0006342,0.0634165
801051059,Reid,801051127,Reid,0.9993658,99.9365835
801051060,Turner,801051060,Turner,1,100
801051061,Watson,801051061,Watson,1,100
801061062,Deakin,801061062,Deakin,1,100
801061063,Forrest,801061063,Forrest,1,100
801061064,Griffith (ACT),801061064,Griffith (ACT),1,100
801061065,Kingston - Barton,801061129,Barton,0.2844785,28.4478465
801061065,Kingston - Barton,801061131,Kingston (ACT),0.7155215,71.5521535
801061066,Lake Burley Griffin,801061066,Lake Burley Griffin,1,100
801061067,Narrabundah,801061067,Narrabundah,1,100
801061068,Parkes (ACT),801061068,Parkes (ACT) - South,1,100
801061069,Red Hill (ACT),801061069,Red Hill (ACT),1,100
801061070,Yarralumla,801061070,Yarralumla,1,100
801071071,Banks,801071071,Banks,1,100
801071072,Bonython,801071072,Bonython,1,100
801071073,Calwell,801071073,Calwell,1,100
801071074,Chisholm,801071074,Chisholm,1,100
801071075,Conder,801071075,Conder,1,100
801071076,Fadden,801071076,Fadden,1,100
801071077,Gilmore,801071077,Gilmore,1,100
801071078,Gordon (ACT),801071078,Gordon (ACT),1,100
801071079,Gowrie (ACT),801071079,Gowrie (ACT),1,100
801071080,Greenway,801071080,Greenway,1,100
801071081,Isabella Plains,801071081,Isabella Plains,1,100
801071082,Kambah,801071082,Kambah,1,100
801071083,Macarthur,801071083,Macarthur,1,100
801071084,Monash,801071084,Monash,1,100
801071085,Mount Taylor,801071085,Mount Taylor,1,100
801071086,Oxley (ACT),801071086,Oxley (ACT),1,100
801071087,Richardson,801071087,Richardson,1,100
801071088,Theodore,801071088,Theodore,1,100
801071089,Tuggeranong,801071089,Tuggeranong,1,100
801071090,Wanniassa,801071090,Wanniassa,1,100
801081091,Chapman,801081091,Chapman,1,100
801081092,Duffy,801081092,Duffy,1,100
801081093,Fisher,801081093,Fisher,1,100
801081094,Holder,801081094,Holder,1,100
801081095,Rivett,801081095,Rivett,1,100
801081096,Stirling,801081096,Stirling,1,100
801081097,Waramanga,801081097,Waramanga,1,100
801081098,Weston,801081098,Weston,1,100
801091099,Chifley,801091099,Chifley,1,100
801091100,Curtin,801091100,Curtin,1,100
801091101,Farrer,801091101,Farrer,1,100
801091102,Garran,801091102,Garran,1,100
801091103,Hughes,801091103,Hughes,1,100
801091104,Isaacs,801091104,Isaacs,1,100
801091105,Lyons (ACT),801091105,Lyons (ACT),1,100
801091106,Mawson,801091106,Mawson,1,100
801091107,O'Malley,801091107,O'Malley,1,100
801091108,Pearce,801091108,Pearce,1,100
801091109,Phillip,801091109,Phillip,1,100
801091110,Torrens,801091110,Torrens,1,100
897979799,Migratory - Offshore - Shipping (ACT),897979799,Migratory - Offshore - Shipping (ACT),1,100
899999499,No usual address (ACT),899999499,No usual address (ACT),1,100
901011001,Christmas Island,901011001,Christmas Island,1,100
901021002,Cocos (Keeling) Islands,901021002,Cocos (Keeling) Islands,1,100
901031003,Jervis Bay,901031003,Jervis Bay,1,100
997979799,Migratory - Offshore - Shipping (OT),997979799,Migratory - Offshore - Shipping (OT),1,100
999999499,No usual address (OT),999999499,No usual address (OT),1,100
