"sa2_name_2021","age_group","pop_2021","pop2011_as21","abs_change","growth_rate","in_wslhd_2021","in_metro_2021"
"Fairfield - East","40_49",1889,1856,33,0.0177801724137931,0,1
"Fairfield - East","50_59",1941,1754,187,0.106613454960091,0,1
"Fairfield - East","60_69",1651,1123,528,0.470169189670525,0,1
"Fairfield - East","70_79",1029,803,226,0.281444582814446,0,1
"Fairfield - East","80_89",552,600,-48,-0.08,0,1
"Fairfield - East","90_99",234,119,115,0.966386554621849,0,1
"Fairfield - East","100_plus",3,3,0,0,0,1
"Granville - Clyde","0_9",2961,2771,190,0.0685673042223024,1,1
"Granville - Clyde","10_19",2437,2327,110,0.0472711645896003,1,1
"Granville - Clyde","20_29",5323,3567,1756,0.492290440145781,1,1
"Granville - Clyde","30_39",4223,2874,1349,0.469380654140571,1,1
"Granville - Clyde","40_49",2613,2291,322,0.140549978175469,1,1
"Granville - Clyde","50_59",2308,2015,293,0.145409429280397,1,1
"Granville - Clyde","60_69",1842,1234,608,0.492706645056726,1,1
"Granville - Clyde","70_79",1051,707,344,0.486562942008487,1,1
"Granville - Clyde","80_89",426,393,33,0.083969465648855,1,1
"Granville - Clyde","90_99",72,56,16,0.285714285714286,1,1
"Granville - Clyde","100_plus",0,0,0,NA,1,1
"Guildford - South Granville","0_9",3690,3093,597,0.193016488845781,1,1
"Guildford - South Granville","10_19",3322,2813,509,0.180945609669392,1,1
"Guildford - South Granville","20_29",3513,3080,433,0.140584415584416,1,1
"Guildford - South Granville","30_39",3405,2427,978,0.402966625463535,1,1
"Guildford - South Granville","40_49",2525,2226,299,0.134321653189578,1,1
"Guildford - South Granville","50_59",2226,1966,260,0.132248219735504,1,1
"Guildford - South Granville","60_69",1982,1335,647,0.484644194756554,1,1
"Guildford - South Granville","70_79",1083,808,275,0.340346534653465,1,1
"Guildford - South Granville","80_89",510,514,-4,-0.00778210116731518,1,1
"Guildford - South Granville","90_99",114,67,47,0.701492537313433,1,1
"Guildford - South Granville","100_plus",10,3,7,2.33333333333333,1,1
"Guildford West - Merrylands West","0_9",3421,2952,469,0.158875338753388,1,1
"Guildford West - Merrylands West","10_19",3143,2487,656,0.263771612384399,1,1
"Guildford West - Merrylands West","20_29",3629,2969,660,0.222297069720445,1,1
"Guildford West - Merrylands West","30_39",3552,2829,723,0.255567338282078,1,1
"Guildford West - Merrylands West","40_49",2809,2425,384,0.158350515463918,1,1
"Guildford West - Merrylands West","50_59",2485,2130,355,0.166666666666667,1,1
"Guildford West - Merrylands West","60_69",1914,1421,493,0.346938775510204,1,1
"Guildford West - Merrylands West","70_79",1184,1003,181,0.180458624127617,1,1
"Guildford West - Merrylands West","80_89",625,669,-44,-0.0657698056801196,1,1
"Guildford West - Merrylands West","90_99",176,125,51,0.408,1,1
"Guildford West - Merrylands West","100_plus",0,5,-5,-1,1,1
"Smithfield Industrial","0_9",0,0,0,NA,1,1
"Smithfield Industrial","10_19",0,3,-3,-1,1,1
"Smithfield Industrial","20_29",0,3,-3,-1,1,1
"Smithfield Industrial","30_39",0,0,0,NA,1,1
"Smithfield Industrial","40_49",0,3,-3,-1,1,1
"Smithfield Industrial","50_59",0,0,0,NA,1,1
"Smithfield Industrial","60_69",0,0,0,NA,1,1
"Smithfield Industrial","70_79",0,0,0,NA,1,1
"Smithfield Industrial","80_89",0,0,0,NA,1,1
"Smithfield Industrial","90_99",0,0,0,NA,1,1
"Smithfield Industrial","100_plus",0,0,0,NA,1,1
"Yennora Industrial","0_9",0,3,-3,-1,1,1
"Yennora Industrial","10_19",0,0,0,NA,1,1
"Yennora Industrial","20_29",0,0,0,NA,1,1
"Yennora Industrial","30_39",0,3,-3,-1,1,1
"Yennora Industrial","40_49",3,0,3,NA,1,1
"Yennora Industrial","50_59",0,0,0,NA,1,1
"Yennora Industrial","60_69",4,4,0,0,1,1
"Yennora Industrial","70_79",0,0,0,NA,1,1
"Yennora Industrial","80_89",0,0,0,NA,1,1
"Yennora Industrial","90_99",0,0,0,NA,1,1
"Yennora Industrial","100_plus",0,0,0,NA,1,1
"Greystanes - South","0_9",2303,2080.923947,222.076053,0.106719927616845,1,1
"Greystanes - South","10_19",2283,1811.981873,471.018127,0.259946379165571,1,1
"Greystanes - South","20_29",1753,1765.930148,-12.9301479999999,-0.00732200422233231,1,1
"Greystanes - South","30_39",2091,2249.780272,-158.780272,-0.0705759020007977,1,1
"Greystanes - South","40_49",2283,1927.418197,355.581803,0.184486067192609,1,1
"Greystanes - South","50_59",1976,1621.02072,354.97928,0.218985035552167,1,1
"Greystanes - South","60_69",1625,1738.299113,-113.299113,-0.0651781457820948,1,1
"Greystanes - South","70_79",1610,836.913349,773.086651,0.923735595714581,1,1
"Greystanes - South","80_89",640,327.274259,312.725741,0.955546403055182,1,1
"Greystanes - South","90_99",80,46.665748,33.334252,0.714319461888835,1,1
"Greystanes - South","100_plus",0,0,0,NA,1,1
"Merrylands - Holroyd","0_9",3478,2905.8467223,572.1532777,0.196897266916796,1,1
"Merrylands - Holroyd","10_19",2628,2452.9280781,175.0719219,0.0713726274582041,1,1
"Merrylands - Holroyd","20_29",4013,3445.6891467,567.3108533,0.164643654475716,1,1
"Merrylands - Holroyd","30_39",4406,3211.6049316,1194.3950684,0.371899749140365,1,1
"Merrylands - Holroyd","40_49",2945,2492.5775217,452.4224783,0.181507886660005,1,1
"Merrylands - Holroyd","50_59",2552,2074.7333853,477.2666147,0.230037564383719,1,1
"Merrylands - Holroyd","60_69",1928,1491.4290708,436.5709292,0.292719873675135,1,1
"Merrylands - Holroyd","70_79",1234,930.9994353,303.0005647,0.325457302347732,1,1
"Merrylands - Holroyd","80_89",496,595.5041433,-99.5041433,-0.167092277055531,1,1
"Merrylands - Holroyd","90_99",126,65.5740798,60.4259202,0.921490936423327,1,1
"Merrylands - Holroyd","100_plus",0,0,0,NA,1,1
"Pemulwuy - Greystanes (North)","0_9",1550,1308.8767226,241.1232774,0.184221533805738,1,1
"Pemulwuy - Greystanes (North)","10_19",1551,1139.7434187,411.2565813,0.360832600173364,1,1
"Pemulwuy - Greystanes (North)","20_29",1182,1110.8460679,71.1539321,0.0640538182166977,1,1
"Pemulwuy - Greystanes (North)","30_39",1454,1415.1124141,38.8875859,0.0274802097080974,1,1
"Pemulwuy - Greystanes (North)","40_49",1764,1212.348187,551.651813,0.455027539872916,1,1
"Pemulwuy - Greystanes (North)","50_59",1265,1019.7017986,245.2982014,0.240558761136621,1,1
"Pemulwuy - Greystanes (North)","60_69",893,1093.2804649,-200.2804649,-0.183192210352281,1,1
"Pemulwuy - Greystanes (North)","70_79",781,526.36144,254.63856,0.48377130361221,1,1
"Pemulwuy - Greystanes (North)","80_89",361,205.8482616,155.1517384,0.753718963638797,1,1
"Pemulwuy - Greystanes (North)","90_99",91,29.3478654,61.6521346,2.10073658713182,1,1
"Pemulwuy - Greystanes (North)","100_plus",0,0,0,NA,1,1
"South Wentworthville","0_9",1053,905.1532777,147.8467223,0.163338879659895,1,1
"South Wentworthville","10_19",929,764.0719219,164.9280781,0.215854127566783,1,1
"South Wentworthville","20_29",1037,1073.3108533,-36.3108533,-0.0338306961010957,1,1
"South Wentworthville","30_39",1166,1000.3950684,165.6049316,0.165539532161892,1,1
"South Wentworthville","40_49",1038,776.4224783,261.5775217,0.336901015891157,1,1
"South Wentworthville","50_59",818,646.2666147,171.7333853,0.265731482013378,1,1
"South Wentworthville","60_69",613,464.5709292,148.4290708,0.319497113294622,1,1
"South Wentworthville","70_79",408,290.0005647,117.9994353,0.406893812162291,1,1
"South Wentworthville","80_89",200,185.4958567,14.5041433,0.0781911982188226,1,1
"South Wentworthville","90_99",48,20.4259202,27.5740798,1.34995532783879,1,1
"South Wentworthville","100_plus",0,0,0,NA,1,1
"North Parramatta","0_9",2857,2266,591,0.26081200353045,1,1
"North Parramatta","10_19",1968,2070,-102,-0.0492753623188406,1,1
"North Parramatta","20_29",3574,4373,-799,-0.18271209695861,1,1
"North Parramatta","30_39",5404,4190,1214,0.289737470167064,1,1
"North Parramatta","40_49",3278,2594,684,0.263685427910563,1,1
"North Parramatta","50_59",2248,2023,225,0.111220958971824,1,1
"North Parramatta","60_69",1873,1247,626,0.502004811547714,1,1
"North Parramatta","70_79",1040,734,306,0.416893732970027,1,1
"North Parramatta","80_89",485,603,-118,-0.195688225538972,1,1
"North Parramatta","90_99",150,182,-32,-0.175824175824176,1,1
"North Parramatta","100_plus",6,3,3,1,1,1
"North Rocks","0_9",1041,983,58,0.0590030518819939,1,1
"North Rocks","10_19",1140,1024,116,0.11328125,1,1
"North Rocks","20_29",785,715,70,0.0979020979020979,1,1
"North Rocks","30_39",1036,958,78,0.081419624217119,1,1
"North Rocks","40_49",1266,1128,138,0.122340425531915,1,1
"North Rocks","50_59",1077,1011,66,0.0652818991097923,1,1
"North Rocks","60_69",915,1055,-140,-0.132701421800948,1,1
"North Rocks","70_79",828,467,361,0.773019271948608,1,1
"North Rocks","80_89",285,211,74,0.350710900473934,1,1
"North Rocks","90_99",62,59,3,0.0508474576271186,1,1
"North Rocks","100_plus",0,0,0,NA,1,1
"Northmead","0_9",2979,2546,433,0.170070699135899,1,1
"Northmead","10_19",1783,1331,452,0.339594290007513,1,1
"Northmead","20_29",3209,3385,-176,-0.0519940915805022,1,1
"Northmead","30_39",4784,3978,806,0.202614379084967,1,1
"Northmead","40_49",2765,2067,698,0.337687469762941,1,1
"Northmead","50_59",1693,1494,199,0.133199464524766,1,1
"Northmead","60_69",1365,1194,171,0.14321608040201,1,1
"Northmead","70_79",1050,654,396,0.605504587155963,1,1
"Northmead","80_89",504,533,-29,-0.0544090056285178,1,1
"Northmead","90_99",135,103,32,0.310679611650485,1,1
"Northmead","100_plus",3,0,3,NA,1,1
"Toongabbie - Constitution Hill","0_9",2798,2751,47,0.0170846964740094,1,1
"Toongabbie - Constitution Hill","10_19",2732,2494,238,0.0954290296712109,1,1
"Toongabbie - Constitution Hill","20_29",3051,2724,327,0.120044052863436,1,1
"Toongabbie - Constitution Hill","30_39",3334,3012,322,0.106905710491368,1,1
"Toongabbie - Constitution Hill","40_49",3057,2865,192,0.0670157068062827,1,1
"Toongabbie - Constitution Hill","50_59",2696,2472,224,0.0906148867313916,1,1
"Toongabbie - Constitution Hill","60_69",2268,1939,329,0.169675090252708,1,1
"Toongabbie - Constitution Hill","70_79",1660,1498,162,0.108144192256342,1,1
"Toongabbie - Constitution Hill","80_89",1038,809,229,0.283065512978986,1,1
"Toongabbie - Constitution Hill","90_99",220,142,78,0.549295774647887,1,1
"Toongabbie - Constitution Hill","100_plus",5,0,5,NA,1,1
"Winston Hills","0_9",1587,1518,69,0.0454545454545455,1,1
"Winston Hills","10_19",1537,1221,316,0.258804258804259,1,1
"Winston Hills","20_29",961,1027,-66,-0.0642648490749757,1,1
"Winston Hills","30_39",1358,1573,-215,-0.136681500317864,1,1
"Winston Hills","40_49",1748,1477,271,0.183480027081923,1,1
"Winston Hills","50_59",1359,1172,187,0.159556313993174,1,1
"Winston Hills","60_69",1056,1359,-303,-0.222958057395143,1,1
"Winston Hills","70_79",1080,649,431,0.664098613251156,1,1
"Winston Hills","80_89",424,294,130,0.442176870748299,1,1
"Winston Hills","90_99",87,83,4,0.0481927710843374,1,1
"Winston Hills","100_plus",3,0,3,NA,1,1
"Pendle Hill - Girraween","0_9",2143,1702.3552,440.6448,0.258844217704977,1,1
"Pendle Hill - Girraween","10_19",1639,1266.5912,372.4088,0.294024465036548,1,1
"Pendle Hill - Girraween","20_29",1603,1724.4752,-121.4752,-0.0704418364497211,1,1
"Pendle Hill - Girraween","30_39",2700,2152.276,547.724,0.254485948828124,1,1
"Pendle Hill - Girraween","40_49",2150,1548.4,601.6,0.388530095582537,1,1
"Pendle Hill - Girraween","50_59",1357,1173.6872,183.3128,0.156185395904462,1,1
"Pendle Hill - Girraween","60_69",1017,830.8272,186.1728,0.224081252997013,1,1
"Pendle Hill - Girraween","70_79",767,569.3688,197.6312,0.347105777485524,1,1
"Pendle Hill - Girraween","80_89",442,368.0768,73.9232,0.200836347197107,1,1
"Pendle Hill - Girraween","90_99",114,81.4016,32.5984,0.400463872945986,1,1
"Pendle Hill - Girraween","100_plus",0,1.3272,-1.3272,-1,1,1
"Wentworthville - Westmead","0_9",3309,2145.6448,1163.3552,0.542193749869503,1,1
"Wentworthville - Westmead","10_19",2110,1596.4088,513.5912,0.321716592892748,1,1
"Wentworthville - Westmead","20_29",3535,2173.5248,1361.4752,0.62639046032509,1,1
"Wentworthville - Westmead","30_39",5421,2712.724,2708.276,0.998360319737651,1,1
"Wentworthville - Westmead","40_49",2856,1951.6,904.4,0.463414634146342,1,1
"Wentworthville - Westmead","50_59",1743,1479.3128,263.6872,0.178249792741603,1,1
"Wentworthville - Westmead","60_69",1307,1047.1728,259.8272,0.248122563916863,1,1
"Wentworthville - Westmead","70_79",778,717.6312,60.3688,0.0841223179817153,1,1
"Wentworthville - Westmead","80_89",412,463.9232,-51.9232,-0.111921973292131,1,1
"Wentworthville - Westmead","90_99",102,102.5984,-0.598399999999998,-0.0058324496288441,1,1
"Wentworthville - Westmead","100_plus",4,1.6728,2.3272,1.39120038259206,1,1
"Parramatta - North","0_9",1545,847.20755,697.79245,0.823638139202135,1,1
"Parramatta - North","10_19",556,420.8198,135.1802,0.32123060749518,1,1
"Parramatta - North","20_29",3199,2039.0419,1159.9581,0.568874087383884,1,1
"Parramatta - North","30_39",4136,1652.802,2483.198,1.50241710743332,1,1
"Parramatta - North","40_49",1268,649.9849,618.0151,0.950814549691847,1,1
"Parramatta - North","50_59",571,489.68655,81.31345,0.166052038799105,1,1
"Parramatta - North","60_69",451,281.9141,169.0859,0.599778088431902,1,1
"Parramatta - North","70_79",242,165.2802,76.7198,0.464180222434387,1,1
"Parramatta - North","80_89",95,90.8455,4.15450000000001,0.0457314891766792,1,1
"Parramatta - North","90_99",8,16.11775,-8.11775,-0.503652805137193,1,1
"Parramatta - North","100_plus",0,0,0,NA,1,1
"Parramatta - South","0_9",1253,1089.2348425,163.7651575,0.150348805519412,1,1
"Parramatta - South","10_19",617,541.03813,75.96187,0.140400215415501,1,1
"Parramatta - South","20_29",2425,2621.548265,-196.548265,-0.0749741164883722,1,1
"Parramatta - South","30_39",2659,2124.9687,534.0313,0.251312548744836,1,1
"Parramatta - South","40_49",1177,835.670315,341.329685,0.408450173319846,1,1
"Parramatta - South","50_59",725,629.5784925,95.4215075000001,0.151564115732559,1,1
"Parramatta - South","60_69",536,362.450335,173.549665,0.478823298645868,1,1
"Parramatta - South","70_79",301,212.49687,88.50313,0.416491452321157,1,1
"Parramatta - South","80_89",134,116.797925,17.202075,0.14728065588494,1,1
"Parramatta - South","90_99",22,20.7222125,1.2777875,0.0616626964905414,1,1
"Parramatta - South","100_plus",0,0,0,NA,1,1
"Rosehill - Harris Park","0_9",1172,954.5576075,217.4423925,0.227793891946956,1,1
"Rosehill - Harris Park","10_19",529,474.14207,54.85793,0.115699351462316,1,1
"Rosehill - Harris Park","20_29",2255,2297.409835,-42.4098349999999,-0.0184598474133371,1,1
"Rosehill - Harris Park","30_39",2493,1862.2293,630.7707,0.338718062270849,1,1
"Rosehill - Harris Park","40_49",988,732.344785,255.655215,0.349091329980591,1,1
"Rosehill - Harris Park","50_59",634,551.7349575,82.2650425,0.149102465562009,1,1
"Rosehill - Harris Park","60_69",512,317.635565,194.364435,0.611910177627622,1,1
"Rosehill - Harris Park","70_79",268,186.22293,81.77707,0.439135341711142,1,1
"Rosehill - Harris Park","80_89",138,102.356575,35.643425,0.348227996100886,1,1
"Rosehill - Harris Park","90_99",42,18.1600375,23.8399625,1.31277055457622,1,1
"Rosehill - Harris Park","100_plus",0,0,0,NA,1,1
"Pennant Hills - Cheltenham","0_9",2520,2272,248,0.109154929577465,0,1
"Pennant Hills - Cheltenham","10_19",3057,2883,174,0.0603537981269511,0,1
"Pennant Hills - Cheltenham","20_29",2089,2049,40,0.0195217179111762,0,1
"Pennant Hills - Cheltenham","30_39",2194,2008,186,0.0926294820717131,0,1
"Pennant Hills - Cheltenham","40_49",3197,2947,250,0.0848320325755005,0,1
"Pennant Hills - Cheltenham","50_59",3102,2845,257,0.0903339191564148,0,1
"Pennant Hills - Cheltenham","60_69",2534,2089,445,0.213020584011489,0,1
"Pennant Hills - Cheltenham","70_79",1884,1296,588,0.453703703703704,0,1
"Pennant Hills - Cheltenham","80_89",934,815,119,0.14601226993865,0,1
"Pennant Hills - Cheltenham","90_99",221,212,9,0.0424528301886792,0,1
"Pennant Hills - Cheltenham","100_plus",13,8,5,0.625,0,1
"Epping (East) - North Epping","0_9",1730,976.9119564,753.0880436,0.770886300107525,1,1
"Epping (East) - North Epping","10_19",1778,1316.4845016,461.5154984,0.350566602067167,1,1
"Epping (East) - North Epping","20_29",1983,1372.8827292,610.1172708,0.444405962594871,1,1
"Epping (East) - North Epping","30_39",2505,1109.4280716,1395.5719284,1.25792015194579,1,1
"Epping (East) - North Epping","40_49",2037,1389.8416368,647.1583632,0.465634606177169,1,1
"Epping (East) - North Epping","50_59",1634,1361.8397196,272.1602804,0.199847512510458,1,1
"Epping (East) - North Epping","60_69",1350,851.1005256,498.8994744,0.586181607687636,1,1
"Epping (East) - North Epping","70_79",771,542.6850432,228.3149568,0.420713560583348,1,1
"Epping (East) - North Epping","80_89",503,325.7687832,177.2312168,0.544039901733593,1,1
"Epping (East) - North Epping","90_99",113,48.1159704,64.8840296,1.34849259114184,1,1
"Epping (East) - North Epping","100_plus",7,0,7,NA,1,1
"Epping (NSW) - West","0_9",2222,1500.0880436,721.9119564,0.481246390490196,1,1
"Epping (NSW) - West","10_19",2357,2021.5154984,335.4845016,0.165956927792802,1,1
"Epping (NSW) - West","20_29",2445,2108.1172708,336.8827292,0.159802651335501,1,1
"Epping (NSW) - West","30_39",3195,1703.5719284,1491.4280716,0.875471147849186,1,1
"Epping (NSW) - West","40_49",2742,2134.1583632,607.8416368,0.284815619722142,1,1
"Epping (NSW) - West","50_59",2055,2091.1602804,-36.1602803999999,-0.0172919697925226,1,1
"Epping (NSW) - West","60_69",1966,1306.8994744,659.1005256,0.504323812589024,1,1
"Epping (NSW) - West","70_79",1108,833.3149568,274.6850432,0.329629320773041,1,1
"Epping (NSW) - West","80_89",472,500.2312168,-28.2312168,-0.0564363355421845,1,1
"Epping (NSW) - West","90_99",130,73.8840296,56.1159704,0.75951421036191,1,1
"Epping (NSW) - West","100_plus",0,0,0,NA,1,1
"Gladesville - Huntleys Point","0_9",1720,1698,22,0.0129564193168433,0,1
"Gladesville - Huntleys Point","10_19",1678,1460,218,0.149315068493151,0,1
"Gladesville - Huntleys Point","20_29",1866,1499,367,0.244829886591061,0,1
"Gladesville - Huntleys Point","30_39",2354,2139,215,0.100514258999532,0,1
"Gladesville - Huntleys Point","40_49",2278,2107,171,0.0811580446131941,0,1
"Gladesville - Huntleys Point","50_59",2026,1609,417,0.2591671845867,0,1
"Gladesville - Huntleys Point","60_69",1556,1388,168,0.121037463976945,0,1
"Gladesville - Huntleys Point","70_79",1178,851,327,0.384253819036428,0,1
"Gladesville - Huntleys Point","80_89",612,567,45,0.0793650793650794,0,1
"Gladesville - Huntleys Point","90_99",181,104,77,0.740384615384615,0,1
"Gladesville - Huntleys Point","100_plus",7,0,7,NA,0,1
"Hunters Hill - Woolwich","0_9",987,1176,-189,-0.160714285714286,0,1
"Hunters Hill - Woolwich","10_19",1543,1687,-144,-0.0853586247777119,0,1
"Hunters Hill - Woolwich","20_29",806,800,6,0.0075,0,1
"Hunters Hill - Woolwich","30_39",813,913,-100,-0.109529025191676,0,1
"Hunters Hill - Woolwich","40_49",1289,1426,-137,-0.0960729312762973,0,1
"Hunters Hill - Woolwich","50_59",1415,1251,164,0.131095123900879,0,1
"Hunters Hill - Woolwich","60_69",1115,1038,77,0.0741811175337187,0,1
"Hunters Hill - Woolwich","70_79",977,596,381,0.639261744966443,0,1
"Hunters Hill - Woolwich","80_89",560,648,-88,-0.135802469135802,0,1
"Hunters Hill - Woolwich","90_99",341,246,95,0.386178861788618,0,1
"Hunters Hill - Woolwich","100_plus",8,15,-7,-0.466666666666667,0,1
"Macquarie Park - Marsfield","0_9",2410,1606,804,0.500622665006227,0,1
"Macquarie Park - Marsfield","10_19",1877,1398,479,0.342632331902718,0,1
"Macquarie Park - Marsfield","20_29",5059,5136,-77,-0.0149922118380062,0,1
"Macquarie Park - Marsfield","30_39",5347,3149,2198,0.697999364877739,0,1
"Macquarie Park - Marsfield","40_49",2798,1999,799,0.399699849924962,0,1
"Macquarie Park - Marsfield","50_59",2042,1806,236,0.130675526024363,0,1
"Macquarie Park - Marsfield","60_69",1772,1343,429,0.319434102755026,0,1
"Macquarie Park - Marsfield","70_79",1302,978,324,0.331288343558282,0,1
"Macquarie Park - Marsfield","80_89",864,830,34,0.0409638554216867,0,1
"Macquarie Park - Marsfield","90_99",335,250,85,0.34,0,1
"Macquarie Park - Marsfield","100_plus",14,9,5,0.555555555555556,0,1
"North Ryde - East Ryde","0_9",1863,1511,352,0.232958305757776,0,1
"North Ryde - East Ryde","10_19",1646,1459,187,0.128169979437971,0,1
"North Ryde - East Ryde","20_29",2037,1293,744,0.575406032482599,0,1
"North Ryde - East Ryde","30_39",2733,1499,1234,0.823215476984656,0,1
"North Ryde - East Ryde","40_49",2169,1860,309,0.166129032258065,0,1
"North Ryde - East Ryde","50_59",1935,1651,284,0.172016959418534,0,1
"North Ryde - East Ryde","60_69",1577,1062,515,0.484934086629002,0,1
"North Ryde - East Ryde","70_79",911,919,-8,-0.00870511425462459,0,1
"North Ryde - East Ryde","80_89",575,639,-64,-0.100156494522692,0,1
"North Ryde - East Ryde","90_99",172,79,93,1.17721518987342,0,1
"North Ryde - East Ryde","100_plus",0,3,-3,-1,0,1
"West Ryde - Meadowbank","0_9",2311,1941,370,0.190623390005152,0,1
"West Ryde - Meadowbank","10_19",1634,1499,135,0.0900600400266845,0,1
"West Ryde - Meadowbank","20_29",3136,3269,-133,-0.0406852248394004,0,1
"West Ryde - Meadowbank","30_39",4435,3528,907,0.257086167800454,0,1
"West Ryde - Meadowbank","40_49",2787,2283,504,0.220762155059133,0,1
"West Ryde - Meadowbank","50_59",2137,1888,249,0.131885593220339,0,1
"West Ryde - Meadowbank","60_69",1873,1325,548,0.413584905660377,0,1
"West Ryde - Meadowbank","70_79",1147,787,360,0.457433290978399,0,1
"West Ryde - Meadowbank","80_89",510,407,103,0.253071253071253,0,1
"West Ryde - Meadowbank","90_99",132,68,64,0.941176470588235,0,1
"West Ryde - Meadowbank","100_plus",4,5,-1,-0.2,0,1
"Putney","0_9",416,511.330303,-95.330303,-0.186435856511324,0,1
"Putney","10_19",586,455.0184545,130.9815455,0.287859853165582,0,1
"Putney","20_29",490,569.8259905,-79.8259905,-0.140088363519459,0,1
"Putney","30_39",404,624.577954,-220.577954,-0.353163208190983,0,1
"Putney","40_49",507,599.931771,-92.931771,-0.154903899896977,0,1
"Putney","50_59",675,492.1437175,182.8562825,0.371550577601349,0,1
"Putney","60_69",580,357.525642,222.474358,0.622261264270382,0,1
"Putney","70_79",324,250.3615425,73.6384575,0.294128470230207,0,1
"Putney","80_89",148,184.06643,-36.06643,-0.195942464902481,0,1
"Putney","90_99",32,31.9776425,0.0223574999999983,0.000699160358678669,0,1
"Putney","100_plus",0,1.247908,-1.247908,-1,0,1
"Denistone","0_9",816,727.5505116,88.4494884,0.12157161185343,0,1
"Denistone","10_19",895,793.4147268,101.5852732,0.128035527661194,0,1
"Denistone","20_29",700,1033.625394,-333.625394,-0.32277205643034,0,1
"Denistone","30_39",776,801.4401984,-25.4401984,-0.0317431025431329,0,1
"Denistone","40_49",980,936.766254,43.233746,0.0461521172601933,0,1
"Denistone","50_59",1004,865.9207116,138.0792884,0.159459505414606,0,1
"Denistone","60_69",926,572.852628,353.147372,0.616471592760154,0,1
"Denistone","70_79",551,364.1903664,186.8096336,0.512945016768571,0,1
"Denistone","80_89",251,233.845638,17.154362,0.0733576309000897,0,1
"Denistone","90_99",68,33.208848,34.791152,1.04764706080741,0,1
"Denistone","100_plus",0,0.8302212,-0.8302212,-1,0,1
"Eastwood","0_9",2061,1901.4494884,159.5505116,0.0839099395347366,1,1
"Eastwood","10_19",1789,2073.5852732,-284.5852732,-0.137243101056954,1,1
"Eastwood","20_29",2734,2701.374606,32.6253940000001,0.0120773305292558,1,1
"Eastwood","30_39",3141,2094.5598016,1046.4401984,0.499599103162699,1,1
"Eastwood","40_49",2454,2448.233746,5.76625400000012,0.00235527102321059,1,1
"Eastwood","50_59",2402,2263.0792884,138.9207116,0.0613857023534588,1,1
"Eastwood","60_69",2202,1497.147372,704.852628,0.470797091309993,1,1
"Eastwood","70_79",1375,951.8096336,423.1903664,0.444616603426654,1,1
"Eastwood","80_89",661,611.154362,49.845638,0.0815598171252192,1,1
"Eastwood","90_99",156,86.791152,69.208848,0.797418243739869,1,1
"Eastwood","100_plus",0,2.1697788,-2.1697788,-1,1,1
"Ryde - North","0_9",2329,2047.12696888485,281.873031115154,0.137692011975545,0,1
"Ryde - North","10_19",2156,1821.68071026147,334.319289738531,0.183522440488786,0,1
"Ryde - North","20_29",2554,2281.31629570968,272.683704290316,0.119529109051267,0,1
"Ryde - North","30_39",3322,2500.51750561773,821.482494382268,0.328524992341267,0,1
"Ryde - North","40_49",2886,2401.84573591553,484.154264084466,0.201575920070452,0,1
"Ryde - North","50_59",2592,1970.3128696863,621.6871303137,0.315527112408641,0,1
"Ryde - North","60_69",2067,1431.36516555341,635.634834446593,0.444075942144951,0,1
"Ryde - North","70_79",1422,1002.3303188103,419.669681189695,0.418693990707389,0,1
"Ryde - North","80_89",761,736.915748408822,24.084251591178,0.0326825035876648,0,1
"Ryde - North","90_99",190,128.023498664244,61.9765013357555,0.484102543536133,0,1
"Ryde - North","100_plus",6,4.9960389722632,1.0039610277368,0.200951400361476,0,1
"Ryde - South","0_9",1624,719.542728115154,904.457271884846,1.25698896888872,0,1
"Ryde - South","10_19",752,640.300835238531,111.699164761469,0.1744479448006,0,1
"Ryde - South","20_29",2048,801.857713790316,1246.14228620968,1.55406908829158,0,1
"Ryde - South","30_39",3450,878.904540382268,2571.09545961773,2.92534096876945,0,1
"Ryde - South","40_49",1494,844.222493084467,649.777506915533,0.769675662800093,0,1
"Ryde - South","50_59",910,692.543412813701,217.456587186299,0.313997047929177,0,1
"Ryde - South","60_69",777,503.109192446593,273.890807553407,0.544396349073827,0,1
"Ryde - South","70_79",474,352.308138689696,121.691861310304,0.34541314249197,0,1
"Ryde - South","80_89",320,259.017821591178,60.982178408822,0.235436226102903,0,1
"Ryde - South","90_99",123,44.9988588357555,78.0011411642445,1.73340265025267,0,1
"Ryde - South","100_plus",0,1.7560530277368,-1.7560530277368,-1,0,1
"Ashcroft - Busby - Miller","0_9",2826,2701,125,0.046279155868197,0,1
"Ashcroft - Busby - Miller","10_19",2942,2898,44,0.0151828847481021,0,1
"Ashcroft - Busby - Miller","20_29",2455,2281,174,0.0762823323103902,0,1
"Ashcroft - Busby - Miller","30_39",2277,1969,308,0.156424581005587,0,1
"Ashcroft - Busby - Miller","40_49",2044,2175,-131,-0.0602298850574713,0,1
"Ashcroft - Busby - Miller","50_59",2201,1963,238,0.121242995415181,0,1
"Ashcroft - Busby - Miller","60_69",1770,1202,568,0.472545757071547,0,1
"Ashcroft - Busby - Miller","70_79",896,1094,-198,-0.180987202925046,0,1
"Ashcroft - Busby - Miller","80_89",498,340,158,0.464705882352941,0,1
"Ashcroft - Busby - Miller","90_99",61,24,37,1.54166666666667,0,1
"Ashcroft - Busby - Miller","100_plus",0,0,0,NA,0,1
"Austral - Greendale","0_9",1889,1200.99138198963,688.008618010368,0.57286723978866,0,1
