sa2_name_2021,in_wslhd,in_metro,pop_size,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_0_19,age_20_39,age_40_59,age_60_plus,australia,overseas,english,non_english,prop_age_0_9,prop_age_10_19,prop_age_20_29,prop_age_30_39,prop_age_40_49,prop_age_50_59,prop_age_0_19,prop_age_20_39,prop_age_40_59,prop_age_60_plus,prop_australia,prop_overseas,prop_english,prop_non_english
Muswellbrook Surrounds,0,0,4083,471,573,404,465,555,643,1044,869,1198,960,3479,294,3736,72,0.115356355620867,0.14033798677443057,0.09894685280431055,0.11388684790595151,0.13592946362968406,0.15748224344844478,0.2556943423952976,0.21283370071026206,0.2934117070781288,0.23512123438648053,0.852069556698506,0.07200587803085966,0.9150134704873867,0.01763409257898604
Scone,0,0,6035,761,770,645,864,754,675,1531,1509,1429,1564,5021,677,5292,373,0.1260977630488815,0.1275890637945319,0.10687655343827672,0.1431648715824358,0.12493786246893124,0.11184755592377796,0.2536868268434134,0.2500414250207125,0.2367854183927092,0.2591549295774648,0.831980115990058,0.11217895608947805,0.8768848384424193,0.06180613090306545
Scone Surrounds,0,0,8194,902,1039,769,921,1031,1091,1941,1690,2122,2439,6928,626,7436,192,0.11008054674151818,0.12680009763241396,0.09384915792042958,0.11239931657310227,0.1258237734927996,0.13314620453990725,0.23688064437393214,0.20624847449353184,0.2589699780327069,0.29765682206492555,0.8454967049060288,0.07639736392482305,0.9074932877715401,0.023431779350744447
Dapto - Avondale,0,0,24195,2963,2916,2892,2968,2939,2880,5879,5860,5819,6639,19295,3963,21450,1758,0.12246331886753462,0.12052076875387477,0.11952882827030378,0.12266997313494524,0.12147137838396363,0.11903285802851829,0.24298408762140938,0.24219880140524902,0.24050423641248192,0.2743955362678239,0.7974788179375905,0.163794172349659,0.8865468071915685,0.0726596404215747
Horsley - Kembla Grange,0,0,12155,1903,1836,1493,1913,1737,1327,3739,3406,3064,1956,9858,2033,10341,1492,0.15656108597285068,0.15104895104895105,0.12283011106540519,0.15738379267791033,0.14290415466886056,0.10917317976141505,0.30761003702180173,0.2802139037433155,0.2520773344302756,0.1609214315096668,0.8110242698477993,0.16725627313862607,0.8507610037021802,0.12274784039489922
Port Kembla Industrial,0,0,5,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0.6,0,1,0
Unanderra - Mount Kembla,0,0,15280,1795,1979,1777,1888,1874,2052,3774,3665,3926,3913,11753,3015,12378,2287,0.1174738219895288,0.12951570680628272,0.1162958115183246,0.12356020942408377,0.12264397905759163,0.1342931937172775,0.2469895287958115,0.23985602094240838,0.2569371727748691,0.256086387434555,0.7691753926701571,0.19731675392670156,0.8100785340314136,0.14967277486910996
Berkeley - Lake Heights - Cringila,0,0,14200,1832,1773,1819,1853,1692,1770,3605,3672,3462,3463,9660,3774,9438,3939,0.12901408450704224,0.12485915492957747,0.1280985915492958,0.13049295774647887,0.11915492957746479,0.12464788732394366,0.2538732394366197,0.25859154929577466,0.24380281690140845,0.24387323943661973,0.680281690140845,0.26577464788732397,0.6646478873239436,0.2773943661971831
Port Kembla - Warrawong,0,0,9740,1159,1036,1205,1228,1144,1227,2195,2433,2371,2738,6253,2749,6222,2831,0.11899383983572895,0.10636550308008214,0.12371663244353183,0.12607802874743326,0.11745379876796715,0.12597535934291582,0.22535934291581108,0.2497946611909651,0.24342915811088295,0.2811088295687885,0.6419917864476387,0.28223819301848047,0.6388090349075976,0.29065708418891173
Windang - Primbee,0,0,4239,419,401,396,384,445,537,820,780,982,1654,3328,629,3624,356,0.09884406699693324,0.09459778249587167,0.09341825902335456,0.09058740268931352,0.10497758905402217,0.12668082094833688,0.1934418494928049,0.18400566171266808,0.23165841000235904,0.3901863647086577,0.7850908233073838,0.14838405284265158,0.8549186128803963,0.08398207124321774
Illawarra Catchment Reserve,0,1,9,0,0,0,0,0,0,0,0,0,0,7,0,4,4,0,0,0,0,0,0,0,0,0,0,0.7777777777777778,0,0.4444444444444444,0.4444444444444444
Albion Park - Macquarie Pass,0,0,19026,2879,2559,2669,2891,2445,2205,5438,5560,4650,3377,16037,2379,17112,1223,0.1513192473457374,0.13450015767896562,0.14028171975191842,0.15194996320824136,0.12850835698517818,0.11589403973509933,0.28581940502470304,0.2922316829601598,0.24440239672027753,0.177493955639651,0.8428991905813098,0.1250394197414065,0.8994008199306213,0.06428045832019343
Albion Park Rail,0,0,6920,796,785,956,820,751,877,1581,1776,1628,1929,5553,1027,6161,414,0.11502890173410404,0.11343930635838151,0.13815028901734103,0.11849710982658959,0.10852601156069364,0.12673410404624277,0.22846820809248555,0.2566473988439306,0.2352601156069364,0.278757225433526,0.8024566473988439,0.14841040462427746,0.8903179190751445,0.05982658959537572
Kiama,0,0,8786,875,831,727,883,901,1063,1706,1610,1964,3499,6843,1613,7814,499,0.09959025722740723,0.09458229000682905,0.0827452765763715,0.10050079672205782,0.10254951058502162,0.12098793535169589,0.1941725472342363,0.18324607329842932,0.2235374459367175,0.3982472114727976,0.7788527202367402,0.18358752560892327,0.8893694513999545,0.05679490097882996
Kiama Downs - Minnamurra,0,0,6063,741,776,489,684,761,779,1517,1173,1540,1837,5074,757,5601,213,0.12221672439386443,0.12798944416955302,0.08065314200890648,0.11281543790202869,0.12551542140854363,0.1284842487217549,0.25020616856341743,0.1934685799109352,0.2539996701302985,0.30298532079828466,0.8368794326241135,0.12485568200560779,0.9238000989609104,0.0351311232063335
Kiama Hinterland - Gerringong,0,0,8136,885,953,689,736,920,1108,1838,1425,2028,2839,6787,981,7496,294,0.10877581120943952,0.11713372664700099,0.08468534906588004,0.09046214355948869,0.11307767944936087,0.13618485742379546,0.22590953785644052,0.17514749262536874,0.24926253687315633,0.34894296951819076,0.8341937069813176,0.12057522123893805,0.9213372664700098,0.036135693215339236
Shellharbour - Flinders,0,0,19341,2368,2952,2025,2353,2799,2514,5320,4378,5313,4337,15646,3099,16258,2314,0.12243420712476087,0.1526291298278269,0.10469986040018614,0.12165865260327802,0.14471847370870172,0.1299829378005274,0.2750633369525878,0.22635851300346416,0.2747014115092291,0.22423866397807765,0.8089550695413887,0.16022956413835893,0.8405976940178894,0.11964221084742258
Shellharbour - Oak Flats,0,0,10590,1126,1209,1337,1205,1192,1400,2335,2542,2592,3117,8001,2077,8746,1304,0.10632672332389047,0.1141643059490085,0.1262511803588291,0.11378659112370161,0.1125590179414542,0.13220018885741266,0.22049102927289896,0.2400377714825307,0.24475920679886687,0.2943342776203966,0.7555240793201133,0.19612842304060435,0.8258734655335221,0.12313503305004722
Warilla,0,0,20397,2286,2466,2394,2321,2323,2613,4752,4715,4936,5996,15313,3654,16873,2143,0.11207530519193999,0.12090013237240771,0.11737020150022062,0.11379124381036428,0.1138892974457028,0.12810707456978968,0.2329754375643477,0.23116144531058488,0.24199637201549248,0.2939647987449135,0.7507476589694563,0.17914399176349463,0.8272294945335098,0.10506447026523508
Balgownie - Fairy Meadow,0,0,21519,2354,2509,3154,2493,2604,2655,4863,5647,5259,5751,15885,4715,16743,3746,0.10939170035782332,0.11659463729727218,0.14656814907755936,0.11585110832287746,0.12100934058274083,0.12337933918862401,0.2259863376550955,0.2624192574004368,0.24438867977136483,0.2672521957340025,0.7381848598912589,0.21910869464194432,0.7780566011431758,0.17407872113016404
Corrimal - Tarrawanna - Bellambi,0,0,16041,1817,1813,2045,2129,2006,2049,3630,4174,4055,4175,12362,2965,13373,1900,0.11327223988529393,0.11302287887288823,0.12748581759241942,0.13272239885293935,0.12505454772146374,0.12773517860482514,0.22629511875818215,0.26020821644535874,0.2527897263262889,0.2602705566984602,0.7706502088398479,0.1848388504457328,0.8336762047253912,0.11844648089271242
Figtree - Keiraville,0,0,22773,2564,3522,3531,2688,2994,2496,6086,6219,5490,4984,16577,5279,17204,4507,0.11258946998638739,0.15465683045712028,0.15505203530496642,0.11803451455671189,0.13147147938348044,0.10960347780266104,0.26724630044350767,0.2730865498616783,0.24107495718614147,0.21885566240723664,0.7279234180828174,0.23180959908663767,0.7554560224827647,0.19790980547139156
Helensburgh,0,0,9135,1338,1199,934,1188,1382,1272,2537,2122,2654,1826,7720,1189,8398,409,0.1464696223316913,0.13125342090859332,0.10224411603721949,0.13004926108374384,0.15128626163108921,0.13924466338259442,0.27772304324028463,0.23229337712096332,0.29053092501368366,0.1998905309250137,0.8451012588943624,0.13015873015873017,0.9193212917350848,0.044772851669403396
Thirroul - Austinmer - Coalcliff,0,0,11957,1498,1590,1015,1348,1727,1726,3088,2363,3453,3053,9649,1976,10897,676,0.12528226143681526,0.1329764991218533,0.08488751359036548,0.1127373086894706,0.14443422263109476,0.14435058961277913,0.2582587605586686,0.19762482227983608,0.28878481224387387,0.25533160491762147,0.8069749937275237,0.16525884419168688,0.9113490005854311,0.05653592038136657
Woonona - Bulli - Russell Vale,0,0,20761,2636,2858,1884,2487,2973,2732,5494,4371,5705,5187,17160,2934,18755,1245,0.12696883579789028,0.13766196233322095,0.09074707384037378,0.11979191753769086,0.14320119454746882,0.1315928905158711,0.26463079813111123,0.21053899137806464,0.2747940850633399,0.2498434564809017,0.8265497808390733,0.1413226723182891,0.9033765232888589,0.059968209623813884
Wollongong - East,0,0,16020,887,844,4260,2587,1475,1765,1731,6847,3240,4189,10560,4698,11453,3658,0.05536828963795256,0.05268414481897628,0.26591760299625467,0.1614856429463171,0.09207240948813983,0.11017478152309614,0.10805243445692884,0.4274032459425718,0.20224719101123595,0.2614856429463171,0.6591760299625468,0.2932584269662921,0.7149188514357053,0.22833957553058676
Wollongong - West,0,0,16551,1609,1680,3828,2389,1960,1850,3289,6217,3810,3222,10600,5074,10915,4675,0.0972146698084708,0.10150444081928585,0.23128511872394417,0.14434173161742492,0.11842184762250015,0.1117757235212374,0.19871911062775663,0.3756268503413691,0.23019757114373754,0.19467101685698748,0.6404446861216845,0.3065675789982478,0.6594767687753006,0.28246027430366744
Bulahdelah - Stroud,0,0,5235,495,623,366,442,594,881,1118,808,1475,1826,4280,435,4669,95,0.09455587392550144,0.11900668576886342,0.06991404011461318,0.08443170964660936,0.11346704871060172,0.1682903533906399,0.21356255969436486,0.15434574976122253,0.2817574021012416,0.34880611270296086,0.8175740210124164,0.0830945558739255,0.8918815663801337,0.018147086914995225
Forster,0,0,14709,1157,1430,980,1213,1396,1720,2587,2193,3116,6811,11999,1699,13259,525,0.07865932422326467,0.09721938948942824,0.06662587531443334,0.08246651709837514,0.09490787952953973,0.11693520973553606,0.1758787137126929,0.14909239241280847,0.2118430892650758,0.4630498334353117,0.8157590590794751,0.11550751240736963,0.9014208987694609,0.03569243320416072
Forster-Tuncurry Surrounds,0,0,6988,645,748,399,579,759,1054,1393,978,1813,2798,5494,849,6224,178,0.09230108757870635,0.1070406410990269,0.05709788208357184,0.08285632512879222,0.1086147681740126,0.15082999427590155,0.19934172867773325,0.13995420721236404,0.25944476244991416,0.4004006868918145,0.7862049227246709,0.12149398969662278,0.8906697195191757,0.025472238122495706
Tuncurry,0,0,6376,393,458,433,422,486,712,851,855,1198,3471,5325,658,5771,199,0.06163739021329988,0.07183186951066499,0.06791091593475533,0.06618569636135509,0.07622333751568382,0.11166875784190715,0.13346925972396487,0.13409661229611042,0.18789209535759097,0.5443851944792973,0.8351631116687579,0.10319949811794228,0.9051129234629862,0.031210790464240905
Kempsey,0,0,15654,1792,2062,1799,1824,1675,1939,3854,3623,3614,4563,13215,1023,13208,456,0.11447553340999106,0.13172352114475533,0.11492270346237383,0.1165197393637409,0.1070014053915932,0.12386610451002938,0.2461990545547464,0.23144244282611473,0.23086750990162258,0.2914909927175163,0.8441931774626293,0.06535070908394021,0.8437460074102466,0.029129934840935224
Kempsey Surrounds,0,0,9472,948,1039,779,789,1012,1531,1987,1568,2543,3357,7723,812,8415,262,0.10008445945945946,0.10969172297297297,0.08224239864864864,0.08329814189189189,0.10684121621621621,0.16163429054054054,0.20977618243243243,0.16554054054054054,0.26847550675675674,0.35441300675675674,0.8153505067567568,0.08572635135135136,0.8884079391891891,0.02766047297297297
Macksville - Scotts Head,0,0,5189,572,571,408,480,537,671,1143,888,1208,1947,4360,444,4663,179,0.11023318558489112,0.11004047022547697,0.07862786664097128,0.09250337251878975,0.10348814800539603,0.1293120061668915,0.2202736558103681,0.17113123915976103,0.23280015417228753,0.37521680477934094,0.8402389670456736,0.08556561957988051,0.8986317209481596,0.03449604933513201
Nambucca Heads,0,0,7111,603,702,516,526,648,849,1305,1042,1497,3264,5588,821,6279,232,0.08479819997187456,0.09872029250457039,0.07256363380677823,0.07396990577977781,0.09112642385037266,0.11939249050766418,0.18351849247644494,0.14653353958655604,0.21051891435803685,0.4590071719870623,0.7858247785121643,0.11545492898326537,0.8829981718464351,0.03262550977359021
Nambucca Heads Surrounds,0,0,8102,829,1012,613,737,851,1246,1841,1350,2097,2815,6567,781,7223,223,0.1023204147124167,0.12490743026413231,0.07566033078252284,0.09096519377931375,0.10503579363120218,0.15378918785485066,0.227227844976549,0.16662552456183657,0.2588249814860528,0.34744507529005186,0.8105406072574672,0.09639595161688472,0.8915082695630708,0.0275240681313256
South West Rocks,0,0,5628,481,467,369,449,505,706,948,818,1211,2654,4702,544,5143,148,0.08546552949538024,0.08297796730632552,0.06556503198294243,0.07977967306325515,0.08972992181947406,0.12544420753375976,0.16844349680170576,0.1453447050461976,0.21517412935323382,0.47157071783937454,0.8354655294953802,0.09665955934612651,0.9138237384506042,0.026297085998578537
Lord Howe Island,0,1,445,53,26,31,71,68,63,79,102,131,142,333,80,382,28,0.11910112359550562,0.058426966292134834,0.0696629213483146,0.15955056179775282,0.15280898876404495,0.14157303370786517,0.17752808988764046,0.2292134831460674,0.2943820224719101,0.31910112359550563,0.748314606741573,0.1797752808988764,0.8584269662921349,0.06292134831460675
Laurieton - Bonny Hills,0,0,18484,1427,1870,1086,1232,1697,2556,3297,2318,4253,8615,15613,1975,17330,400,0.07720190434970786,0.10116857822982038,0.058753516554858255,0.06665223977494049,0.09180913222246267,0.13828175719541225,0.17837048257952823,0.12540575632979875,0.23009088941787492,0.46607877082882493,0.8446764769530405,0.10684916684700281,0.9375676260549665,0.02164033758926639
Port Macquarie - West,0,0,21147,2072,2361,2453,2263,2125,2299,4433,4716,4424,7575,16783,3096,18570,1280,0.0979808010592519,0.11164704213363598,0.11599754102236724,0.1070128150565092,0.1004870667234123,0.1087151841868823,0.20962784319288788,0.22301035607887643,0.2092022509102946,0.3582068378493403,0.7936350309736606,0.14640374521208682,0.8781387430841254,0.06052868019104365
Port Macquarie Surrounds,0,0,5301,514,639,421,463,597,861,1153,884,1458,1804,4412,457,4799,111,0.0969628372005282,0.12054329371816638,0.0794189775514054,0.08734201094133183,0.11262026032823995,0.1624221844934918,0.21750613091869458,0.1667609884927372,0.27504244482173174,0.3403131484625542,0.8322957932465572,0.08621014902848519,0.9053008866251651,0.020939445387662705
Wauchope,0,0,12796,1580,1812,1225,1336,1481,1592,3392,2561,3073,3783,11089,1012,11911,258,0.12347608627696155,0.14160675211003437,0.09573304157549234,0.10440762738355736,0.11573929352922788,0.12441387933729291,0.2650828383869959,0.2001406689590497,0.2401531728665208,0.2956392622694592,0.866598937167865,0.07908721475461082,0.9308377618005627,0.0201625507971241
Port Macquarie - East,0,0,11764,1185,1353,1229,1226,1536,1606,2538,2455,3142,3618,9507,1710,10644,589,0.10073104386263176,0.11501190071404284,0.10447126827609657,0.10421625297517852,0.13056783407004421,0.13651819109146549,0.2157429445766746,0.20868752125127507,0.2670860251615097,0.3075484529071744,0.8081434886093165,0.1453587215232914,0.9047942876572594,0.05006800408024482
Port Macquarie - South,0,0,17284,1754,2234,1190,1643,2024,2178,3988,2833,4202,6247,14337,2401,16018,738,0.10148113862531821,0.1292524878500347,0.06884980328627632,0.09505901411710252,0.11710252256422124,0.12601249710715112,0.23073362647535292,0.16390881740337884,0.24311501967137236,0.36143253876417497,0.8294954871557509,0.138914603101134,0.9267530664198103,0.04269844943300162
Gloucester,0,0,5310,448,567,337,401,524,781,1015,738,1305,2247,4479,440,4876,88,0.08436911487758945,0.10677966101694915,0.06346516007532957,0.07551789077212806,0.09868173258003766,0.1470809792843691,0.1911487758945386,0.13898305084745763,0.2457627118644068,0.4231638418079096,0.843502824858757,0.08286252354048965,0.9182674199623352,0.01657250470809793
Old Bar - Manning Point - Red Head,0,0,12476,1233,1338,785,1044,1288,1638,2571,1829,2926,5141,10292,1403,11358,384,0.09882975312600192,0.10724591215133056,0.06292080795126644,0.08368066688041038,0.10323821737736454,0.13129208079512664,0.20607566527733248,0.14660147483167682,0.2345302981724912,0.41207117665918563,0.8249438922731644,0.11245591535748638,0.9103879448541199,0.030779095864058994
Taree,0,0,21123,2404,2556,2175,2183,2119,2482,4960,4358,4601,7196,17513,1772,18496,874,0.11380959144060976,0.12100553898593949,0.10296832836244851,0.10334706244378165,0.1003171897931165,0.11750224873360791,0.23481513042654925,0.20631539080623018,0.21781943852672442,0.340671306159163,0.8290962457984188,0.08388959901529139,0.8756331960422289,0.04137669838564598
Taree Surrounds,0,0,13044,1002,1352,874,909,1301,1990,2354,1783,3291,5617,10829,1218,11961,255,0.07681692732290708,0.1036491873658387,0.06700398650720638,0.06968721251149954,0.09973934375958295,0.1525605642440969,0.1804661146887458,0.1366911990187059,0.25229990800367985,0.4306194418889911,0.8301901257283042,0.09337626494940203,0.9169733210671573,0.01954921803127875
Wingham,0,0,5395,609,634,526,535,540,758,1243,1061,1298,1805,4659,352,4907,126,0.11288229842446709,0.117516218721038,0.09749768303985172,0.09916589434661724,0.10009267840593142,0.14050046339202965,0.2303985171455051,0.19666357738646895,0.24059314179796107,0.3345690454124189,0.8635773864689528,0.06524559777571826,0.909545875810936,0.023354958294717332
Albury - East,0,0,17831,2674,2207,2333,2574,2236,1966,4881,4907,4202,3851,15251,1929,15904,1263,0.14996354663226966,0.12377320397061298,0.13083954909988224,0.1443553362122147,0.12539958499242893,0.11025741685828053,0.2737367506028826,0.2751948853120969,0.23565700185070945,0.21597218327631654,0.8553081711625821,0.1081823790028602,0.8919297852055409,0.07083169760529415
Albury - North,0,0,10527,1315,1305,1418,1245,1240,1343,2620,2663,2583,2669,8517,1176,8912,800,0.12491688040277382,0.12396694214876033,0.13470124441911277,0.11826731262467939,0.11779234349767265,0.1275767075140116,0.24888382255153416,0.2529685570437922,0.24536905101168424,0.25353851999620025,0.8090624109432887,0.11171273867198632,0.8465849719768215,0.07599506032107912
Albury - South,0,0,10519,1089,1090,1234,1205,1176,1424,2179,2439,2600,3295,8482,1382,9065,818,0.10352695123110561,0.1036220173020249,0.1173115315144025,0.11455461545774313,0.11179769940108375,0.1353740849890674,0.20714896853313053,0.23186614697214564,0.24717178439015117,0.31324270367905693,0.8063504135374086,0.13138131001045728,0.8617739328833539,0.07776404601197832
Albury Surrounds,0,0,12507,1564,1914,971,1229,1476,1770,3478,2200,3246,3567,10651,781,11284,253,0.12504997201567122,0.15303430079155672,0.07763652354681379,0.0982649716158951,0.11801391220916287,0.1415207483809067,0.278084272807228,0.1759014951627089,0.2595346605900696,0.28520028783881024,0.8516031022627328,0.06244503078276165,0.9022147597345487,0.020228671943711522
Lavington,0,0,15665,1923,1811,2153,1930,1741,1778,3734,4083,3519,4322,12229,2371,12816,1786,0.12275774018512607,0.11560804340887329,0.13744015320778807,0.12320459623364188,0.11113948292371528,0.11350143632301309,0.23836578359399938,0.26064474944142996,0.22464091924672838,0.27590169166932654,0.7806575167571018,0.15135652729013724,0.8181295882540696,0.11401212894988828
Hay,0,0,2897,321,291,351,264,271,469,612,615,740,935,2318,199,2434,116,0.11080428028995512,0.10044874007594062,0.12115982050396962,0.09112875388332758,0.09354504659993096,0.16189161201242666,0.21125302036589574,0.2122885743872972,0.2554366586123576,0.32274767000345184,0.8001380738695202,0.06869175008629617,0.8401794960303762,0.04004142216085606
Wentworth - Buronga,0,0,6511,841,816,655,733,765,876,1657,1388,1641,1818,5252,416,5508,248,0.12916602672400554,0.12532637075718014,0.10059898633082476,0.11257871294731991,0.1174934725848564,0.13454154507756105,0.2544923974811857,0.21317769927814467,0.2520350176624174,0.2792197819075411,0.8066349255106743,0.0638918752879742,0.8459530026109661,0.038089387190907695
Wentworth-Balranald Region,0,0,3648,470,389,366,476,425,549,859,842,974,971,2787,303,2800,305,0.1288377192982456,0.10663377192982457,0.10032894736842106,0.13048245614035087,0.11650219298245613,0.15049342105263158,0.23547149122807018,0.23081140350877194,0.2669956140350877,0.2661732456140351,0.7639802631578947,0.08305921052631579,0.7675438596491229,0.08360745614035088
Corowa,0,0,5595,488,625,491,462,535,790,1113,953,1325,2209,4797,428,5130,128,0.08722073279714031,0.11170688114387846,0.08775692582663092,0.08257372654155495,0.09562109025915996,0.14119749776586238,0.19892761394101877,0.17033065236818587,0.23681858802502234,0.39481680071492403,0.857372654155496,0.07649687220732797,0.9168900804289544,0.022877569258266308
Corowa Surrounds,0,0,7262,783,789,605,654,775,930,1572,1259,1705,2733,6097,492,6523,110,0.10782153676673092,0.10864775543927292,0.08331038281465161,0.09005783530707794,0.10671991187000826,0.1280638942440099,0.21646929220600386,0.17336821812172956,0.23478380611401817,0.3763426053428808,0.8395758744147618,0.06774993114844395,0.8982374001652438,0.015147342329936657
Deniliquin,0,0,7038,723,835,748,664,749,906,1558,1412,1655,2410,5879,429,6160,209,0.10272804774083547,0.11864165956237567,0.10628019323671498,0.09434498437055981,0.10642227905655016,0.1287297527706735,0.22136970730321115,0.2006251776072748,0.23515203182722363,0.3424268258027849,0.8353225348110258,0.06095481670929241,0.8752486501847115,0.029695936345552714
Deniliquin Surrounds,0,0,6837,776,765,528,645,745,1012,1541,1173,1757,2358,5753,370,6083,163,0.11350007313149042,0.11189118034225537,0.07722685388328214,0.09433962264150944,0.10896592072546439,0.1480181366096241,0.2253912534737458,0.17156647652479157,0.2569840573350885,0.34488810881965776,0.8414509287699283,0.05411730291063332,0.8897177124469797,0.02384086587684657
Moama,0,0,6930,742,814,518,723,714,811,1556,1241,1525,2602,5885,549,6296,193,0.10707070707070707,0.11746031746031746,0.07474747474747474,0.10432900432900433,0.10303030303030303,0.11702741702741702,0.22453102453102453,0.17907647907647908,0.22005772005772006,0.37546897546897545,0.8492063492063492,0.07922077922077922,0.9085137085137085,0.02784992784992785
Tocumwal - Finley - Jerilderie,0,0,9778,940,1070,737,867,1014,1169,2010,1604,2183,3979,8028,780,8519,298,0.09613417876866436,0.10942933115156474,0.07537328697075066,0.08866843935365105,0.10370218858662303,0.11955410104315811,0.2055635099202291,0.16404172632440173,0.22325628962978114,0.4069339333196973,0.8210267948455717,0.07977091429740234,0.871241562691757,0.030476580077725506
Armidale,0,0,23967,2737,3559,3814,2993,2429,2725,6296,6807,5154,5726,17731,3934,18828,2532,0.11419868986523136,0.14849584845829683,0.15913547794884633,0.12488004339299871,0.10134768640213627,0.11369800141861726,0.2626945383235282,0.28401552134184505,0.21504568782075353,0.2389118371093587,0.7398089039095422,0.16414236241498728,0.7855801727375141,0.10564526223557391
Armidale Surrounds - North,0,0,4527,526,612,435,452,539,646,1138,887,1185,1321,3610,356,3815,170,0.11619173845814004,0.13518886679920478,0.09609012591119948,0.09984537221117738,0.11906339739341727,0.1426993593991606,0.25138060525734485,0.19593549812237684,0.2617627567925779,0.29180472719240114,0.797437596642368,0.07863927545836094,0.8427214490832781,0.0375524629997791
Armidale Surrounds - South,0,0,5894,634,768,488,563,705,900,1402,1051,1605,1831,5054,451,5417,135,0.10756701730573465,0.13030200203596878,0.08279606379368849,0.09552086868001357,0.11961316593145571,0.15269765863590093,0.23786901934170343,0.17831693247370206,0.2723108245673566,0.3106549032914829,0.8574821852731591,0.07651849338310146,0.9190702409229725,0.022904648795385136
Walcha,0,0,3144,363,312,267,279,329,427,675,546,756,1168,2622,169,2759,47,0.11545801526717557,0.09923664122137404,0.08492366412213741,0.08874045801526717,0.10464376590330789,0.13581424936386768,0.21469465648854963,0.1736641221374046,0.24045801526717558,0.37150127226463103,0.833969465648855,0.05375318066157761,0.8775445292620865,0.01494910941475827
Glen Innes,0,0,8931,851,1007,813,812,954,1187,1858,1625,2141,3312,7287,669,7718,197,0.09528608218564551,0.11275333109394245,0.09103123950285523,0.09091926995857127,0.10681894524689285,0.13290784906505432,0.20803941327958794,0.1819505094614265,0.23972679431194716,0.3708431306684582,0.8159220691971784,0.07490762512596574,0.8641809427835628,0.022058000223939087
Inverell,0,0,12057,1527,1563,1392,1371,1315,1374,3090,2763,2689,3515,10055,891,10449,579,0.12664842000497636,0.12963423737248073,0.11545160487683503,0.11370987807912417,0.1090652732852285,0.11395869619308285,0.2562826573774571,0.2291614829559592,0.22302396947831135,0.29153189018827236,0.8339553786182301,0.07389897984573277,0.8666334909181388,0.04802189599402837
Inverell Surrounds - East,0,0,5200,596,665,486,480,537,810,1261,966,1347,1640,4224,358,4569,65,0.11461538461538462,0.12788461538461537,0.09346153846153846,0.09230769230769231,0.10326923076923077,0.15576923076923077,0.2425,0.18576923076923077,0.25903846153846155,0.3153846153846154,0.8123076923076923,0.06884615384615385,0.8786538461538461,0.0125
Inverell Surrounds - West,0,0,5734,616,668,413,508,610,852,1284,921,1462,2057,4903,219,5135,44,0.10742936867806069,0.11649808161841646,0.07202650854551797,0.08859434949424486,0.10638297872340426,0.14858737356121382,0.22392745029647715,0.1606208580397628,0.25497035228461806,0.35873735612138125,0.8550749912800837,0.03819323334495989,0.8955354028601326,0.0076735263341471925
Tenterfield,0,0,6810,566,699,468,511,719,917,1265,979,1636,2931,5497,578,5968,196,0.08311306901615272,0.1026431718061674,0.06872246696035242,0.07503671071953011,0.10558002936857562,0.13465491923641704,0.18575624082232012,0.14375917767988253,0.24023494860499267,0.4303964757709251,0.8071953010279002,0.08487518355359765,0.8763582966226138,0.028781204111600588
Moree,0,0,7845,1094,891,1071,1010,898,1002,1985,2081,1900,1885,5877,509,6087,329,0.1394518801784576,0.1135755258126195,0.13652007648183556,0.12874442319949012,0.11446781389420013,0.12772466539196942,0.2530274059910771,0.2652644996813257,0.24219247928616955,0.2402804333970682,0.7491395793499044,0.06488209050350542,0.7759082217973231,0.041937539834289356
Moree Surrounds,0,0,5356,744,697,657,611,664,846,1441,1268,1510,1134,3783,224,3909,114,0.13890963405526513,0.130134428678118,0.12266616878267364,0.11407766990291263,0.1239731142643764,0.15795369678864823,0.2690440627333831,0.23674383868558627,0.28192681105302464,0.21172516803584765,0.7063106796116505,0.041822255414488425,0.7298356982823002,0.02128454070201643
Narrabri,0,0,6898,891,869,862,853,774,864,1760,1715,1638,1783,5958,335,6143,213,0.12916787474630329,0.12597854450565382,0.12496375761090171,0.12365903160336329,0.11220643664830386,0.12525369672368802,0.2551464192519571,0.248622789214265,0.23746013337199187,0.2584807190489997,0.863728616990432,0.04856480139170774,0.8905479849231661,0.030878515511742533
Narrabri Surrounds,0,0,4616,602,598,459,522,535,669,1200,981,1204,1230,3741,182,3892,70,0.1304159445407279,0.12954939341421143,0.09943674176776429,0.11308492201039862,0.11590121317157712,0.14493067590987868,0.25996533795493937,0.21252166377816292,0.2608318890814558,0.26646447140381285,0.8104419410745234,0.039428076256499134,0.8431542461005199,0.015164644714038129
Gunnedah,0,0,9745,1488,1222,1243,1277,1033,1017,2710,2520,2050,2453,8332,555,8549,362,0.1526936890713186,0.1253976398152899,0.1275525910723448,0.1310415597742432,0.10600307850179579,0.10436121087737302,0.27809132888660854,0.258594150846588,0.21036428937916882,0.2517188301693176,0.8550025654181631,0.056952283222165216,0.8772703950743971,0.03714725500256542
