sa2_name_2021,in_wslhd,in_metro,pop_size,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_0_19,age_20_39,age_40_59,age_60_plus,australia,overseas,english,non_english,prop_age_0_9,prop_age_10_19,prop_age_20_29,prop_age_30_39,prop_age_40_49,prop_age_50_59,prop_age_0_19,prop_age_20_39,prop_age_40_59,prop_age_60_plus,prop_australia,prop_overseas,prop_english,prop_non_english,bachelor_above,bachelor_below,denominator_edu,unknown_edu,managers_professionals,everyone_else,denominator_occup,unknown_occup,less_md_income,more_md_income,denominator_income,unknown_income,social_housing,non_social_housing,denominator_housing_type,unknown_housing_type,prop_bachelor_above,prop_bachelor_below,prop_managers_professionals,prop_everyone_else,prop_less_md_income,prop_more_md_income,prop_social_housing,prop_non_social_housing,arthritis,asthma,cancer,dementia,diabetes,heart_disease,kidney_disease,lung_condition,mental_health,stroke,prop_arthritis,prop_asthma,prop_cancer,prop_dementia,prop_diabetes,prop_heart_disease,prop_kidney_disease,prop_lung_condition,prop_mental_health,prop_stroke
Urunga,0,0,4907,429,507,324,471,496,735,936,795,1231,1960,4067,458,4453,123,0.08742612594253107,0.10332178520480946,0.06602812308946403,0.0959853270837579,0.10108008966782148,0.14978601997146934,0.19074791114734052,0.16201345017322194,0.2508661096392908,0.39942938659058486,0.8288159771754636,0.09333605054004483,0.9074791114734053,0.025066231913592828,747,2887,4209,568,613,1267,1912,22,2408,1447,4209,361,63,2009,2237,159,0.1774768353528154,0.6859111427892611,0.3206066945606695,0.6626569037656904,0.5721073889284866,0.3437871228320266,0.028162717925793473,0.8980777827447475,659,352,235,79,256,319,78,177,535,72,0.13429794171591602,0.07173425718361524,0.04789076829019768,0.01609944976564092,0.052170368860811084,0.06500917057265132,0.01589565926227838,0.03607091909517016,0.10902791929896066,0.014672916242103118
Woolgoolga - Arrawarra,0,0,14463,1645,1618,1464,1927,1679,1672,3263,3391,3351,4462,11035,2668,11552,2092,0.11373850515107516,0.11187167254373229,0.10122381248703588,0.1332365346055452,0.11608933139735877,0.11560533775841803,0.22561017769480743,0.23446034709258107,0.2316946691557768,0.3085113738505151,0.762981400815875,0.18447071838484408,0.7987277881490701,0.14464495609486275,2114,8320,11922,1488,2004,4118,6217,97,6518,4594,11922,811,83,5414,5861,346,0.17731924173796343,0.6978694849857406,0.3223419655782532,0.6623773524207818,0.5467203489347425,0.38533803053178994,0.01416140590342945,0.9237331513393618,1756,1119,560,145,623,785,137,451,1436,185,0.12141326142570698,0.07736984028209914,0.03871949111525963,0.01002558252091544,0.043075433865726334,0.054276429509783584,0.009472446933554587,0.03118301873746802,0.09928783793127291,0.012791260457719698
Bourke - Brewarrina,0,0,3428,503,445,425,474,336,507,948,899,843,738,2652,152,2723,118,0.14673278879813303,0.12981330221703619,0.12397899649941657,0.1382730455075846,0.09801633605600933,0.14789964994165694,0.2765460910151692,0.26225204200700114,0.2459159859976663,0.21528588098016335,0.7736289381563594,0.044340723453908985,0.7943407234539089,0.03442240373395566,319,1722,2686,633,525,784,1359,42,1103,1046,2686,527,216,955,1457,281,0.11876396128071481,0.6411020104244229,0.38631346578366443,0.5768947755702722,0.41064780342516755,0.38942665673864485,0.14824982841455045,0.6554564172958133,222,285,66,28,202,154,46,53,194,39,0.0647607934655776,0.08313885647607934,0.019253208868144692,0.008168028004667444,0.058926487747957994,0.044924154025670945,0.013418903150525088,0.015460910151691949,0.056592765460910154,0.011376896149358226
Cobar,0,0,4129,571,509,513,613,451,498,1080,1126,949,982,3177,301,3339,183,0.13829014289174135,0.12327440058125454,0.12424315814967304,0.14846209736013563,0.10922741583918624,0.12061031726810366,0.2615645434729959,0.2727052555098087,0.2298377331072899,0.23782998304674255,0.7694356987163963,0.07289900702349238,0.8086703802373456,0.04432065875514653,311,2297,3287,685,494,1326,1853,29,1264,1453,3287,571,122,1396,1811,291,0.09461515059324613,0.6988135077578339,0.266594711279007,0.7155963302752294,0.3845451779738363,0.4420444174018862,0.06736609607951408,0.7708448371065709,334,369,101,35,231,181,35,76,276,38,0.08089125696294502,0.08936788568660693,0.024461128602567207,0.008476628723661903,0.05594574957616857,0.043836279970937274,0.008476628723661903,0.018406393799951563,0.06684427222087673,0.009203196899975782
Coonamble,0,0,3926,593,492,456,474,371,538,1085,930,909,999,3226,130,3309,89,0.1510443199184921,0.12531839021905247,0.11614875191034131,0.1207335710646969,0.0944982170147733,0.1370351502801834,0.2763627101375446,0.2368823229750382,0.2315333672949567,0.2544574630667346,0.8217014773306164,0.033112582781456956,0.8428425878757004,0.022669383596535916,324,2099,3059,638,612,840,1498,38,1460,1091,3059,515,132,1205,1607,262,0.10591696632886564,0.6861719516181759,0.40854472630173566,0.5607476635514018,0.4772801569140242,0.3566525008172605,0.0821406347230865,0.7498444306160548,370,469,121,46,268,213,61,96,308,37,0.09424350483953133,0.11946001018848701,0.030820173204279166,0.011716760061130923,0.06826286296484972,0.05425369332654101,0.01553744268976057,0.02445236882322975,0.07845134997452878,0.009424350483953133
Nyngan - Warren,0,0,4591,577,546,495,500,467,664,1123,995,1131,1355,3843,243,4001,136,0.12568067959050316,0.11892833805271183,0.10781964713570029,0.10890873448050534,0.10172075800479198,0.1446307993901111,0.244609017643215,0.2167283816162056,0.24635155739490308,0.29514267044216946,0.837072533217164,0.05292964495752559,0.8714876933130037,0.029623175778697452,422,2647,3727,659,726,1286,2071,46,1706,1534,3727,504,110,1649,1940,178,0.11322779715588946,0.7102226992218943,0.35055528730082086,0.6209560598744568,0.4577408103031929,0.4115910920311242,0.05670103092783505,0.85,470,441,155,39,269,259,49,123,305,57,0.10237421041167502,0.09605750381180571,0.03376170768895666,0.008494881289479415,0.05859289915051187,0.05641472446090177,0.010673055979089524,0.026791548682204312,0.06643432803310825,0.012415595730777608
Walgett - Lightning Ridge,0,0,5534,702,610,559,614,569,789,1312,1173,1358,1683,3620,455,3819,246,0.1268521864835562,0.11022768341163715,0.1010119262739429,0.11095048789302493,0.10281893747741236,0.14257318395374052,0.23707986989519336,0.21196241416696784,0.24539212143115288,0.3041199855439104,0.6541380556559451,0.08221900975786049,0.6900975786049873,0.044452475605348755,402,2692,4514,1409,694,1026,1756,44,2073,1213,4514,1226,219,1690,2570,651,0.08905626938413824,0.5963668586619406,0.3952164009111617,0.5842824601366743,0.4592379264510412,0.2687195392113425,0.08521400778210117,0.6575875486381323,539,397,144,27,344,275,58,175,351,50,0.09739790386700398,0.07173834477773762,0.026020961329960245,0.004878930249367546,0.06216118539934948,0.04969280809541019,0.010480664980122878,0.03162269606071558,0.0634260932417781,0.009035056017347307
Broken Hill,0,0,17588,1967,2007,1990,2078,1842,2280,3974,4068,4122,5431,15119,905,15480,574,0.11183761655674324,0.11411189447350466,0.11314532635888105,0.1181487377757562,0.10473049806686377,0.12963384125540142,0.2259495110302479,0.23129406413463724,0.2343643393222652,0.3087900841482829,0.8596201955879008,0.05145553786672732,0.8801455537866727,0.03263588810552649,1518,10943,14589,2121,1858,5147,7168,158,7559,5488,14589,1547,194,7196,8023,633,0.10405099732675303,0.7500856809925286,0.2592075892857143,0.7180524553571429,0.5181300980190554,0.37617382959764206,0.02418048111678923,0.8969213511155428,2497,2118,596,181,1439,1067,273,590,2084,239,0.14197179895383216,0.12042301569251762,0.03388674095974528,0.010291107573345462,0.08181714805549238,0.0606663634296111,0.015521946781896747,0.033545599272231066,0.11848987946327041,0.013588810552649534
Far West,0,0,2288,283,268,260,258,295,308,551,518,603,622,1778,87,1845,29,0.12368881118881118,0.11713286713286714,0.11363636363636363,0.11276223776223776,0.12893356643356643,0.1346153846153846,0.24082167832167833,0.2263986013986014,0.26354895104895104,0.2718531468531469,0.7770979020979021,0.03802447552447553,0.8063811188811189,0.012674825174825174,174,1271,1868,446,424,384,825,10,892,572,1868,397,136,751,1092,196,0.09314775160599571,0.680406852248394,0.5139393939393939,0.46545454545454545,0.47751605995717344,0.30620985010706636,0.12454212454212454,0.6877289377289377,181,181,54,8,129,98,29,46,137,26,0.079108391608391615,0.079108391608391615,0.0236013986013986,0.0034965034965034965,0.05638111888111888,0.04283216783216783,0.012674825174825174,0.020104895104895104,0.059877622377622376,0.011363636363636364
Coonabarabran,0,0,7921,822,976,645,732,772,1123,1798,1377,1895,2844,6280,457,6608,181,0.1037747759121323,0.12321676555990405,0.08142911248579725,0.09241257416992804,0.09746244161090771,0.14177502840550435,0.22699154147203635,0.17384168665572527,0.23923747001641207,0.35904557505365486,0.7928291882338089,0.05769473551319278,0.8342381012498422,0.022850650170433025,677,4503,6578,1394,1130,1701,2894,64,3522,1947,6578,1096,91,2794,3407,518,0.10291882031012466,0.6845545758589237,0.39046302695231516,0.587767795438839,0.5354211006384919,0.2959866220735786,0.02670971529204579,0.820076313472263,1089,772,320,88,466,476,116,255,667,95,0.13748264108067162,0.09746244161090771,0.040398939527837394,0.011109708370155284,0.05883095568741321,0.06009342254765812,0.014644615578841055,0.03219290493624542,0.08420653957833607,0.011993435172326726
Dubbo - East,0,0,10633,1531,1409,1462,1418,1220,1285,2940,2880,2505,2306,8764,918,8891,756,0.14398570488103074,0.13251199097150382,0.13749647324367534,0.13335841248941974,0.11473713909526945,0.12085018339132889,0.2764976958525346,0.2708548857330951,0.23558732248659833,0.21687200225712405,0.8242264647794602,0.08633499482742406,0.8361704128656071,0.07109940750493746,1382,5760,8339,1198,1425,3555,5056,90,3498,3935,8339,922,226,3412,3980,325,0.16572730543230604,0.6907303033936922,0.2818433544303797,0.703125,0.4194747571651277,0.4718791221969061,0.05678391959798995,0.857286432160804,1063,1238,273,87,559,429,122,215,1196,103,0.0999717859494028,0.11642998213110128,0.025674786043449638,0.008182074673187247,0.052572180946111165,0.04034609235399229,0.011473713909526945,0.02022006959465814,0.11248001504749365,0.009686824038371109
Dubbo - South,0,0,19628,2806,2349,2876,3034,2090,2093,5155,5910,4183,4374,15684,2451,15832,2241,0.14295903810882413,0.11967597309965355,0.14652537191766862,0.1545750968004891,0.10648053800692887,0.10663338088445079,0.2626350112084777,0.3011004687181577,0.21311391889137965,0.2228449154269411,0.7990625636845323,0.12487263093539841,0.8066028123089464,0.1141736295088649,3403,10048,15547,2086,3038,6515,9729,169,6299,7797,15547,1450,366,6944,7931,599,0.21888467228404193,0.6462983212195279,0.312262308562031,0.6696474457806558,0.40515855148903324,0.501511545635814,0.046148026730551,0.8755516328331863,1823,1963,576,169,1004,833,202,415,1902,187,0.09287752190747911,0.10001018952516813,0.029345832484206236,0.008610148767067454,0.05115141634399837,0.04243937232524964,0.010291420419808437,0.021143264723863867,0.09690238434888934,0.0095272060321989
Dubbo - West,0,0,10317,1619,1357,1458,1489,1132,1048,2976,2947,2180,2215,8351,1019,8584,803,0.15692546282834158,0.13153048366773287,0.14132015120674615,0.14432490064941358,0.10972181835804982,0.10157991664243482,0.2884559464960744,0.28564505185615974,0.21130173500048463,0.21469419404865756,0.8094407288940584,0.09876902200252011,0.8320248134147523,0.07783270330522439,1283,5502,7943,1161,1343,3169,4612,100,3357,3744,7943,850,172,3393,3912,338,0.16152587183683748,0.6926853833564145,0.2911968777103209,0.6871205550737207,0.4226362835200806,0.4713584288052373,0.04396728016359918,0.8673312883435583,1028,1108,269,104,578,522,97,236,973,103,0.09964136861490744,0.10739556072501696,0.026073470970243286,0.010080449743142386,0.05602403799554134,0.05059610351846467,0.009401957933507803,0.02287486672482311,0.09431036153920713,0.009983522341766016
Dubbo Surrounds,0,0,5963,754,878,500,620,761,927,1632,1120,1688,1518,5110,234,5362,44,0.12644641958745598,0.14724132148247526,0.08385041086701325,0.10397450947509643,0.12762032533959417,0.15545866174744255,0.27368774106993127,0.18782492034210968,0.2830789870870367,0.25456984739225225,0.8569511990608754,0.0392419922857622,0.8992118061378501,0.007378836156297166,686,3246,4708,766,1116,1859,3033,51,1958,2218,4708,519,5,1877,2097,210,0.14570943075615972,0.68946474086661,0.36795252225519287,0.6129244971974942,0.4158878504672897,0.47111299915038235,0.002384358607534573,0.8950882212684788,572,569,189,19,269,265,58,125,478,57,0.09592487003186316,0.09542176756666107,0.031695455307731005,0.0031863156129465033,0.04511152104645313,0.04444071775951702,0.009726647660573537,0.020962602716753313,0.08016099278886467,0.00955894683883951
Gilgandra,0,0,4398,553,515,377,468,472,622,1068,845,1094,1393,3700,137,3817,68,0.12573897226011824,0.11709868121873579,0.08572078217371533,0.10641200545702592,0.10732150977717145,0.14142792178262847,0.24283765347885403,0.19213278763074124,0.24874943155979992,0.3167348794906776,0.8412914961346066,0.031150522964984082,0.8678944974988632,0.015461573442473852,389,2533,3556,630,759,1037,1841,40,1838,1199,3556,510,70,1512,1836,241,0.109392575928009,0.7123172103487064,0.41227593699076587,0.5632808256382401,0.516872890888639,0.3371766029246344,0.03812636165577342,0.8235294117647058,530,414,161,26,228,245,49,99,357,46,0.12050932241928149,0.0941336971350614,0.03660754888585721,0.005911778080945885,0.05184174624829468,0.055707139608913145,0.011141427921782628,0.022510231923601638,0.08117326057298772,0.010459299681673489
Narromine,0,0,6458,881,879,652,739,700,774,1760,1391,1474,1838,5278,245,5455,120,0.13641994425518736,0.13611025085165687,0.10096004955094456,0.11443171260452152,0.10839269123567669,0.11985134716630536,0.27253019510684423,0.2153917621554661,0.22824403840198204,0.28460823784453393,0.8172808919170022,0.03793744193248684,0.8446887581294519,0.018581604211830288,572,3558,5083,960,936,1704,2702,58,2353,1969,5083,765,98,2144,2548,306,0.11253196930946291,0.6999803265787921,0.3464100666173205,0.6306439674315322,0.4629156010230179,0.38736966358449737,0.038461538461538464,0.8414442700156985,669,622,219,26,335,321,58,171,477,55,0.10359244348095385,0.09631464849798699,0.03391142768659028,0.004026014245896562,0.051873645091359555,0.049705791266646024,0.00898110870238464,0.02647878600185816,0.07386187674202539,0.008516568597088882
Wellington,0,0,8769,1051,991,1088,1090,980,1101,2042,2178,2081,2470,7161,652,6876,239,0.11985403124643632,0.11301174592313833,0.12407344052913673,0.12430151670658,0.11175732694720036,0.12555593568251797,0.23286577716957463,0.24837495723571673,0.23731326262971833,0.2816740791424336,0.8166267533356141,0.07435283384650473,0.7841258980499487,0.027255103204470294,666,4615,7193,1912,913,2127,3107,71,3345,2238,7193,1611,127,2795,3305,379,0.09259001807312665,0.6415959961073265,0.2938525909237206,0.6845831992275507,0.465035451133046,0.31113582649798416,0.03842662632375189,0.8456883509833586,998,739,277,64,564,530,150,257,842,112,0.11381001254418976,0.08427414756528681,0.03158855057589235,0.007298437678184513,0.06431748203900102,0.0604401870224655,0.017105713308244955,0.029307788801459688,0.09602007070361501,0.012772265936822898
Branxton - Greta - Pokolbin,0,0,12770,1930,1703,1578,1876,1570,1568,3633,3454,3138,2539,11124,1134,11824,451,0.15113547376664058,0.13335943617854346,0.1235708692247455,0.14690681284259985,0.12294440093970242,0.12278778386844166,0.284494909945184,0.27047768206734535,0.2457321848081441,0.19882537196554426,0.8711041503523884,0.08880187940485514,0.925920125293657,0.035317149569303055,1457,7557,9910,891,1764,4664,6556,125,4297,5131,9910,485,4,4442,4633,165,0.14702320887991926,0.7625630676084763,0.2690665039658328,0.7114093959731543,0.4336024217961655,0.5177598385469223,8.633714655730628e-4,0.9587740125188863,1214,1211,331,36,558,481,108,239,1243,99,0.09506656225528583,0.09483163664839467,0.025920125293657007,0.0028191072826938136,0.04369616288175411,0.037666405638214565,0.00845732184808144,0.018715740015661706,0.09733750978856695,0.007752545027407988
Cessnock,0,0,23495,2872,2796,3093,3203,2786,2738,5668,6296,5524,6006,20527,1732,20213,597,0.12223877420727815,0.11900404341349223,0.13164503085762927,0.13632687805916152,0.11857842094062566,0.11653543307086614,0.24124281762077038,0.2679719089167908,0.23511385401149182,0.25562885720366035,0.8736752500532028,0.07371781230048946,0.8603107044051926,0.02540966163013407,1341,14266,19197,3576,1622,6889,8674,158,10132,6358,19197,2702,415,7776,8674,478,0.06985466479137366,0.7431369484815336,0.18699561909153792,0.7942125893474752,0.5277908006459343,0.33119758295567014,0.04784413188840212,0.8964722158173853,3127,2633,764,327,1578,1297,364,744,3330,347,0.1330921472653756,0.11206639710576718,0.032517556927005746,0.013917854862736752,0.06716322621834434,0.055203234730793783,0.015492658012343051,0.031666311981272614,0.14173228346456693,0.014769099808469887
Cessnock Surrounds,0,0,9145,1103,1240,917,1009,1131,1399,2343,1926,2530,2334,7859,737,8479,180,0.12061235647895024,0.13559322033898305,0.10027337342810279,0.11033351558228541,0.12367413887370148,0.1529797703663204,0.2562055768179333,0.21060688901038818,0.27665390924002187,0.25522143247676327,0.8593767085839257,0.08059048660470203,0.9271733187534171,0.019682886823400764,1137,5379,7392,869,1183,2899,4185,90,3708,3186,7392,491,0,3141,3314,165,0.15381493506493507,0.7276785714285714,0.2826762246117085,0.6927120669056153,0.5016233766233766,0.4310064935064935,0,0.947797223898612,1025,932,326,22,435,397,94,194,910,79,0.11208310552214325,0.10191361399671951,0.03564789502460361,0.002405686167304538,0.047566976489885185,0.0434117003827228,0.010278840896664844,0.02121377802077638,0.09950792782941498,0.008638600328048114
Dungog,0,0,9541,1122,1171,785,1059,1121,1415,2293,1844,2536,2875,8492,509,9027,74,0.11759773608636412,0.12273346609370087,0.08227649093386437,0.11099465464835971,0.11749292526988785,0.1483073053139084,0.24033120218006498,0.19327114558222408,0.26580023058379626,0.3013310973692485,0.8900534535164029,0.053348705586416516,0.9461272403312022,0.007756000419243266,1187,5743,7769,831,1354,2980,4408,76,4024,3281,7769,470,26,3559,3786,195,0.15278671643712188,0.7392199768309949,0.30716878402903813,0.6760435571687841,0.5179559788904621,0.4223194748358862,0.006867406233491812,0.9400422609614368,1165,1002,367,74,496,494,103,198,994,106,0.1221046011948433,0.10502043810921287,0.038465569646787545,0.007756000419243266,0.051986164972225135,0.05177654333927261,0.010795514097054816,0.020752541662299548,0.10418195157740279,0.011109946546483597
Kurri Kurri - Abermain,0,0,20631,2988,2585,3056,2866,2312,2390,5573,5922,4702,4435,18535,1110,19132,492,0.1448305947360768,0.1252968833309098,0.1481266055935243,0.13891716349183267,0.11206436915321603,0.11584508748969996,0.27012747806698656,0.287043769085357,0.227909456642916,0.21496776695264408,0.8984053123939703,0.05380253017304057,0.9273423488924434,0.023847607968590954,1251,13323,16243,1668,1596,7280,9007,153,8519,6727,16243,1005,239,7199,7831,376,0.07701779227975128,0.8202302530320753,0.17719551459975574,0.8082602420339736,0.5244720802807363,0.41414763282644834,0.030519729281062443,0.9192951091814583,2371,2426,622,139,1348,1026,270,572,2986,260,0.11492414327953081,0.117590034414231,0.030148805196064176,0.006737433958605981,0.06533856817410692,0.049730987349134795,0.013087101933982841,0.027725267800882167,0.1447336532402695,0.01260239445494644
