sa2_name_2021,in_wslhd,in_metro,pop_size,bachelor_above,adv_diploma,high_school_below,managers_professionals,everyone_else,one_family,multi_family,non_family,neg_nil_income,very_low_income,low_income,middle_income,high_income,very_high_income,employed,unemployed,not_in_labour_force,prop_bachelor_above,prop_adv_diploma,prop_high_school_below,prop_managers_professionals,prop_everyone_else,prop_one_family,prop_multi_family,prop_non_family,prop_neg_nil_income,prop_very_low_income,prop_low_income,prop_middle_income,prop_high_income,prop_very_high_income,prop_employed,prop_unemployed,prop_not_in_labour_force
Quakers Hill,1,1,24670,6697,1919,8682,4815,7293,6233,279,1109,85,976,865,1923,875,2541,12353,603,5264,0.3536276269933467,0.10133065793642412,0.45844334142992926,0.389689219812237,0.5902395597280673,0.2555765130391996,0.011440052484828604,0.04547318353288503,0.003518066305202599,0.040395678986796905,0.03580149828235586,0.0795910765282894,0.03621538843590911,0.10516948801788005,0.6522864082796493,0.031840743478720034,0.27795965783081633
Kellyville Ridge - The Ponds,1,1,21058,6516,1603,6120,5241,5165,5127,262,599,68,471,438,1091,541,3063,10571,449,4006,0.42270515731430425,0.10398962049951346,0.39701589361012,0.49579036987985997,0.48860088922523887,0.24569895049599846,0.012555709972684143,0.02870561173144199,0.0032750565910513894,0.022684583152723595,0.021095217454125126,0.05254539324760391,0.026055964937629437,0.14752203438809422,0.6857606227700291,0.029127473240350307,0.25987674343172235
Marsden Park - Shanes Park,1,1,15524,4960,1050,3940,3278,4169,3791,220,455,34,415,370,1060,588,1812,7593,293,2495,0.45588235294117646,0.09650735294117647,0.36213235294117646,0.4320548306313431,0.5494925530512719,0.24613686534216336,0.014283859239059862,0.029541617971691986,0.002227609251130184,0.027189936447618423,0.024241630085828473,0.06944899429994103,0.03852453646072201,0.11871846950140863,0.6978860294117647,0.02693014705882353,0.22931985294117646
Riverstone,1,1,13844,2963,927,5398,2360,4129,3506,139,722,72,652,469,1195,487,1288,6592,347,2861,0.28441159531579957,0.08898061048185832,0.5181416778652332,0.35762994393089864,0.6257008637672374,0.25739666691138685,0.010204830776007635,0.053006387196241095,0.0053683268714583956,0.04861318222487325,0.03496868475991649,0.08909931404712199,0.036310766477781094,0.09603340292275574,0.6327510078709925,0.03330773660971396,0.27462084853138796
Schofields (West) - Colebee,1,1,10011,3239,644,2830,2430,2641,2441,149,229,16,184,172,568,312,1444,5186,202,1599,0.44297045951859954,0.08807439824945296,0.387035010940919,0.4689309147047472,0.509648784253184,0.2460933561850993,0.015021675572134288,0.023087004738380885,0.0016265121480126055,0.018704889702144963,0.01748500559113551,0.05774118125444749,0.03171698688624581,0.14679272135813765,0.7092450765864332,0.02762582056892779,0.2186816192560175
Schofields - East,1,1,25130,8657,1713,6101,6174,6356,6240,273,1090,92,577,741,1958,820,3115,12749,628,3798,0.4786045997346307,0.09470367094206103,0.3372954444935869,0.48400752587017876,0.49827532141737224,0.2544238767022751,0.011131044605724538,0.0444426323085705,0.003804954712767277,0.02386368336159477,0.03064642871913644,0.08097936225650358,0.03391372678770834,0.12883080358989205,0.7048319327731093,0.03471915081822203,0.20997346306943832
Stanhope Gardens - Parklea,1,1,13034,3816,861,3732,2901,2938,2919,161,519,31,460,305,687,309,1625,5948,263,3913,0.3676300578034682,0.08294797687861272,0.35953757225433525,0.4876449823499748,0.4938645150445453,0.22610379550735862,0.012470952749806351,0.0402013942680093,0.002413390424289607,0.035811599844297395,0.023744647722849357,0.05348384585441806,0.024056052938886727,0.126508369015181,0.5730250481695568,0.02533718689788054,0.37697495183044316
Bidwill - Hebersham - Emerton,1,1,18536,1163,794,9355,804,4315,4060,211,1328,141,2048,962,1179,352,523,5303,609,6425,0.08374738964499172,0.057175775905523155,0.6736516166198603,0.15149802148106276,0.8130770680233653,0.2225999232414058,0.011568616700477,0.072811009375514,0.00798233695652174,0.11594202898550725,0.05446105072463768,0.06674592391304347,0.019927536231884056,0.029608242753623188,0.3818679340390293,0.043853964139122924,0.4626629221574134
Glendenning - Dean Park,1,1,8374,1452,644,3654,893,2884,2012,109,339,21,414,341,731,283,533,3855,211,2114,0.22438572090866946,0.0995209395765724,0.564673157162726,0.2318276220145379,0.7487019730010385,0.24276061776061775,0.013151544401544401,0.040902509652509654,0.002561287961946579,0.050493962678375415,0.041590437858275396,0.08915721429442615,0.0345164044395658,0.06500792779607269,0.5957348168752897,0.032607015917168906,0.32668830165353113
Hassall Grove - Plumpton,1,1,21414,3869,1491,9501,2359,7191,4812,375,840,108,953,816,1635,605,1531,9744,568,5511,0.2319127255289816,0.0893724150332674,0.5695018881496133,0.24204801970038992,0.7378411656064027,0.22631925500893613,0.017637099049948264,0.03950710187188411,0.005141877737573796,0.04537231003618358,0.03884974290611312,0.07784231574938107,0.028804037326223577,0.07289087792801371,0.5840676137385362,0.03404663429838758,0.3303362704549541
Lethbridge Park - Tregear,1,1,21551,2118,1024,10089,1549,5390,4723,232,1628,138,2108,993,1492,444,919,7122,663,6409,0.13405911766567505,0.06481422874865497,0.6385847205519337,0.21725105189340813,0.7559607293127629,0.22377522979247608,0.010992134937932342,0.07713446413342177,0.0067156552630298315,0.1025840673512093,0.048323519392671176,0.07260693951043846,0.02160689084626989,0.04472237091829286,0.45078802455851635,0.041964681308943604,0.4056585859864548
Mount Druitt - Whalan,1,1,22918,3362,1298,10139,1631,5844,4949,292,1744,156,2128,1259,1702,461,812,7662,778,7626,0.1924772428007099,0.07431155893971489,0.5804660216408084,0.21275763109835638,0.7623271588833812,0.2224569604890547,0.013125365217782172,0.07839259225963051,0.00716220559202975,0.09769983012717506,0.05780267205362472,0.0781414994720169,0.02116523575593407,0.03728019833800101,0.4386557508444495,0.04454113471116963,0.436594721474781
Prospect Reservoir,1,1,12,3,3,3,0,0,5,0,0,0,0,6,13,0,0,5,0,6,0.25,0.25,0.25,0,0,0.5555555555555556,0,0,0,0,0.5,1.0833333333333333,0,0,0.4166666666666667,0,0.5
Rooty Hill - Minchinbury,1,1,22826,4358,1533,9776,2653,6854,5092,347,1094,118,1267,858,1630,663,1591,9715,655,6558,0.24008373732921992,0.08445350374614367,0.5385632437197003,0.2730547550432277,0.7054343351173322,0.22596964586846544,0.015398952693707287,0.04854885950119819,0.005306232574871841,0.056974548070869685,0.03858260634949186,0.07329795844950085,0.029813832179152802,0.07154420361543304,0.5352027324812693,0.03608417805200529,0.3612825033054209
Banksmeadow,0,1,508,182,42,128,137,145,135,0,72,6,24,21,77,17,60,274,8,73,0.4053452115812918,0.0935412026726058,0.28507795100222716,0.4823943661971831,0.5105633802816901,0.2806652806652807,0,0.1496881496881497,0.013636363636363636,0.05454545454545454,0.04772727272727273,0.175,0.038636363636363635,0.13636363636363635,0.6102449888641426,0.017817371937639197,0.16258351893095768
Botany,0,1,12960,3157,1128,5046,2931,3939,3347,90,1312,87,750,492,1087,383,1709,6989,230,2625,0.30129795762550104,0.10765413246802825,0.48158045428516894,0.4191933638443936,0.5633581235697941,0.26767434420985287,0.007197696737044146,0.10492642354446577,0.007065129121325321,0.06090628552866656,0.03995452330680526,0.08827350982621407,0.03110280980997239,0.13878512262465487,0.6670166062225615,0.02195075396067952,0.25052490933384236
Pagewood - Hillsdale - Daceyville,0,1,14762,3899,1195,5713,2700,4181,3665,94,1929,157,1374,753,1292,407,1395,7025,434,4104,0.31547859859211913,0.09669067076624323,0.4622542276883243,0.3845058387923668,0.5954144118484762,0.25941392978482447,0.006653454133635334,0.1365373725934315,0.011348850657799624,0.09932051467399161,0.054431111753650424,0.09339308948966314,0.029420268902703484,0.10083851380656354,0.5684116837931872,0.035116109717614696,0.3320657011085039
Port Botany Industrial,0,1,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0.5,0,0,0,0,0,0,0,0,0
Sydney Airport,0,1,19,12,0,4,4,0,0,0,0,0,0,0,0,0,0,14,0,4,0.631578947368421,0,0.21052631578947367,0.6666666666666666,0,0,0,0,0,0,0,0,0,0,0.7368421052631579,0,0.21052631578947367
Eastlakes,0,1,8941,2166,674,3692,1343,2469,2192,78,1160,77,1167,465,659,220,648,3883,249,2993,0.28703949112112376,0.08931884442088524,0.4892658362046117,0.3455995882655687,0.6353576942871848,0.2561645436484749,0.009115344162673834,0.13556152857309806,0.009173218965928044,0.1390278770550393,0.05539671193709793,0.07850845842268286,0.026209197045508698,0.07719799857040743,0.5145772594752187,0.032997614630267694,0.3966339782666313
Mascot,0,1,21573,8180,2172,6579,5073,6921,5124,173,2807,312,1163,926,1993,729,2560,12270,761,4857,0.429666981825822,0.11408761424519383,0.3455720138670028,0.4132453567937439,0.5637829912023461,0.24978063761333724,0.008433265087257483,0.13683338208053036,0.015482334259626836,0.05771139341008337,0.04595077411671298,0.0988983723699881,0.036175069472012704,0.12703453751488686,0.644500472738733,0.0399726862065343,0.2551213362748188
Petersham - Stanmore,0,1,19898,8784,1503,5445,7223,4560,4649,49,3555,122,1447,949,1805,450,3120,11903,530,4036,0.5040743716286009,0.08625043039136922,0.3124641340525651,0.606719865602688,0.38303233935321296,0.24751104722355322,0.002608741947505723,0.1892668902731193,0.00658143173113233,0.07806009602416789,0.05119490748233263,0.09737282192372013,0.02427577277876679,0.16831202459944974,0.6830597957075634,0.03041432342476759,0.23160794215539998
Sydenham - Tempe - St Peters,0,1,8278,3149,633,2607,2704,2113,2071,58,1042,48,469,303,664,221,1346,4885,202,1670,0.44812864664864094,0.09008111569659884,0.370997580759926,0.5531914893617021,0.43228314238952537,0.26017587939698494,0.00728643216080402,0.13090452261306532,0.006093690491303796,0.05954043417544751,0.03846642122635521,0.08429605179636918,0.02805636663704456,0.17087723752697728,0.6951757506759642,0.028746264408709265,0.23765476021061618
Marrickville - North,0,1,12317,4717,887,3822,3941,2713,2932,78,1809,89,836,514,1011,352,1782,6805,314,2915,0.4460520094562648,0.08387706855791963,0.36141843971631205,0.5788777908343126,0.3985017626321974,0.2471341874578557,0.006574511126095752,0.152478084962913,0.007599043715846994,0.07137978142076502,0.043886612021857924,0.0863217213114754,0.030054644808743168,0.1521516393442623,0.6434988179669031,0.029692671394799055,0.2756501182033097
Marrickville - South,0,1,14283,5167,1094,4802,4138,3366,3325,116,2358,92,1227,759,1366,432,1642,7627,381,3733,0.4139229351918609,0.08763918929744452,0.38468316910998956,0.5426885245901639,0.44144262295081965,0.24373259052924792,0.008503152030494062,0.1728485559302155,0.006856461469667611,0.09144432851393651,0.05656580712475779,0.101803547473543,0.032195558205395734,0.12237293188254583,0.6109909476888569,0.030521509252583512,0.2990467035167828
