sa2_name_2021,in_wslhd,in_metro,pop_size,bachelor_above,adv_diploma,high_school_below,managers_professionals,everyone_else,one_family,multi_family,non_family,neg_nil_income,very_low_income,low_income,middle_income,high_income,very_high_income,employed,unemployed,not_in_labour_force,prop_bachelor_above,prop_adv_diploma,prop_high_school_below,prop_managers_professionals,prop_everyone_else,prop_one_family,prop_multi_family,prop_non_family,prop_neg_nil_income,prop_very_low_income,prop_low_income,prop_middle_income,prop_high_income,prop_very_high_income,prop_employed,prop_unemployed,prop_not_in_labour_force
Warragamba - Silverdale,0,1,6025,555,392,3333,802,2311,1510,85,292,21,287,215,434,203,604,3165,77,1259,0.11828644501278772,0.08354646206308611,0.7103580562659847,0.2533965244865719,0.730173775671406,0.25399495374264086,0.014297729184188394,0.04911690496215307,0.0035671819262782403,0.04875148632580262,0.03652114829284865,0.07372175980975029,0.034482758620689655,0.10259894683200271,0.6745524296675192,0.016410912190963342,0.2683290707587383
Cranebrook - Castlereagh,0,1,17029,1944,1180,8793,2307,5914,4253,204,1006,66,1024,652,1414,559,1469,8372,339,3824,0.14804660726525018,0.08986368136470947,0.6696367374914325,0.27546268656716416,0.7061492537313433,0.2532150512026673,0.012145748987854251,0.05989521314598714,0.0039775809076116435,0.06171277044536853,0.03929367805701199,0.08521665762671006,0.03368890495992286,0.08853130838305309,0.6375752037163963,0.0258167694768106,0.29121925215139743
Jordan Springs - Llandilo,0,1,13388,2545,1053,5236,2283,4400,3345,152,525,49,438,398,1086,513,1329,6813,244,2194,0.26543596161869004,0.10982478097622028,0.5460992907801419,0.33475073313782994,0.6451612903225806,0.25300658044020874,0.011496861054383179,0.039709552983889264,0.0037330489105591954,0.03336888618010057,0.030321499314337957,0.08273655340545483,0.03908273655340545,0.10124942861496267,0.7105757196495619,0.025448477263245724,0.22882770129328328
Richmond - Clarendon,0,1,15239,2125,1264,7601,2037,4727,3737,126,1918,111,1688,810,1332,461,1057,6908,288,4666,0.16797091139040393,0.09991305035175085,0.6008220694016283,0.29491819892862314,0.6843781670768785,0.25178547365584153,0.008489421910793694,0.12922786686430401,0.007583521213363394,0.11532417845186856,0.05533920885427342,0.09100225456036073,0.031495525039284,0.07221425155428025,0.5460437910046637,0.02276499881432298,0.36882459884594104
Windsor - Bligh Park,0,1,15264,1676,1111,8091,1890,5392,3848,145,1511,88,1353,776,1399,503,1075,7408,302,3802,0.1378516203322915,0.09138016121072545,0.6654877446948512,0.2551295896328294,0.7278617710583153,0.25687583444592793,0.009679572763684913,0.10086782376502003,0.0059721750933152355,0.09182219205972175,0.05266372582287072,0.09494401085850017,0.034136409908381404,0.07295554801493044,0.6093107418983386,0.024839611778253,0.3127159072215825
Yarramundi - Londonderry,0,1,7504,513,369,3721,783,2325,1368,169,284,35,312,214,366,189,567,3168,100,2703,0.08137690355329949,0.05853426395939086,0.590260152284264,0.24684741488020176,0.7329760403530895,0.1842920652027482,0.02276707530647986,0.03825946382864071,0.004776852736454211,0.04258223010782039,0.0292070424457486,0.04995223147263546,0.025795004776852735,0.07738501433055821,0.5025380710659898,0.015862944162436547,0.4287753807106599
Erskine Park,0,1,6486,849,488,3467,864,2492,1623,97,257,35,258,229,497,219,630,3404,153,1512,0.16107000569151964,0.09258205274141529,0.6577499525706697,0.2536699941280094,0.731650029359953,0.25244983667755483,0.01508788303002022,0.03997511277025976,0.005487613671997491,0.04045155221072436,0.0359046723110693,0.07792411414236437,0.03433678269049859,0.09877704609595485,0.64579776133561,0.02902675014228799,0.2868525896414343
St Clair,0,1,19942,2361,1388,10409,2211,7070,5072,243,1005,109,1139,871,1633,668,1534,9476,441,5128,0.14966719492868463,0.08798732171156894,0.6598415213946117,0.23337555414819505,0.7462529026810217,0.25666717271393147,0.012296948534993168,0.050857750113860636,0.005579157496033168,0.05829963658698879,0.04458207503710908,0.08358499257818498,0.034191534012386754,0.0785176843937145,0.6006973058637084,0.027955625990491284,0.32507131537242473
Colyton - Oxley Park,0,1,13028,1342,727,6597,1092,3915,3101,135,1035,93,1072,761,1157,323,599,5138,354,3746,0.13371861299322438,0.0724392188122758,0.6573335990434436,0.2124927028604787,0.7618213660245184,0.24201982361663935,0.010536174198080075,0.08077733551861391,0.007423371647509579,0.08556832694763729,0.06074393358876117,0.09235312899106003,0.025782247765006386,0.04781289910600255,0.5119569549621363,0.03527301713830211,0.37325627740135514
St Marys - North St Marys,0,1,17325,1898,983,8381,1329,5078,3833,158,2095,126,1876,1079,1539,393,677,6549,537,4986,0.13913935928450993,0.07206216553038633,0.6143977714243823,0.20308679706601468,0.7759779951100244,0.2274912457712624,0.009377411122321799,0.1243397234257226,0.007750507473703636,0.11539644460847635,0.066371409239097,0.09466691271452297,0.0241742018822661,0.04164359968013779,0.48009676709918625,0.03936661535078073,0.36551572465361776
Rookwood Cemetery,1,1,3,0,0,4,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,1.3333333333333333,0,0,1.3333333333333333,0,0,0,0,0,0,0,0,1.3333333333333333,0,0
Auburn - Central,1,1,19487,3799,1431,7644,1458,4647,3526,315,1410,195,1372,769,1190,369,922,6389,898,7189,0.23552386856788593,0.08871667699938003,0.47389956602603844,0.22827618600281824,0.7275716298731799,0.18536431500367995,0.016559772894543162,0.07412469771843129,0.01047486033519553,0.07370004297378599,0.04130855178341212,0.06392350666093682,0.019821658788139233,0.049527288354104,0.39609423434593927,0.055672659640421576,0.44569125852448854
Auburn - North,1,1,10592,2595,1009,3895,757,3274,2036,122,1195,113,909,520,832,234,471,4197,526,3598,0.2867086509777925,0.11147939454203955,0.4303391890398851,0.1801094456340709,0.7789674042350702,0.20276864854098198,0.012150184244597151,0.11901205059257046,0.011409531502423263,0.09178109854604201,0.05250403877221325,0.0840064620355412,0.023626817447495962,0.04755654281098546,0.463705667882002,0.058115125400508234,0.39752513534416084
Auburn - South,1,1,8860,1367,533,3800,795,1717,1639,186,455,63,620,358,474,158,428,2600,284,3423,0.1962952326249282,0.07653647329121195,0.5456634118322803,0.3057692307692308,0.6603846153846153,0.18802340254674774,0.02133761615234599,0.05219685671676035,0.007369282957071003,0.0725231021172067,0.041876242835419346,0.05544508129605802,0.018481693765352674,0.05006433500994268,0.3733486502010339,0.040781160252728314,0.4915278575531304
Berala,1,1,8610,1627,576,3914,929,2083,1885,121,687,73,746,412,625,187,474,3144,311,3339,0.22385800770500824,0.07925151348376444,0.53852504127683,0.29529561347743166,0.6621106166560712,0.22464545346204268,0.01442021213204624,0.08187343582409724,0.008820686321894635,0.09014016433059449,0.049782503624939585,0.07551957467375543,0.022595456742387627,0.05727404543257612,0.4325811777655476,0.04279031370390754,0.45941111722619704
Lidcombe,1,1,21197,5833,1982,7964,3308,5768,4687,352,1657,184,1357,975,1570,527,1619,9390,714,7111,0.3190569959523028,0.1084126463187835,0.43561973525872444,0.3525524885431099,0.6147287647873815,0.22731461273582618,0.01707163295989136,0.0803627722003977,0.0090258020209948,0.06656528990483665,0.047826940056901794,0.0770136368095752,0.025851074266653586,0.0794172471303836,0.5136199540531671,0.0390548080078766,0.3889618203697626
Regents Park,1,1,5138,941,355,2303,534,1199,1080,74,453,44,515,258,349,98,271,1802,193,1996,0.2232502965599051,0.08422301304863583,0.5463819691577698,0.2961730449251248,0.6650027731558513,0.2164762477450391,0.014832631789937864,0.09079975947083584,0.008948545861297539,0.10473866178564165,0.052471018913971934,0.07097823876347366,0.019930852145617246,0.055114907463900756,0.4275207591933571,0.04578884934756821,0.47354685646500594
Silverwater - Newington,1,1,9246,2767,646,2288,1964,1819,2085,65,557,52,402,338,666,221,930,3869,194,3256,0.3680010639712728,0.08591568027663253,0.3042957840138316,0.5078872510990432,0.4703904835790018,0.2305650779608537,0.007187880128276015,0.06159460356076523,0.005795163267580519,0.044801069876295556,0.037668561239273375,0.07422266800401203,0.024629443887217207,0.10364426613172852,0.5145631067961165,0.02580130336480915,0.43303630801968346
Wentworth Point - Sydney Olympic Park,1,1,20412,9680,1866,4415,6470,5109,5780,72,3468,320,1269,1513,3072,772,2123,11820,747,4099,0.5498437943765976,0.10599261573416643,0.2507810281170122,0.5474236399018529,0.4322700736102885,0.31060239668977374,0.0038690955989037564,0.18636143801386426,0.01761726491962123,0.06986346619687293,0.08329663069808413,0.1691257432283638,0.04250165161858621,0.1168795419511121,0.6714001704061346,0.04243112752059074,0.23283158193694972
Ermington - Rydalmere,1,1,24641,6420,2026,9220,4662,6320,6035,258,2071,190,1848,1082,1901,638,2227,11188,640,7082,0.3217722534081796,0.10154370489174018,0.46210906174819566,0.4168082253017434,0.565042467590523,0.25129080612924715,0.010742838107928048,0.086234177215189875,0.008023987499472106,0.07804383631065501,0.04569449723383589,0.08028210650787618,0.02694370539296423,0.09404957979644411,0.5607457898957497,0.03207698476343224,0.35495188452285487
Oatlands - Dundas Valley,1,1,18508,5324,1426,6532,3618,4215,4492,224,1645,163,1620,777,1342,475,1643,8007,407,5818,0.3554072096128171,0.0951935914552737,0.4360480640854473,0.45185462720119896,0.5264143874110153,0.25128664130678,0.012530767509509957,0.09202282389796375,0.009257155838255338,0.09200363471149478,0.044127669241253976,0.07621535665606542,0.02697637437528396,0.09330985915492958,0.5345126835781041,0.027169559412550066,0.3883845126835781
Carlingford - East,1,1,11622,4158,927,3512,2643,2396,3015,141,654,79,756,488,790,262,1227,5140,257,3741,0.4416826003824092,0.09847036328871893,0.3730613979179945,0.5145026279929921,0.4664200895464279,0.2655919661733615,0.012420718816067653,0.057610993657505286,0.006995483928097051,0.0669441246790047,0.04321260958115647,0.06995483928097052,0.023200212521030727,0.10865137695917826,0.5459953261100489,0.027299766305502442,0.3973868706182282
Carlingford - West,1,1,19251,6854,1524,5546,4204,4111,4941,288,993,129,1075,877,1536,527,1789,8480,467,5725,0.45178300705292995,0.1004548151077714,0.3655658822753938,0.4954041951449446,0.48444496818288946,0.2647342477496785,0.015430775825117874,0.053204029147021006,0.006961308078355189,0.058010900652959906,0.047326102207112405,0.08288813339808969,0.02843883222707895,0.09654093141222816,0.558961175927757,0.03078241381583284,0.37736470898424623
Chester Hill - Sefton,0,1,20842,2628,1243,9185,1787,4104,4134,289,1362,177,1810,864,1256,378,913,6074,513,8242,0.16108863552776756,0.07619222753463283,0.5630133627559152,0.29405956886621687,0.6753332236300806,0.2022702808493982,0.014140326842156766,0.06664057148448968,0.008853098584504577,0.09053168609013154,0.04321512529385285,0.0628219876956935,0.018906617316060623,0.04566598309408293,0.37231825426014464,0.03144538433247517,0.5052102488660046
Fairfield - East,0,1,15742,1685,899,7404,975,3140,2977,271,1335,177,1673,685,903,263,534,4238,482,6426,0.13307534354762282,0.07099984204706997,0.5847417469594061,0.22989860881867485,0.7403914171186041,0.19392873428441143,0.017653573057129827,0.08696501856556577,0.011811023622047244,0.11163752835980248,0.045709328706793007,0.06025623915654611,0.017549713065527824,0.03563325770719338,0.3347022587268994,0.03806665613647133,0.5075027641762755
Granville - Clyde,1,1,23250,4901,1866,9053,2371,5835,4739,284,1982,196,1828,1088,1636,540,1203,8483,905,7963,0.2573919437004359,0.09799905467149835,0.4754477180820335,0.2795660889046103,0.6880084895649098,0.21226372838842605,0.012720594822180417,0.08877541879423094,0.008982584784601283,0.08377635197066911,0.04986251145737855,0.07497708524289642,0.02474793767186068,0.05513290559120073,0.44551231552964654,0.04752901633317578,0.41820282548185495
Guildford - South Granville,1,1,22386,2714,1333,9417,1547,3755,4180,330,1625,238,2129,974,1209,339,771,5518,673,8841,0.15971282292708763,0.07844406520331901,0.5541693638557053,0.2802028618003985,0.680130411157399,0.19213973799126638,0.015168926683521029,0.0746954723052172,0.011283364149243824,0.10093395913336178,0.04617645664438439,0.05731759351443607,0.016071682548712843,0.03655241075238231,0.3247219443300182,0.03960454304713706,0.5202730536103102
Guildford West - Merrylands West,1,1,22929,3188,1634,10015,2128,5006,4788,274,1886,230,2035,1084,1575,474,1115,7336,715,8374,0.17825989711473944,0.09136658465667635,0.5599977633639007,0.2899972744617062,0.682202234941401,0.214535352630164,0.012277085760372793,0.08450578008782149,0.01054417090725714,0.09329299041855774,0.04969513592811626,0.07220464860404346,0.02173016091321689,0.05111630678952918,0.4101990606128383,0.03997987027510624,0.4682397673898457
Smithfield Industrial,1,1,10,0,0,11,0,0,3,0,0,0,0,0,3,0,0,7,0,5,0,0,1.1,0,0,0.3,0,0,0,0,0,0.3,0,0,0.7,0,0.5
Yennora Industrial,1,1,12,0,0,3,0,5,0,0,3,0,0,0,0,0,0,8,0,4,0,0,0.25,0,2.5,0,0,0.25,0,0,0,0,0,0,0.6666666666666666,0,0.3333333333333333
Greystanes - South,1,1,16645,2522,1263,7795,2227,4213,4211,171,895,138,1195,698,1105,432,1403,6586,308,5577,0.19238690975665573,0.09634602181707225,0.594629643756198,0.3379362670713202,0.6393019726858877,0.25673698329472017,0.010425557858797707,0.05456651627850262,0.008502772643253234,0.0736290819470117,0.04300677757239679,0.0680837954405422,0.026617375231053605,0.08644485520640789,0.5024029292852239,0.02349530856663361,0.42543290868868716
Merrylands - Holroyd,1,1,23806,4391,1709,9242,2480,5268,4998,282,2254,249,2171,1184,1710,489,1216,7961,818,8254,0.23160504246004537,0.09014188512052324,0.48747296798354345,0.311401305876444,0.6614766449020593,0.21703070042120803,0.012245429675626383,0.097876590386035,0.011135957066189625,0.09709302325581395,0.05295169946332737,0.07647584973166369,0.021869409660107336,0.05438282647584973,0.419906113191624,0.04314573553457461,0.43536051479508414
Pemulwuy - Greystanes (North),1,1,10893,2444,857,4261,2043,2697,2714,112,542,75,604,372,666,296,1180,4832,199,2994,0.2879698362201013,0.10097796630140214,0.5020619771415106,0.4232442510876321,0.5587321317588564,0.25272371729211285,0.010429276468944967,0.050470248626501533,0.00705284935113786,0.0567989467744969,0.034982132781643784,0.0626293022381042,0.02783524543915742,0.11096482979123566,0.5693413455873689,0.023447625780605632,0.3527748320961471
South Wentworthville,1,1,7305,1366,537,3006,957,1673,1655,73,541,47,550,347,559,160,467,2714,184,2421,0.23649584487534625,0.09297091412742382,0.5204293628808865,0.3532668881506091,0.6175710594315246,0.23156569189869874,0.01021407583601511,0.07569609626416679,0.006722929480760979,0.07867257903018166,0.04963524531540552,0.07995994850522099,0.022886568445143755,0.06680017164926334,0.4698753462603878,0.03185595567867036,0.41914819944598336
North Parramatta,1,1,22878,8302,1751,6587,5473,5504,5488,136,3332,193,1994,1288,2402,687,2047,11177,745,5716,0.43773067594643045,0.09232310450279448,0.3473057049456923,0.48984158238610936,0.4926161281661147,0.25097178396670783,0.006219417386930077,0.15237572597978688,0.009052108250082078,0.09352281787908635,0.06040992448759439,0.1126588809155293,0.03222175320106937,0.09600862998921252,0.589317726457872,0.03928081830644311,0.3013814193820521
North Rocks,1,1,8451,2770,748,2712,1999,1893,2224,95,422,46,444,302,578,216,1042,3965,157,2478,0.4087957497048406,0.11038961038961038,0.4002361275088548,0.5037802419354839,0.4770665322580645,0.2664749580637431,0.011382698298586149,0.05056314402108795,0.005549523464832911,0.053564965617082884,0.03643382796477259,0.06973096875377005,0.026058631921824105,0.12570877065991073,0.5851534828807556,0.023170011806375443,0.365702479338843
Northmead,1,1,20275,7726,1501,5375,5023,4888,5246,93,2376,118,1441,997,2049,686,2074,10120,645,4594,0.47462833271900723,0.09221034525125937,0.3302002703034771,0.49658922392486404,0.48324270884824516,0.27454469332216874,0.0048670713837136274,0.12434582373874817,0.006264267133832351,0.07649838084620693,0.052927748579922496,0.10877528268832616,0.03641768859160163,0.11010245792854488,0.6216979972969652,0.03962403243641725,0.2822214031207765
Toongabbie - Constitution Hill,1,1,22853,6074,1713,8647,4098,5798,5530,267,1862,174,1742,939,1631,615,2195,10113,594,6889,0.3263135274524551,0.09202750617814548,0.46454281723433977,0.40510083036773425,0.5731514432582048,0.24779316216337322,0.011963973652372631,0.08343415333602186,0.00790729379686435,0.0791638264030902,0.04267211997273347,0.07411951829129743,0.02794819359236537,0.09975005680527153,0.5433007413774579,0.03191146448909423,0.37009777586762654
Winston Hills,1,1,11199,2936,946,4214,2519,2670,2988,103,592,64,642,367,725,275,1401,5269,194,3179,0.33397793197588443,0.1076100557388238,0.47935388465476053,0.47871531736982137,0.507411630558723,0.2701139034532634,0.009311155306454528,0.05351654312059302,0.005802357207615594,0.058204895738893925,0.03327289211242067,0.0657298277425204,0.024932003626473256,0.12701722574796012,0.5993629848708907,0.022068024115572744,0.3616198384711637
Pendle Hill - Girraween,1,1,13939,4283,864,4199,2544,3222,3270,127,1016,74,993,529,995,377,1219,5921,398,3651,0.39650064802814294,0.07998518792816145,0.388724310312905,0.4298023314749113,0.5443487075519513,0.24109710241097101,0.0093637100936371,0.0749096807490968,0.0055584766769323215,0.0745887478404567,0.03973559678509727,0.07473897693983325,0.02831818523247953,0.09156463607000676,0.5481392334752824,0.03684502869838919,0.3379929642658767
Wentworthville - Westmead,1,1,21568,8421,1231,5143,4801,4822,5218,168,1777,124,1281,794,1880,653,2038,9856,789,5058,0.495032625947916,0.07236494033272588,0.30233378402210337,0.48686745766149475,0.4889970591217929,0.2516882114605441,0.008103415010611615,0.0857129075824812,0.006131025957972806,0.06333745364647714,0.03925834363411619,0.09295426452410384,0.032286773794808404,0.1007663782447466,0.5793898065957321,0.04638175298336371,0.29733701722414907
