sa2_name_2021,in_wslhd,in_metro,pop_size,age_0_9,age_10_19,age_20_29,age_30_39,age_40_49,age_50_59,age_0_19,age_20_39,age_40_59,age_60_plus,male,female,australia,overseas,english,non_english,couple_no_children,couple_with_children,one_parent,other_family,prop_age_0_9,prop_age_10_19,prop_age_20_29,prop_age_30_39,prop_age_40_49,prop_age_50_59,prop_age_0_19,prop_age_20_39,prop_age_40_59,prop_age_60_plus,prop_male,prop_female,prop_australia,prop_overseas,prop_english,prop_non_english,prop_couple_no_children,prop_couple_with_children,prop_one_parent,prop_other_family
Blackheath - Megalong Valley,0,1,5764,483,570,329,586,708,929,1053,915,1637,2165,2780,2983,4202,1206,5027,392,814,479,291,17,0.08379597501734906,0.09888965995836224,0.05707841776544067,0.10166551006245662,0.12283136710617627,0.16117279666897988,0.1826856349757113,0.15874392782789729,0.28400416377515614,0.3756072172102706,0.4823039555863983,0.5175225537820958,0.7290076335877863,0.20922970159611382,0.8721374045801527,0.06800832755031229,0.18129175946547885,0.1066815144766147,0.06481069042316258,0.0037861915367483298
Blaxland - Warrimoo - Lapstone,0,1,18993,2445,2655,1722,2186,2695,2457,5100,3908,5152,4833,9348,9646,15811,2780,17505,1065,2119,2657,715,44,0.1287316379718844,0.13978834307376403,0.09066498183541305,0.11509503501289949,0.1418943821407887,0.1293634496919918,0.2685199810456484,0.20576001684831255,0.2712578318327805,0.25446217027325857,0.4921813299636708,0.5078713210130048,0.8324645922181857,0.14636971515821617,0.9216553467066814,0.05607329015953246,0.12289757568727526,0.1541004523837142,0.041468507133743185,0.002551908131307273
Blue Mountains - North,0,1,7,0,0,0,0,0,0,0,0,0,5,4,3,4,4,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857142857143,0.5714285714285714,0.42857142857142855,0.5714285714285714,0.5714285714285714,1,0,1,0,0,0
Katoomba - Leura,0,1,13348,1099,1281,1082,1413,1716,1949,2380,2495,3665,4803,6373,6969,9680,3079,11432,1268,1711,1070,659,48,0.08233443212466288,0.09596943362301469,0.08106083308360804,0.10585855558885227,0.12855858555588853,0.14601438417740487,0.17830386574767756,0.1869193886724603,0.27457296973329337,0.35982918789331736,0.47744980521426433,0.522100689241834,0.7252022774947557,0.23067126161222656,0.8564578963140546,0.09499550494456098,0.1682895642765811,0.10524245106717812,0.06481754696567325,0.00472115668338743
Lawson - Hazelbrook - Linden,0,1,11445,1308,1486,1051,1364,1561,1737,2794,2415,3298,2948,5584,5870,9213,1925,10417,710,1295,1414,542,31,0.11428571428571428,0.12983835736129315,0.09183049366535605,0.11917868064657056,0.1363914373088685,0.15176933158584535,0.24412407164700742,0.21100917431192662,0.28816076889471387,0.25757972913936217,0.48789864569681085,0.5128877238968982,0.8049803407601572,0.16819571865443425,0.9101791175185671,0.062035823503713415,0.13042602477590895,0.142411118944506,0.054587571759492394,0.003122167388458052
Springwood - Winmalee,0,1,21964,2594,2969,1923,2537,2914,2923,5563,4460,5837,6107,10639,11325,18100,3264,20241,1080,2537,2887,841,43,0.11810234929885267,0.13517574212347477,0.08755235840466218,0.1155071935895101,0.13267164450919686,0.1330814059369878,0.25327809142232743,0.20305955199417228,0.2657530504461847,0.2780458932799126,0.4843835366964123,0.5156164633035877,0.8240757603350938,0.14860681114551083,0.921553451101803,0.04917137133491167,0.12935957576993679,0.14720579237201714,0.04288190903528452,0.0021925351825413013
Wentworth Falls,0,1,6428,659,737,415,608,780,841,1396,1023,1621,2399,3044,3392,4786,1313,5639,421,876,669,231,23,0.10252022401991288,0.11465463596764157,0.06456129433727442,0.09458618543870566,0.12134411947728686,0.1308338518979465,0.21717485998755445,0.1591474797759801,0.25217797137523335,0.37321095208462973,0.4735532047293093,0.5276913503422527,0.7445550715619166,0.20426260112009956,0.877255756067206,0.06549471064094586,0.16279501951310166,0.12432633339527968,0.04292882363872886,0.004274298457535774
Blue Mountains - South,0,1,8,0,0,0,0,0,0,0,0,0,0,8,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.625,0,0.5,0,0,0,0,0
Cambridge Park,0,1,16004,2317,2036,2202,2436,2021,1673,4353,4638,3694,3318,7890,8114,12557,2595,13407,1649,1525,1893,1002,69,0.14477630592351912,0.12721819545113722,0.13759060234941264,0.1522119470132467,0.12628092976755811,0.10453636590852287,0.27199450137465636,0.2898025493626593,0.23081729567608097,0.20732316920769808,0.49300174956260934,0.5069982504373907,0.7846163459135216,0.1621469632591852,0.8377280679830043,0.1030367408147963,0.1073338963963964,0.13323479729729729,0.07052364864864864,0.004856418918918919
Emu Plains - Leonay,0,1,13914,1636,1908,1560,1675,1995,1668,3544,3235,3663,3472,6845,7070,11410,2092,12516,898,1391,1917,603,39,0.11757941641512146,0.1371280724450194,0.11211729193617939,0.12038234871352595,0.14338076757222942,0.1198792583009918,0.2547074888601409,0.23249964064970532,0.2632600258732212,0.2495328446169326,0.49195055339945376,0.5081213166594797,0.8200373724306453,0.1503521632887739,0.8995256576110392,0.0645393129222366,0.11153876994627536,0.1537166225643493,0.048352177050757755,0.0031272552321385616
Glenmore Park - Regentville,0,1,21002,2937,3385,2702,2843,3159,2758,6322,5545,5917,3211,10235,10766,16357,4179,17296,3115,1669,3286,950,47,0.13984382439767643,0.1611751261784592,0.12865441386534615,0.13536806018474432,0.15041424626226074,0.131320826587944,0.3010189505761356,0.2640224740500905,0.2817350728502047,0.15289020093324446,0.4873345395676602,0.5126178459194363,0.7788305875630892,0.19898104942386438,0.8235406151795067,0.1483192076945053,0.08506192344936547,0.16747362519749248,0.048417511849548955,0.002395392691504001
Jamisontown - South Penrith,0,1,17326,2223,2254,2304,2499,2293,1832,4477,4803,4125,3929,8526,8798,13400,3134,14529,1943,1674,2021,1021,72,0.128304282581092,0.1300935010966178,0.13297933741198198,0.14423409904190235,0.13234445342260187,0.10573704259494401,0.2583977836777098,0.27721343645388435,0.23808149601754588,0.22676901766131824,0.4920928084959021,0.5077917580514834,0.7734041325176036,0.18088422024702758,0.8385663165185271,0.11214359921505253,0.11139206813947299,0.1344822997072132,0.06793984562150653,0.004791056694170881
Kingswood - Werrington,0,1,24625,3962,3009,3706,4469,3311,2474,6971,8175,5785,3701,11998,12627,15356,7588,15596,7184,1672,3060,1328,131,0.16089340101522842,0.12219289340101523,0.150497461928934,0.18148223350253806,0.13445685279187816,0.10046700507614213,0.28308629441624367,0.3319796954314721,0.2349238578680203,0.15029441624365483,0.4872284263959391,0.5127715736040609,0.6235939086294416,0.3081421319796954,0.6333401015228426,0.29173604060913705,0.07917041526587433,0.1448932241109901,0.06288176523509637,0.006202945215209053
Mulgoa - Luddenham - Orchard Hills,0,1,12040,1861,1814,1458,1758,1676,1444,3675,3216,3120,2033,5991,6051,9338,2368,9457,2219,941,1884,387,36,0.15456810631229237,0.15066445182724253,0.12109634551495016,0.14601328903654484,0.13920265780730898,0.11993355481727574,0.30523255813953487,0.267109634551495,0.2591362126245847,0.16885382059800663,0.49759136212624583,0.5025747508305648,0.7755813953488372,0.19667774086378736,0.7854651162790698,0.18430232558139534,0.08380833630210188,0.16779479871749198,0.03446740292126826,0.003206270039187745
Penrith,0,1,17966,1882,1541,3685,2878,2158,1927,3423,6563,4085,3899,8666,9297,11816,4389,12922,3255,1752,1334,1088,140,0.10475342313258378,0.0857731270177001,0.20510965156406546,0.16019147278192142,0.12011577424023155,0.10725815429143938,0.19052655015028386,0.3653011243459869,0.22737392853167093,0.2170210397417344,0.4823555605031727,0.5174774574195703,0.6576867416230658,0.2442947790270511,0.7192474674384949,0.18117555382388956,0.13061954819950794,0.09945575188250205,0.08111533586818757,0.010437635130097666
Warragamba - Silverdale,0,1,6025,899,865,799,830,811,787,1764,1629,1598,1029,3093,2929,5219,609,5336,471,556,916,199,13,0.1492116182572614,0.14356846473029045,0.13261410788381742,0.13775933609958507,0.1346058091286307,0.13062240663900415,0.29278008298755187,0.2703734439834025,0.26522821576763483,0.17078838174273858,0.5133609958506224,0.48614107883817426,0.8662240663900415,0.10107883817427386,0.885643153526971,0.07817427385892116,0.099481123635713,0.1638933619609948,0.03560565396314189,0.0023259974950796207
Cranebrook - Castlereagh,0,1,17029,2639,2429,2387,2519,2167,2125,5068,4906,4292,2769,8334,8695,13700,2566,14576,1647,1422,2330,872,53,0.15497093193963238,0.14263902754125315,0.1401726466615773,0.14792412942627284,0.1272535087204181,0.12478712784074227,0.29760995948088553,0.2880967760878501,0.2520406365611604,0.16260496799577193,0.4894004345528217,0.5105995654471783,0.8045099536085502,0.15068412707733866,0.8559516119560749,0.09671736449586,0.09174193548387097,0.1503225806451613,0.05625806451612903,0.0034193548387096775
Jordan Springs - Llandilo,0,1,13388,2879,1687,1827,3038,1850,928,4566,4865,2778,1173,6614,6770,8957,4052,8754,4144,928,2211,475,42,0.2150433223782492,0.12600836570062743,0.13646549148491185,0.2269196295189722,0.13818344786375858,0.0693158051986854,0.3410516880788766,0.3633851210038841,0.207499253062444,0.08761577532118314,0.49402449955183747,0.5056767254257544,0.6690319689273977,0.30265909769943233,0.6538691365401852,0.30953092321481923,0.07399728889243282,0.17630173032453553,0.037875767482656884,0.003349015230045451
Richmond - Clarendon,0,1,15239,1757,1677,2139,2055,1734,1714,3434,4194,3448,4164,7290,7952,11971,2402,12938,1376,1541,1582,816,55,0.11529627928341754,0.11004659098366035,0.1403635409147582,0.13485136820001312,0.11378699389723736,0.11247457182229804,0.2253428702670779,0.2752149091147713,0.2262615657195354,0.27324627600236234,0.478377846315375,0.5218190169958659,0.7855502329549183,0.15762189120020997,0.8490058402782334,0.09029463875582387,0.120390625,0.12359375,0.06375,0.004296875
Windsor - Bligh Park,0,1,15264,2114,1955,2311,2186,1776,2095,4069,4497,3871,2820,7507,7758,12430,2048,13317,1146,1387,1788,923,58,0.1384958071278826,0.12807914046121593,0.15140199161425577,0.14321278825995806,0.11635220125786164,0.13725104821802936,0.26657494758909855,0.29461477987421386,0.25360324947589097,0.18474842767295596,0.4918107966457023,0.5082547169811321,0.8143343815513627,0.13417190775681342,0.8724449685534591,0.07507861635220126,0.10514744901827003,0.13554696383898113,0.06997195057235994,0.004396937305738762
Yarramundi - Londonderry,0,1,7504,747,947,1145,1096,1086,1051,1694,2241,2137,1430,4063,3435,5930,1144,5278,737,571,883,247,21,0.09954690831556504,0.1261993603411514,0.15258528784648187,0.1460554371002132,0.1447228144989339,0.1400586353944563,0.22574626865671643,0.2986407249466951,0.2847814498933902,0.19056503198294242,0.5414445628997868,0.45775586353944564,0.7902452025586354,0.15245202558635396,0.7033582089552238,0.09821428571428571,0.08181687920905574,0.12652242441610545,0.03539188995558103,0.003009027081243731
Erskine Park,0,1,6486,792,905,949,840,815,1042,1697,1789,1857,1142,3278,3208,4586,1658,4761,1453,544,985,262,15,0.12210915818686402,0.13953129818069687,0.14631514030218934,0.12950971322849214,0.12565525747764417,0.1606537156953438,0.2616404563675609,0.2758248535306815,0.286308973172988,0.17607153869873574,0.5053962380511872,0.49460376194881284,0.7070613629355536,0.2556275053962381,0.7340425531914894,0.2240209682392846,0.08970976253298153,0.162434036939314,0.04320580474934037,0.002473614775725594
St Clair,0,1,19942,2746,2717,2581,2921,2538,2416,5463,5502,4954,4022,9968,9979,13692,5390,14150,4842,1753,2795,977,51,0.1376993280513489,0.13624511082138202,0.12942533346705445,0.14647477685287333,0.1272690803329656,0.12115133888276,0.2739444388727309,0.2759001103199278,0.2484204192157256,0.2016848861698927,0.499849563734831,0.5004011633737839,0.6865911142312707,0.27028382308695215,0.7095577173804032,0.24280413198274997,0.0955625817706062,0.15236589620584387,0.053259921500218056,0.0027802006105538597
Colyton - Oxley Park,0,1,13028,2058,1742,1866,1992,1615,1450,3800,3858,3065,2309,6444,6585,8065,4005,8022,3966,951,1491,865,71,0.157967454712926,0.13371200491249616,0.14322996622658887,0.15290144304574763,0.12396377034080443,0.11129874117285846,0.2916794596254222,0.2961314092723365,0.23526251151366287,0.17723365059871046,0.4946269573226896,0.5054498004298434,0.6190512741786921,0.30741479889468837,0.6157506908197729,0.30442124654590114,0.08321666083304165,0.13046902345117256,0.07569128456422822,0.006212810640532027
St Marys - North St Marys,0,1,17325,2586,2031,2634,2735,2184,1991,4617,5369,4175,3173,8682,8648,10183,5259,10606,4718,1166,1695,1171,121,0.14926406926406927,0.11722943722943722,0.15203463203463202,0.15786435786435787,0.12606060606060607,0.11492063492063492,0.2664935064935065,0.3098989898989899,0.240981240981241,0.18314574314574314,0.5011255411255411,0.49916305916305914,0.5877633477633477,0.30354978354978357,0.6121789321789322,0.2723232323232323,0.08177291535170769,0.11887229118451505,0.08212357107791571,0.008485868574233817
Rookwood Cemetery,1,1,3,0,0,0,0,0,4,0,0,4,0,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,1.3333333333333333,0,0,1.3333333333333333,0,0,1.3333333333333333,1,0,1,0,0,0,0,0
Auburn - Central,1,1,19487,2366,1913,4864,3551,2112,1973,4279,8415,4085,2704,10665,8819,5262,12574,2236,15241,1345,2083,605,148,0.12141427618412275,0.09816800944219223,0.24960229896854313,0.18222404680043106,0.10837994560476215,0.10124698516960025,0.219582285626315,0.43182634576897416,0.2096269307743624,0.13875917278185457,0.5472879355467748,0.45255811566685483,0.27002617129368295,0.6452506799404731,0.11474316210807205,0.7821111510237594,0.07953403110401513,0.12317426527112531,0.03577553071964993,0.008751700076873042
Auburn - North,1,1,10592,1146,729,3242,2100,1116,937,1875,5342,2053,1319,6020,4568,2000,7971,935,8834,885,978,290,130,0.10819486404833836,0.06882552870090634,0.3060800604229607,0.19826283987915408,0.10536253776435045,0.0884629909365559,0.17702039274924472,0.5043429003021148,0.19382552870090636,0.12452794561933535,0.5683534743202417,0.4312688821752266,0.18882175226586104,0.7525490936555891,0.08827416918429003,0.8340256797583081,0.10109664153529815,0.11172035640849898,0.033127713045464934,0.014850354123829106
Auburn - South,1,1,8860,1306,1181,1369,1348,1028,1069,2487,2717,2097,1561,4601,4256,3621,4507,1588,6424,493,1187,315,33,0.1474040632054176,0.1332957110609481,0.15451467268623026,0.15214446952595936,0.11602708803611739,0.12065462753950339,0.28069977426636566,0.3066591422121896,0.23668171557562076,0.17618510158013545,0.5193002257336343,0.4803611738148984,0.4086907449209932,0.5086907449209932,0.17923250564334087,0.7250564334085778,0.061143494977055686,0.14721567654719087,0.03906734466079623,0.004092769440654843
Berala,1,1,8610,928,866,1420,1406,1029,1179,1794,2826,2208,1792,4478,4132,3071,5045,1825,6215,641,1050,383,70,0.10778164924506388,0.10058072009291522,0.16492450638792103,0.16329849012775843,0.11951219512195121,0.13693379790940766,0.20836236933797908,0.32822299651567943,0.2564459930313589,0.208130081300813,0.5200929152148664,0.47990708478513355,0.35667828106852495,0.5859465737514518,0.21196283391405343,0.721835075493612,0.0851261620185923,0.1394422310756972,0.05086321381142098,0.009296148738379814
Lidcombe,1,1,21197,2038,1739,4476,4120,2414,2584,3777,8596,4998,3837,11051,10148,6484,13781,4137,15787,1987,2463,777,179,0.0961456809925933,0.082039911308204,0.21116195688069067,0.19436712742369203,0.11388404019436713,0.12190404302495636,0.17818559230079728,0.40552908430438267,0.23578808321932349,0.1810161815351229,0.521347360475539,0.47874699249893854,0.30589234325612114,0.6501391706373544,0.19516912770675096,0.7447752040383073,0.10738799113657245,0.1331135491541912,0.041993190293465925,0.009674106901583527
Regents Park,1,1,5138,583,622,826,811,579,632,1205,1637,1211,1084,2652,2490,2116,2804,1297,3581,344,656,215,19,0.11346827559361619,0.12105877773452706,0.16076294277929154,0.1578435188789412,0.11268976255352277,0.12300506033476061,0.23452705332814325,0.31860646165823275,0.2356948228882834,0.21097703386531724,0.5161541455819385,0.4846243674581549,0.41183339820942,0.5457376411054885,0.25243285325029197,0.6969637991436357,0.07661469933184856,0.14610244988864143,0.04788418708240535,0.004231625835189309
Silverwater - Newington,1,1,9246,1145,1041,1177,1822,1727,1123,2186,2999,2850,1209,5106,4137,4727,4194,3271,4348,682,1258,255,24,0.12383733506381138,0.11258922777417261,0.127298291152931,0.19705818732424832,0.18678347393467445,0.12145792775254163,0.236426562837984,0.3243564784771793,0.3082414016872161,0.13075924724205062,0.5522388059701493,0.44743672939649576,0.5112481072896388,0.4536015574302401,0.35377460523469606,0.4702574086091283,0.0799718574108818,0.1475140712945591,0.029901500938086304,0.0028142589118198874
Wentworth Point - Sydney Olympic Park,1,1,20412,2394,754,4845,7425,2295,1272,3148,12270,3567,1427,9986,10426,6432,12927,5821,13310,3283,1923,593,131,0.11728395061728394,0.03693905545757398,0.23736037624926515,0.3637566137566138,0.11243386243386243,0.06231628453850676,0.15422300607485792,0.6011169900058789,0.1747501469723692,0.06990985694689399,0.4892220262590633,0.5107779737409367,0.315108759553204,0.6333039388594944,0.2851753870272389,0.6520674113266706,0.20393837743819107,0.11945583302273574,0.03683687414585663,0.00813765685178283
Ermington - Rydalmere,1,1,24641,3249,2801,3197,4183,3449,3077,6050,7380,6526,4684,12344,12298,12904,10586,11613,11661,1965,3465,1043,95,0.13185341503997403,0.11367233472667505,0.12974311107503753,0.16975772087171787,0.13996996875126821,0.12487317884826103,0.2455257497666491,0.2995008319467554,0.26484314759952926,0.1900896879185098,0.5009536950610771,0.4990868877074794,0.5236800454527007,0.4296091879388012,0.4712876912462968,0.4732356641370074,0.09000961934863268,0.15871925243919197,0.0477760982089689,0.004351610095735422
Oatlands - Dundas Valley,1,1,18508,2290,2299,2074,2587,2609,2569,4589,4661,5178,4062,9175,9333,9130,8473,7869,9631,1500,2577,789,75,0.12373027879835746,0.12421655500324184,0.11205964988113248,0.13977739355954183,0.14096606872703696,0.13880484114977307,0.24794683380159932,0.2518370434406743,0.27977090987681,0.2194726604711476,0.4957315755349038,0.5042684244650961,0.49330019451048196,0.45780203155392263,0.42516749513723795,0.5203695699157121,0.09229065403310158,0.15855534362886853,0.04854488402141143,0.004614532701655079
Carlingford - East,1,1,11622,1286,1709,1176,1358,1695,1528,2995,2534,3223,2877,5673,5952,5388,5980,4653,6631,965,1893,421,36,0.11065221132335226,0.14704870073997592,0.10118740320082602,0.11684735845809671,0.14584408879710895,0.13147478919291,0.2577009120633282,0.21803476165892274,0.2773188779900189,0.24754775425916364,0.4881259679917398,0.5121321631388746,0.46360351058337634,0.5145413870246085,0.4003613835828601,0.5705558423679229,0.08999347197612609,0.17653641704746806,0.03926140072740837,0.003357269420871025
Carlingford - West,1,1,19251,2881,2140,2147,3197,2641,2200,5021,5344,4841,4033,9630,9614,8106,10607,6317,12237,1656,3093,701,76,0.14965456339930394,0.11116305646459924,0.11152667393901615,0.16606929510155316,0.1371876785621526,0.11427977767388707,0.26081761986390317,0.2775959690405693,0.25146745623603967,0.20949561061763025,0.5002337540906966,0.4994026284348865,0.42106903537478574,0.5509843644486001,0.3281387979845203,0.6356552906342527,0.09309646953002024,0.17388126827074432,0.039408590060715086,0.004272543287609625
Chester Hill - Sefton,0,1,20842,2912,3146,3014,2811,2525,2483,6058,5825,5008,3930,10613,10223,9774,9457,5511,12973,1038,2544,1047,104,0.139717877363017,0.15094520679397372,0.14461184147394684,0.13487189329239035,0.12114960176566548,0.11913444007292966,0.2906630841569907,0.2794837347663372,0.24028404183859514,0.18856155839170904,0.5092121677382209,0.4904999520199597,0.46895691392380767,0.45374724114768256,0.26441800211112176,0.6224450628538528,0.05567474790817421,0.13645140527783736,0.05615747693627977,0.0055782021025531005
Fairfield - East,0,1,15742,1989,2170,2217,2066,1889,1941,4159,4283,3830,3469,8013,7725,6479,7881,3642,10474,870,1775,826,75,0.1263498920086393,0.1378477957057553,0.14083343920721636,0.13124126540464998,0.11999745902680727,0.12330072417735993,0.2641976877143946,0.27207470461186634,0.24329818320416718,0.22036590013975352,0.5090204548342016,0.4907254478465252,0.41157413289289796,0.5006352432981832,0.23135560919832296,0.6653538305170881,0.0634665888532244,0.1294864312810038,0.060256784359498106,0.005471257659760724
Granville - Clyde,1,1,23250,2961,2437,5323,4223,2613,2308,5398,9546,4921,3391,12267,10979,8395,13005,5154,15894,1698,2581,867,182,0.12735483870967743,0.10481720430107527,0.2289462365591398,0.18163440860215055,0.11238709677419355,0.09926881720430107,0.2321720430107527,0.41058064516129034,0.21165591397849462,0.1458494623655914,0.5276129032258065,0.47221505376344086,0.3610752688172043,0.5593548387096774,0.2216774193548387,0.6836129032258065,0.084709403841356945,0.12876028934896483,0.04325268146669992,0.009079570965328012
Guildford - South Granville,1,1,22386,3690,3322,3513,3405,2525,2226,7012,6918,4751,3699,11359,11026,10406,9500,5185,14491,1098,2703,979,91,0.16483516483516483,0.14839631912802645,0.1569284374162423,0.1521039935674082,0.11279371035468597,0.09943714821763602,0.3132314839631913,0.3090324309836505,0.212230858572322,0.16523720182256768,0.5074153488787635,0.4925399803448584,0.46484409899044044,0.4243723755918878,0.23161797552041455,0.6473242204949522,0.055609014940491266,0.13689541656115473,0.04958217270194986,0.004608761711825778
Guildford West - Merrylands West,1,1,22929,3421,3143,3629,3552,2809,2485,6564,7181,5294,3899,11528,11403,11202,9925,7971,12862,1351,2767,1106,131,0.1491997034323346,0.1370753194644337,0.15827118496227485,0.1549129922805181,0.12250861354616424,0.10837803654760347,0.28627502289676826,0.31318417724279296,0.23088665009376771,0.17004666579440883,0.50276941864015,0.4973178071437917,0.4885516158576475,0.4328579528108509,0.3476383618997776,0.5609490165292861,0.06700724134510465,0.13723836920940383,0.054855669080448366,0.006497371292530503
Smithfield Industrial,1,1,10,0,0,0,0,0,0,0,0,0,0,9,3,6,3,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.3,0.6,0.3,0.5,0.6,NA,NA,NA,NA
Yennora Industrial,1,1,12,0,0,0,0,3,0,0,0,3,4,9,7,0,10,3,7,0,0,0,0,0,0,0,0,0.25,0,0,0,0.25,0.3333333333333333,0.75,0.5833333333333334,0,0.8333333333333334,0.25,0.5833333333333334,0,0,0,0
Greystanes - South,1,1,16645,2303,2283,1753,2091,2283,1976,4586,3844,4259,3955,8226,8414,10734,5206,9454,6344,1417,2381,709,53,0.13835986782817664,0.1371583057975368,0.10531691198558125,0.1256233103033944,0.1371583057975368,0.11871432862721538,0.2755181736257134,0.23094022228897568,0.25587263442475217,0.23760889155902673,0.4942024632021628,0.5054971462901773,0.6448783418443977,0.31276659657554823,0.5679783718834485,0.38113547611895465,0.09215061455420433,0.15484164661507446,0.04610782337256942,0.003446706119529167
Merrylands - Holroyd,1,1,23806,3478,2628,4013,4406,2945,2552,6106,8419,5497,3784,12197,11608,9442,12113,6376,14860,1459,2914,1054,156,0.14609762244812233,0.11039233806603377,0.16857094850037804,0.185079391749979,0.12370830882970679,0.10719986558010586,0.25648996051415607,0.3536503402503571,0.23090817440981265,0.1589515248256742,0.5123498277745107,0.48760816600856927,0.39662270015962364,0.5088213055532219,0.2678316390825842,0.6242123834327481,0.07132033044923498,0.1424451288067654,0.05152270616414919,0.007625751576477489
Pemulwuy - Greystanes (North),1,1,10893,1550,1551,1182,1454,1764,1265,3101,2636,3029,2126,5281,5615,6427,4069,5701,4594,784,1688,434,33,0.14229321582667767,0.14238501790140456,0.1085100523271826,0.13348021665289636,0.1619388598182319,0.11612962452951436,0.28467823372808226,0.24199026898007894,0.2780684843477463,0.19517121086936565,0.4848067566326999,0.5154686495914808,0.5900119342697145,0.37354264206371063,0.5233636280179932,0.4217387312953273,0.07765451664025357,0.16719492868462757,0.04298732171156894,0.003268621236133122
South Wentworthville,1,1,7305,1053,929,1037,1166,1038,818,1982,2203,1856,1269,3648,3660,3612,3179,2719,3980,451,992,335,31,0.14414784394250513,0.1271731690622861,0.14195756331279946,0.1596167008898015,0.14209445585215605,0.11197809719370294,0.2713210130047912,0.301574264202601,0.254072553045859,0.17371663244353183,0.49938398357289526,0.5010266940451745,0.4944558521560575,0.4351813826146475,0.37221081451060917,0.5448323066392882,0.06921424186617557,0.15224063842848373,0.05141190914671578,0.004757519950890117
North Parramatta,1,1,22878,2857,1968,3574,5404,3278,2248,4825,8978,5526,3554,11363,11510,9182,12194,9110,12048,2101,2602,895,170,0.12487979718506863,0.08602150537634409,0.15621994929626715,0.23620945886878222,0.14328175539819915,0.0982603374420841,0.2109013025614127,0.3924294081650494,0.24154209284028325,0.15534574700585715,0.496678031296442,0.5031034181309555,0.4013462715272314,0.5330011364629775,0.3981991432817554,0.5266194597429845,0.11290235907356655,0.13982481594927185,0.048095007791928636,0.009135364608522758
North Rocks,1,1,8451,1041,1140,785,1036,1266,1077,2181,1821,2343,2090,4125,4322,4883,3360,4734,3437,790,1341,267,18,0.12318068867589635,0.13489527866524673,0.09288841557212164,0.12258904271683825,0.14980475683351083,0.12744053958111465,0.2580759673411431,0.2154774582889599,0.2772452964146255,0.24730801088628565,0.4881079162229322,0.5114187670098214,0.57780144361614,0.39758608448704297,0.5601703940362087,0.4066974322565377,0.10059849738953267,0.17076276582197886,0.033999745320259775,0.0022921176620399847
Northmead,1,1,20275,2979,1783,3209,4784,2765,1693,4762,7993,4458,3057,10028,10244,9081,10193,8862,10164,1911,2708,711,115,0.14692971639950678,0.08794081381011097,0.15827373612823675,0.23595561035758322,0.13637484586929716,0.08350184956843404,0.23487053020961776,0.39422934648582,0.2198766954377312,0.15077681874229346,0.4945992601726264,0.505252774352651,0.44789149198520345,0.5027373612823675,0.43709001233045625,0.5013070283600494,0.11080830337469558,0.15702191812594224,0.04122695117708454,0.006668212918937724
Toongabbie - Constitution Hill,1,1,22853,2798,2732,3051,3334,3057,2696,5530,6385,5753,5191,11360,11499,11845,9873,11233,10323,1911,3134,918,106,0.12243469128779591,0.11954666783354483,0.13350544786242508,0.14588894237080471,0.13376799544917517,0.11797138231304424,0.24198135912134075,0.27939439023322976,0.2517393777622194,0.22714742046996017,0.4970900975801864,0.5031724500065637,0.5183126941758194,0.432022053997287,0.4915328403273093,0.4517131230035444,0.09422612297224003,0.1545288693851388,0.04526404023470243,0.005226566737340368
Winston Hills,1,1,11199,1587,1537,961,1358,1748,1359,3124,2319,3107,2650,5484,5722,7685,3330,7797,3191,1007,1800,366,19,0.14170908116796144,0.13724439682114475,0.0858112331458166,0.12126082685954102,0.15608536476471113,0.12135012054647737,0.2789534779891062,0.20707206000535763,0.2774354853111885,0.23662827038128403,0.4896865791588535,0.5109384766497008,0.6862219841057238,0.2973479774979909,0.6962228770425931,0.2849361550138405,0.09655767571195704,0.17259564675424297,0.03509444817336274,0.0018218429379614537
Pendle Hill - Girraween,1,1,13939,2143,1639,1603,2700,2150,1357,3782,4303,3507,2340,7062,6878,4871,8268,3571,9266,833,2215,404,76,0.15374130138460435,0.11758375780185092,0.11500107611736854,0.19370112633617906,0.15424348948992037,0.09735275127340555,0.2713250591864553,0.3087022024535476,0.25159624076332593,0.16787430949135518,0.5066360571059617,0.4934356840519406,0.3494511801420475,0.5931558935361216,0.2561876748690724,0.6647535691226056,0.06700989461829297,0.17818357332475263,0.03249939666961628,0.0061137478883436566
Wentworthville - Westmead,1,1,21568,3309,2110,3535,5421,2856,1743,5419,8956,4599,2603,11104,10456,6037,14078,4681,15126,1528,3300,620,116,0.15342173590504452,0.09783011869436202,0.1639002225519288,0.25134458456973297,0.13241839762611277,0.08081416913946587,0.2512518545994065,0.41524480712166173,0.21323256676557864,0.12068805637982195,0.5148367952522255,0.48479228486646886,0.27990541543026703,0.6527262611275965,0.21703449554896143,0.701316765578635,0.08091506036856598,0.17475111205253124,0.03283202711289981,0.006142766363058674
