sa2,in_wslhd,pop_size,bachelor_above,adv_diploma,high_school_below,managers_professionals,everyone_else,one_family,multi_family,non_family,neg_nil_income,very_low_income,low_income,middle_income,high_income,very_high_income,employed,unemployed,not_in_labour_force,prop_bachelor_above,prop_adv_diploma,prop_high_school_below,prop_managers_professionals,prop_everyone_else,prop_one_family,prop_multi_family,prop_non_family,prop_neg_nil_income,prop_very_low_income,prop_low_income,prop_middle_income,prop_high_income,prop_very_high_income,prop_employed,prop_unemployed,prop_not_in_labour_force
Leppington - Catherine Field,0,12564,2419,983,5131,2102,3532,3006,210,563,75,599,440,896,416,1156,5745,286,3117,0.2544173327724022,0.103386621792175,0.5396508203618006,0.3655652173913043,0.6142608695652174,0.24367704280155641,0.017023346303501944,0.04563878080415045,0.0061359731653440235,0.049005972347214266,0.03599770923668494,0.0733044260819766,0.03403419782377485,0.09457579972183588,0.6042280185107278,0.030079932688262517,0.3278291964661338
Lethbridge Park - Tregear,1,21544,2118,1024,10089,1549,5390,4723,232,1628,138,2108,993,1492,444,919,7122,663,6409,0.13411854103343465,0.06484295845997974,0.6388677811550152,0.21746455145303945,0.7567036361083813,0.2238494715389355,0.01099578179060619,0.07716005497890896,0.006717943725051115,0.10261902443773732,0.04833998636938954,0.07263168143316133,0.0216142537240775,0.04473761074870996,0.45098784194528874,0.041983282674772034,0.405838399189463
Leumeah - Minto Heights,0,16735,2215,1147,8531,1806,4968,4073,203,1483,114,1554,906,1447,456,934,6945,449,5243,0.16547138801733155,0.08568653817421186,0.6373076348423726,0.2601181045657497,0.7155408324931586,0.24782476422269548,0.012351688469729236,0.0902342561606328,0.007041818518747298,0.09599110507134474,0.055963926122675894,0.08938167891778367,0.02816727407498919,0.057693495583420844,0.5188256387270282,0.03354250709696698,0.3916778724040042
Lidcombe,1,21208,5833,1982,7964,3308,5768,4687,352,1657,184,1357,975,1570,527,1619,9390,714,7111,0.31886513967091235,0.10834745531077461,0.4353577871316897,0.35213966361507343,0.6140089418777943,0.2271934076587494,0.017062530295685895,0.08031992244304412,0.009020934451144776,0.06652939157719273,0.04780114722753346,0.07697210374074619,0.0258371329117027,0.07937441780654017,0.5133111026075547,0.03903132345706008,0.3887279287159023
Lilli Pilli - Port Hacking - Dolans Bay,0,3379,915,313,1271,916,819,879,35,102,5,112,77,134,73,550,1761,43,842,0.3388888888888889,0.11592592592592593,0.47074074074074074,0.5183927560837578,0.4634974533106961,0.26333133612941884,0.010485320551228281,0.03055721989215099,0.0015001500150015,0.0336033603360336,0.0231023102310231,0.04020402040204021,0.021902190219021903,0.16501650165016502,0.6522222222222223,0.015925925925925927,0.3118518518518518
Lilyfield - Rozelle,0,13826,5745,1101,3508,5093,2479,3695,30,1892,84,858,440,1014,268,2733,7674,288,2878,0.5066584354881383,0.09709850956874504,0.30937472440250463,0.6636695334897055,0.3230388324211624,0.280221446989231,0.0022751403003185198,0.14348551494008796,0.006446166832936843,0.06584298979356919,0.03376563579157394,0.07781444248330903,0.020566341800322307,0.20973064231448085,0.6767792574301085,0.025399065173295706,0.2538142693359203
Lindfield - Roseville,0,24603,11073,1693,5513,7820,3769,6504,203,1629,167,1016,707,1446,471,4082,11806,503,6772,0.5648337074066517,0.08635992654560294,0.2812181187512752,0.6617584835406618,0.31894727934331896,0.27233900008374506,0.008500125617619965,0.0682103676409011,0.0070369121860778695,0.042811393898533626,0.029790999494353616,0.06093038934771616,0.019846620596662735,0.17200404517107704,0.6022240359110386,0.025658028973678842,0.34543970618241177
Lismore,0,15220,2534,1040,7478,1926,4622,3476,78,2670,75,2506,1088,1377,350,548,6643,475,4625,0.1987918725974739,0.08158782458617714,0.5866478387071468,0.2903225806451613,0.6967138981006934,0.23691384950926936,0.005316248636859324,0.181979280261723,0.005227209367159186,0.17465848898801226,0.07582938388625593,0.09597156398104266,0.024393643713409536,0.03819347644270978,0.5211422295442065,0.03726366988310975,0.3628304699144897
Lismore Surrounds,0,15785,3151,1296,6805,2909,4437,4047,113,1528,79,1695,934,1239,424,943,7472,325,4144,0.2402775659600427,0.09882568247674241,0.5189110873875248,0.3891638795986622,0.5935785953177257,0.2654640865857658,0.007412266316825188,0.10022958346999015,0.005355206073752712,0.11489967462039045,0.06331344902386117,0.08398861171366595,0.028741865509761388,0.06392353579175705,0.5697727619338112,0.024782675003812718,0.315998169894769
Lithgow,0,12387,1118,745,6846,1064,3486,2990,49,2112,89,2184,795,934,247,618,4646,317,4737,0.10755170755170755,0.07166907166907167,0.6585858585858586,0.2291621796252423,0.7508076674563859,0.2547065337763012,0.0041741204531902205,0.1799131101456683,0.007725694444444445,0.18958333333333333,0.06901041666666667,0.08107638888888889,0.021440972222222222,0.05364583333333333,0.4469456469456469,0.030495430495430496,0.4556998556998557
Lithgow Surrounds,0,8440,901,581,4595,984,2620,2192,50,927,69,1056,458,667,210,534,3662,161,2653,0.12825622775800713,0.08270462633451957,0.6540925266903914,0.2692202462380301,0.7168262653898769,0.2809175957964885,0.0064077918749199025,0.11880046136101499,0.009102902374670185,0.13931398416886542,0.060422163588390504,0.08799472295514511,0.027704485488126648,0.07044854881266491,0.5212811387900356,0.02291814946619217,0.3776512455516014
Liverpool - East,0,17533,3491,1383,6599,1900,4324,4145,103,2420,179,2101,1316,1787,379,582,6373,703,5443,0.2460703460914922,0.09748361175724254,0.46514414604919996,0.29817953546767106,0.6785938480853735,0.25364092522335085,0.006302778117733447,0.14808468975645575,0.01145233525271913,0.1344209852847089,0.08419705694177863,0.11433141394753679,0.024248240563019833,0.03723608445297505,0.44921406921829843,0.04955240713329104,0.38366109818848243
Liverpool - West,0,13739,1608,957,6289,910,2764,2982,177,1149,146,1527,775,930,237,462,3784,450,5798,0.14663505380266278,0.08726974284151012,0.5734999088090461,0.24010554089709762,0.729287598944591,0.22363881805909705,0.01327433628318584,0.08617069146542673,0.011206631869818852,0.1172090881178999,0.05948725821307952,0.07138470985569542,0.01819158735032238,0.035462081670248696,0.34506656939631586,0.04103592923581981,0.5287251504650738
Loftus - Yarrawarrah,0,7336,1615,685,3070,1591,2079,1991,79,387,45,415,260,437,201,982,3699,92,1906,0.2787366240938902,0.11822575077666551,0.5298584742837418,0.430931744312026,0.5631094257854822,0.27390287522355206,0.01086806988581648,0.05323978539001238,0.006218046151720326,0.057344203399198566,0.03592648887660633,0.060384137073372944,0.027773939477684122,0.13569158491087469,0.6384190541939938,0.01587849499482223,0.32896099413186053
