sa2_name_2021,in_wslhd,in_metro,pop_size,bachelor_above,bachelor_below,denominator_edu,unknown_edu,managers_professionals,everyone_else,denominator_occup,unknown_occup,less_md_income,more_md_income,denominator_income,unknown_income,social_housing,non_social_housing,denominator_housing_type,unknown_housing_type,prop_bachelor_above,prop_bachelor_below,prop_managers_professionals,prop_everyone_else,prop_less_md_income,prop_more_md_income,prop_social_housing,prop_non_social_housing
Galston - Laughtondale,0,1,5436,1275,2779,4518,464,1209,1345,2596,29,1973,2304,4518,246,9,1742,1831,77,0.2822045152722444,0.6150951748561311,0.4657164869029276,0.5181047765793528,0.43669765382912795,0.5099601593625498,0.004915346805024577,0.951392681594757
Bilpin - Colo - St Albans,0,1,2846,453,1583,2404,368,450,819,1304,34,1125,1012,2404,250,0,1029,1141,116,0.1884359400998336,0.658485856905158,0.3450920245398773,0.6280674846625767,0.4679700499168053,0.4209650582362729,0,0.901840490797546
Kurrajong Heights - Ebenezer,0,1,22161,3064,13370,17869,1445,3669,7857,11713,189,7727,9362,17869,782,12,7087,7332,228,0.17147014382450054,0.7482231798086071,0.31324169725945533,0.6707931358319815,0.43242486988639545,0.5239241143880463,0.0016366612111292963,0.9665848336061102
Pitt Town - McGraths Hill,1,1,11414,1309,6878,9031,854,1786,3957,5851,105,3801,4739,9031,500,0,3561,3743,172,0.14494518879415347,0.7615989369947957,0.30524696633054177,0.6762946504870962,0.4208836230760713,0.5247480899125235,0,0.9513759016831419
Box Hill - Nelson,1,1,10287,3089,3740,7358,534,2558,2835,5491,93,2271,4801,7358,283,0,3032,3128,95,0.4198151671649905,0.508290296276162,0.4658532143507558,0.5162993990165726,0.30864365316662135,0.6524870888828486,0,0.969309462915601
North Kellyville,1,1,17401,5462,6102,12595,1032,4592,4169,8895,143,4407,7600,12595,595,5,5049,5221,160,0.433664152441445,0.48447796744739974,0.5162450815064643,0.468690275435638,0.3499007542675665,0.6034140531957126,9.57670944263551e-4,0.9670561195173338
Rouse Hill - Beaumont Hills,1,1,17581,5160,7670,13670,837,4607,4791,9522,120,5572,7765,13670,344,37,5072,5217,95,0.3774689100219459,0.5610826627651793,0.48382692711615205,0.5031505986137366,0.40760790051207024,0.5680321872713973,0.0070921985815602835,0.9722062488019935
Blacktown (East) - Kings Park,1,1,17032,4227,7715,13882,1934,2243,5253,7673,176,6379,6345,13882,1151,282,5518,6259,445,0.3044950295346492,0.5557556548047832,0.29232373256874755,0.6846083670011729,0.45951591989626855,0.4570667050857225,0.04505512062629813,0.8816104809074932
Blacktown (North) - Marayong,1,1,20584,4371,10063,16381,1945,2511,5934,8657,224,8125,7145,16381,1119,542,6030,7019,428,0.2668335266467249,0.6143092607288932,0.2900542913249394,0.6854568557236919,0.49600146511202003,0.4361760576277395,0.07721897706225958,0.8590967374269839
Doonside - Woodcroft,1,1,23384,5532,10930,18697,2236,3175,6696,10129,252,9190,8300,18697,1218,973,5970,7425,458,0.29587634379847033,0.5845857624217788,0.3134564122815678,0.6610721690196466,0.4915227041771407,0.4439214847301706,0.13104377104377105,0.804040404040404
Lalor Park - Kings Langley,1,1,25373,5184,12798,20361,2369,4214,6898,11324,197,9372,9599,20361,1380,780,7751,9075,516,0.25460439074701635,0.6285545896566966,0.3721299894030378,0.6091487107029319,0.46029173419773095,0.4714404989931732,0.0859504132231405,0.8541046831955923
Blacktown - South,1,1,12646,2438,6403,10078,1240,1458,3743,5338,138,4974,4388,10078,702,225,3807,4297,255,0.241913077991665,0.6353443143480849,0.27313600599475457,0.7011989509179468,0.49355030760071444,0.4354038499702322,0.0523621131021643,0.88596695368862
Blacktown - West,1,1,17141,3468,8475,13877,1927,1991,5092,7256,175,6687,6015,13877,1175,115,5084,5647,428,0.24990992289399727,0.610722778698566,0.274393605292172,0.7017640573318633,0.48187648627224905,0.43345103408517693,0.020364795466619443,0.90030104480255
Seven Hills - Prospect,1,1,14866,3492,7424,12224,1297,2331,4328,6817,152,5778,5745,12224,693,203,4734,5223,273,0.2856675392670157,0.6073298429319371,0.3419392694733754,0.6348833797858295,0.47267670157068065,0.4699770942408377,0.03886655179015891,0.9063756461803562
Toongabbie - West,1,1,11578,3271,4852,9153,1022,2013,3005,5123,99,4146,4441,9153,562,329,3427,3971,215,0.3573691685786081,0.5300994209548782,0.39293382783525277,0.5865703689244584,0.45296624057686,0.48519611056484213,0.08285066733820197,0.8630067992948879
Glenwood,1,1,15829,5128,6509,12519,874,3820,4275,8224,135,5368,6831,12519,339,3,4462,4558,101,0.4096173815799984,0.5199297068455947,0.46449416342412453,0.5198200389105059,0.42878824187235404,0.5456506110711719,6.581834137779728e-4,0.9789381307591049
Acacia Gardens,1,1,3668,1054,1616,2850,194,830,1137,1994,30,1096,1704,2850,47,0,1114,1132,19,0.3698245614035088,0.5670175438596491,0.41624874623871616,0.5702106318956871,0.38456140350877194,0.5978947368421053,0,0.9840989399293286
Quakers Hill,1,1,24670,6697,10601,18938,1648,4815,7293,12356,249,7770,10276,18938,874,167,7390,7869,299,0.3536276269933467,0.5597739993663534,0.389689219812237,0.5902395597280673,0.4102861970641039,0.5426127362973915,0.02122251874444021,0.9391282246791206
Kellyville Ridge - The Ponds,1,1,21058,6516,7723,15415,1170,5241,5165,10571,166,5771,9082,15415,570,14,5937,6103,151,0.42270515731430425,0.5010055141096335,0.49579036987985997,0.48860088922523887,0.3743756081738566,0.5891663963671748,0.002293953793216451,0.9728002621661478
Marsden Park - Shanes Park,1,1,15524,4960,4990,10880,941,3278,4169,7587,146,3581,6754,10880,546,0,4412,4627,212,0.45588235294117646,0.4586397058823529,0.4320548306313431,0.5494925530512719,0.32913602941176473,0.6207720588235294,0,0.9535336070888265
Riverstone,1,1,13844,2963,6325,10418,1132,2360,4129,6599,114,4144,5562,10418,705,143,4190,4588,263,0.28441159531579957,0.6071222883470916,0.35762994393089864,0.6257008637672374,0.3977730850451142,0.53388366289115,0.03116826503923278,0.9132519616390584
Schofields (West) - Colebee,1,1,10011,3239,3474,7312,598,2430,2641,5182,108,2408,4545,7312,366,0,2781,2910,120,0.44297045951859954,0.475109409190372,0.4689309147047472,0.509648784253184,0.3293216630196937,0.6215809628008753,0,0.9556701030927836
Schofields - East,1,1,25130,8657,7814,18088,1625,6174,6356,12756,230,5873,11203,18088,1019,3,7532,7997,444,0.4786045997346307,0.43199911543564795,0.48400752587017876,0.49827532141737224,0.32469040247678016,0.6193609022556391,3.751406777541578e-4,0.9418531949481055
Stanhope Gardens - Parklea,1,1,13034,3816,4593,10380,1961,2901,2938,5949,101,3679,5071,10380,1611,4,3540,3661,103,0.3676300578034682,0.44248554913294796,0.4876449823499748,0.4938645150445453,0.3544315992292871,0.48853564547206163,0.0010925976509150504,0.9669489210598197
Bidwill - Hebersham - Emerton,1,1,18536,1163,10149,13887,2568,804,4315,5307,191,8004,4189,13887,1695,1559,3945,6213,698,0.08374738964499172,0.7308273925253834,0.15149802148106276,0.8130770680233653,0.5763663858284727,0.30164902426730034,0.25092547883470145,0.6349589570255915
Glendenning - Dean Park,1,1,8374,1452,4298,6471,709,893,2884,3852,79,3017,3108,6471,343,82,2325,2562,137,0.22438572090866946,0.6641940967392984,0.2318276220145379,0.7487019730010385,0.46623396692937724,0.4802967083912842,0.03200624512099922,0.9074941451990632
Hassall Grove - Plumpton,1,1,21414,3869,10992,16683,1816,2359,7191,9746,201,7761,7912,16683,1010,71,5882,6291,330,0.2319127255289816,0.6588743031828808,0.24204801970038992,0.7378411656064027,0.4652040999820176,0.4742552298747228,0.011285964075663646,0.9349864886345574
Lethbridge Park - Tregear,1,1,21551,2118,11113,15799,2576,1549,5390,7130,184,8121,5890,15799,1781,1492,4953,7169,707,0.13405911766567505,0.7033989493005887,0.21725105189340813,0.7559607293127629,0.5140198746756124,0.3728084055952908,0.20811828706932625,0.6908913377040033
Mount Druitt - Whalan,1,1,22918,3362,11437,17467,2671,1631,5844,7666,182,9822,6102,17467,1538,741,6088,7492,629,0.1924772428007099,0.6547775805805233,0.21275763109835638,0.7623271588833812,0.5623175130245606,0.34934447815881375,0.09890549919914575,0.8126001067805659
Prospect Reservoir,1,1,12,3,6,12,4,0,0,6,0,0,4,12,4,0,17,18,5,0.25,0.5,0,0,0,0.3333333333333333,0,0.9444444444444444
Rooty Hill - Minchinbury,1,1,22826,4358,11309,18152,2480,2653,6854,9716,209,8654,8039,18152,1461,230,6221,6864,405,0.24008373732921992,0.623016747465844,0.2730547550432277,0.7054343351173322,0.4767518730718378,0.44287130894667254,0.03350815850815851,0.9063228438228438
Banksmeadow,0,1,508,182,170,449,98,137,145,284,0,94,263,449,81,0,208,253,45,0.4053452115812918,0.37861915367483295,0.4823943661971831,0.5105633802816901,0.20935412026726058,0.5857461024498887,0,0.8221343873517787
Botany,0,1,12960,3157,6174,10478,1156,2931,3939,6992,123,3563,6188,10478,738,212,4502,4967,250,0.30129795762550104,0.5892345867531972,0.4191933638443936,0.5633581235697941,0.34004581026913533,0.5905707196029777,0.0426816992148178,0.9063821220052346
Pagewood - Hillsdale - Daceyville,0,1,14762,3899,6908,12359,1552,2700,4181,7022,138,5336,6095,12359,931,595,5010,6017,391,0.31547859859211913,0.5589448984545675,0.3845058387923668,0.5954144118484762,0.4317501415972166,0.4931628772554414,0.09888648828319761,0.8326408509223866
Port Botany Industrial,0,1,6,0,0,6,0,0,0,0,0,0,0,6,0,0,3,5,0,0,0,NA,NA,0,0,0,0.6
Sydney Airport,0,1,19,12,4,19,4,4,0,6,0,0,8,19,4,0,0,9,4,0.631578947368421,0.21052631578947367,0.6666666666666666,0,0,0.42105263157894735,0,0
Eastlakes,0,1,8941,2166,4366,7546,1022,1343,2469,3886,85,4029,3036,7546,490,497,2880,3607,233,0.28703949112112376,0.578584680625497,0.3455995882655687,0.6353576942871848,0.5339252584150543,0.40233236151603496,0.1377876351538675,0.7984474632658719
Mascot,0,1,21573,8180,8751,19038,2110,5073,6921,12276,279,7143,10594,19038,1292,103,7956,8543,472,0.429666981825822,0.4596596281121967,0.4132453567937439,0.5637829912023461,0.3751969744721084,0.5564660153377455,0.012056654570993796,0.9312887744352101
Petersham - Stanmore,0,1,19898,8784,6948,17426,1696,7223,4560,11905,128,5677,10701,17426,1049,264,7952,8548,317,0.5040743716286009,0.3987145644439343,0.606719865602688,0.38303233935321296,0.3257775737403879,0.6140824056008264,0.03088441740758072,0.930276087973795
Sydenham - Tempe - St Peters,0,1,8278,3149,3240,7027,641,2704,2113,4888,73,2335,4394,7027,294,25,3155,3286,121,0.44812864664864094,0.46107869645652483,0.5531914893617021,0.43228314238952537,0.33228973957592145,0.62530240500925,0.007608034083992696,0.9601339013998783
Marrickville - North,0,1,12317,4717,4709,10575,1144,3941,2713,6808,142,3684,6165,10575,723,174,4595,4997,213,0.4460520094562648,0.4452955082742317,0.5788777908343126,0.3985017626321974,0.3483687943262411,0.5829787234042553,0.034820892535521314,0.9195517310386232
Marrickville - South,0,1,14283,5167,5896,12483,1419,4138,3366,7625,111,4897,6718,12483,867,361,5401,6058,293,0.4139229351918609,0.4723223584074341,0.5426885245901639,0.44144262295081965,0.39229351918609306,0.5381719138027717,0.059590623968306375,0.8915483657972928
Darlinghurst,0,1,10615,5660,3254,10056,1140,4655,2223,7000,124,2309,6862,10056,885,134,5277,5740,323,0.5628480509148767,0.32358790771678597,0.665,0.31757142857142856,0.22961416070007956,0.6823786793953859,0.023344947735191638,0.9193379790940767
Erskineville - Alexandria,0,1,19126,10229,5500,17042,1319,9055,4188,13419,187,3377,12805,17042,862,250,8731,9421,425,0.6002229785236475,0.3227320737002699,0.674789477606379,0.3120947909680304,0.19815749325196574,0.751378946133083,0.02653646109754803,0.9267593673707675
Glebe - Forest Lodge,0,1,20262,9962,6427,18263,1883,7469,3767,11425,195,6232,10719,18263,1311,1354,8056,10044,622,0.5454744565514975,0.35191370530580957,0.6537417943107221,0.32971553610503285,0.3412363795652412,0.5869243826315501,0.1348068498606133,0.8020708880923935
Potts Point - Woolloomooloo,0,1,18187,9211,5745,17417,2460,7366,3715,11257,180,3911,11577,17417,1924,474,9662,10850,687,0.5288511224665556,0.32985014640868116,0.6543484054366172,0.33001687838678156,0.22455072630188896,0.6646954125279899,0.04368663594470046,0.8905069124423963
Surry Hills,0,1,15828,8207,4928,14951,1814,6682,3227,10099,183,3938,9611,14951,1392,711,7076,8394,602,0.5489264932111565,0.32961005952779077,0.6616496682839885,0.31953658778096844,0.2633937529262257,0.6428332553006488,0.08470335954253037,0.8429830831546342
Camperdown - Darlington,0,1,8332,3981,3148,7707,591,3177,1961,5209,61,3165,4107,7707,441,58,2863,3047,123,0.5165434021019852,0.4084598417023485,0.6099059320406988,0.3764638126319831,0.41066562864927986,0.5328921759439471,0.019035116508040694,0.9396127338365605
Chippendale,0,1,7803,4136,2534,7525,863,2437,1796,4306,72,3190,3638,7525,690,150,3589,4082,333,0.5496345514950166,0.33674418604651163,0.5659544821179749,0.41709242916860195,0.4239202657807309,0.48345514950166113,0.03674669279764821,0.8792258696717296
Newtown (NSW),0,1,14667,7236,4942,13250,1079,5917,3430,9479,142,4010,8525,13250,728,282,6250,6846,320,0.5461132075471699,0.3729811320754717,0.6242219643422302,0.36185251608819496,0.3026415094339623,0.6433962264150943,0.04119193689745837,0.9129418638621093
Pyrmont,0,1,12658,5891,4116,11360,1365,4251,2810,7207,141,3356,7076,11360,931,435,5146,6028,431,0.5185739436619718,0.36232394366197185,0.5898432079922298,0.3898987095879006,0.2954225352112676,0.622887323943662,0.07216323822163238,0.8536828135368282
Redfern,0,1,13670,6087,4728,12508,1698,4735,2847,7730,154,4246,7117,12508,1144,1237,4853,6643,545,0.486648544931244,0.3779980812280141,0.61254851228978,0.3683053040103493,0.3394627438439399,0.5689958426606971,0.18621104922474785,0.7305434291735662
Rosebery - Beaconsfield,0,1,12290,5334,4436,10871,1097,4182,3211,7518,127,3236,6935,10871,695,24,5212,5536,290,0.49066323245331617,0.40805813632600496,0.5562649640861931,0.42710827347698854,0.29767270720264927,0.6379357924753932,0.004335260115606936,0.9414739884393064
Sydney (North) - Millers Point,0,1,8004,4266,2394,7572,912,3127,1600,4841,108,1920,4984,7572,658,24,3940,4333,356,0.563391442155309,0.3161648177496038,0.6459409212972527,0.3305102251600909,0.25356576862123614,0.6582144743792921,0.0055388876067389795,0.9093007154396492
Sydney (South) - Haymarket,0,1,19935,8560,7732,18951,2658,4301,6082,10677,294,8414,8792,18951,1746,34,7597,8342,678,0.45169120363041526,0.4079995778586882,0.40282850988105273,0.5696356654490962,0.44398712468998996,0.46393330167273494,0.004075761208343323,0.9106928794054183
Ultimo,0,1,7410,3433,2658,6925,842,1833,2025,3957,91,3289,3081,6925,565,193,2582,3125,342,0.49574007220216604,0.38382671480144404,0.4632297194844579,0.511751326762699,0.4749458483754513,0.4449097472924188,0.06176,0.82624
Waterloo,0,1,16379,7176,5816,15109,2109,5364,3593,9103,149,5141,8479,15109,1490,1729,6218,8755,777,0.4749487060692303,0.38493613078297706,0.5892562891354498,0.3947050422937493,0.34026077172546165,0.5611886954795156,0.19748715019988577,0.7102227298686465
Zetland,0,1,12622,6497,4080,11599,1015,4565,3159,7863,144,3420,7536,11599,650,166,5896,6362,291,0.5601344943529615,0.3517544615915165,0.5805672135317309,0.401755055322396,0.2948530045693594,0.6497111819984481,0.026092423766111286,0.926752593524049
Bondi - Tamarama - Bronte,0,1,19055,8546,5835,16168,1794,7003,3608,10835,215,4341,10624,16168,1205,148,7478,8107,464,0.5285749628896586,0.3608980702622464,0.6463313336409783,0.332994923857868,0.26849332013854527,0.657100445324097,0.018255828296533858,0.9224127297397311
Bondi Beach - North Bondi,0,1,20705,9565,6151,17615,1910,8018,3989,12260,258,4367,11945,17615,1302,139,8361,9044,520,0.5430031223389157,0.3491910303718422,0.6539967373572594,0.3253670473083197,0.24791370990632983,0.6781152426908884,0.015369305616983636,0.9244803184431667
Bondi Junction - Waverly,0,1,17720,7580,5501,15035,1950,5870,3427,9481,186,4251,9429,15035,1361,160,6886,7593,533,0.5041569670768208,0.3658796142334553,0.6191330028478008,0.36145976162852017,0.2827402726970402,0.6271366810774859,0.02107204003687607,0.9068879230870539
Centennial Park,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Dover Heights,0,1,11122,4367,3756,8969,854,3520,2015,5645,111,2920,5491,8969,553,32,4045,4301,209,0.48689931987958524,0.41877578325342846,0.6235606731620903,0.3569530558015943,0.325565837886052,0.6122198684357231,0.00744013020227854,0.9404789583817716
Paddington - Moore Park,0,1,14793,7745,3995,12883,1153,6303,2534,8968,141,3101,9037,12883,757,59,6487,6789,236,0.6011798494139564,0.3100985795234029,0.7028322925958965,0.28256021409455845,0.240704804781495,0.7014670496002484,0.008690528796582707,0.9555162763293563
Rose Bay - Vaucluse - Watsons Bay,0,1,11924,4793,4015,9877,1071,3649,1710,5530,169,3041,6073,9877,751,8,4206,4422,200,0.4852688063177078,0.4064999493773413,0.6598553345388788,0.3092224231464738,0.3078870102257771,0.6148628125949175,0.0018091361374943465,0.9511533242876526
Woollahra,0,1,7454,3684,1980,6303,652,2796,978,3858,87,1673,4165,6303,459,25,3063,3221,127,0.5844835792479771,0.31413612565445026,0.7247278382581649,0.2534992223950233,0.2654291607171188,0.6607964461367603,0.00776156473144986,0.9509469108972369
Bellevue Hill,0,1,14429,6515,4457,12128,1156,5054,2271,7546,229,3301,8059,12128,769,9,5602,5870,251,0.5371866754617414,0.3674967018469657,0.6697588126159555,0.3009541478929234,0.2721800791556728,0.664495382585752,0.0015332197614991482,0.954344122657581
Double Bay - Darling Point,0,1,9958,4929,2980,8833,932,3769,1494,5428,161,2089,6140,8833,623,0,4624,4920,277,0.5580210573983924,0.3373712215555304,0.6943625644804716,0.27523949889462046,0.23649949054681307,0.6951205705875694,0,0.9398373983739837
Kensington (NSW),0,1,11809,4641,4638,10386,1116,3200,2736,6026,96,4318,5339,10386,730,88,4234,4542,216,0.4468515309069902,0.4465626805314847,0.5310321938267507,0.4540325257218719,0.4157519738108993,0.5140573849412671,0.019374724790841038,0.9321884632320564
Kingsford,0,1,13605,5210,5350,11735,1184,3301,3298,6713,110,5349,5726,11735,653,172,4916,5321,226,0.443971026842778,0.455901150404772,0.4917324594071205,0.4912855653210189,0.45581593523647207,0.48794205368555604,0.032324750986656645,0.9238864875023491
Maroubra - North,0,1,9790,3471,3812,8225,941,2661,2072,4816,85,3003,4620,8225,608,70,3510,3716,137,0.4220060790273556,0.4634650455927052,0.5525332225913622,0.43023255813953487,0.3651063829787234,0.5617021276595745,0.01883745963401507,0.9445640473627557
Maroubra - South,0,1,11084,3532,4587,9232,1109,2708,2371,5164,80,3746,4749,9232,731,929,3572,4882,370,0.38258232235701906,0.4968587521663778,0.5243996901626646,0.45914020139426803,0.4057625649913345,0.5144064124783362,0.19029086439983614,0.731667349446948
Maroubra - West,0,1,9846,3434,4074,8338,814,2374,2592,5078,104,3298,4656,8338,385,54,3732,3939,155,0.41184936435596065,0.4886063804269609,0.4675068924773533,0.5104371799921229,0.39553849844087313,0.5584072919165267,0.013709063214013708,0.9474485910129474
Randwick - North,0,1,16206,7048,5036,13610,1515,5686,3375,9227,162,3746,8820,13610,1051,74,6655,6999,259,0.5178545187362233,0.37002204261572375,0.6162349626097323,0.365774357862794,0.27523879500367376,0.6480529022777369,0.01057293899128447,0.9508501214459208
Randwick - South,0,1,12735,5506,4461,11066,1097,4167,2907,7172,95,3579,6707,11066,788,106,4917,5280,254,0.49756009398156514,0.4031266943791795,0.5810094813162298,0.40532626882320133,0.32342309777697453,0.60609072835713,0.020075757575757577,0.93125
Coogee - Clovelly,0,1,19521,9130,6065,16592,1396,7681,4037,11944,224,3989,11713,16592,899,55,7993,8419,361,0.5502651880424301,0.36553760848601735,0.6430843938379103,0.3379939718687207,0.24041706846673094,0.7059426229508197,0.006532842380330205,0.9494001662905334
Malabar - La Perouse,0,1,10610,2597,4369,9005,2036,2175,2104,4359,77,3212,4062,9005,1735,503,2964,3698,211,0.2883953359244864,0.4851749028317601,0.4989676531314522,0.48267951364991973,0.3566907273736813,0.45108273181565794,0.136019469983775,0.8015143320713899
Matraville - Chifley,0,1,13412,2852,6732,10878,1293,2504,3570,6179,96,4879,5298,10878,700,606,3958,4863,282,0.2621805478948336,0.6188637617209046,0.4052435669202136,0.5777633921346497,0.44851994851994853,0.4870380584666299,0.12461443553362123,0.8139008842278429
South Coogee,0,1,5611,1735,2169,4502,597,1412,925,2391,44,1883,2238,4502,380,614,1402,2185,164,0.3853842736561528,0.48178587294535763,0.5905478879130072,0.38686741948975323,0.41825855175477566,0.4971123944913372,0.28100686498855837,0.6416475972540046
Bass Hill - Georges Hall,0,1,23855,2685,12253,18295,3354,2245,4656,7073,179,10334,5853,18295,2113,994,5570,7255,678,0.14676141022137196,0.6697458321945887,0.31740421320514633,0.6582779584334795,0.5648537851872096,0.3199234763596611,0.13700895933838733,0.7677463818056512
Chullora,0,1,1469,455,530,1120,139,292,310,628,19,487,541,1120,84,32,397,462,31,0.40625,0.4732142857142857,0.46496815286624205,0.49363057324840764,0.4348214285714286,0.4830357142857143,0.06926406926406926,0.8593073593073594
Condell Park,0,1,12773,1723,6572,9787,1486,1287,2628,4039,128,5592,3335,9787,864,113,3278,3684,293,0.17604986206191886,0.6715030142025136,0.31864322852191135,0.650656102995791,0.5713701849392051,0.3407581485644222,0.030673181324647122,0.8897937024972855
Padstow,0,1,17200,3623,8955,14290,1716,2851,4518,7515,143,6924,6488,14290,881,433,5417,6112,252,0.2535339398180546,0.6266620013995802,0.3793745841650033,0.6011976047904192,0.48453463960811755,0.45402379286214134,0.07084424083769633,0.8862892670157068
Revesby,0,1,17664,3560,8865,14310,1882,2772,4452,7379,157,6977,6297,14310,1039,578,5103,5934,241,0.2487770789657582,0.6194968553459119,0.37566065862583004,0.6033337850657271,0.4875611460517121,0.440041928721174,0.09740478597910347,0.8599595551061678
Yagoona - Birrong,0,1,22484,3337,11551,17633,2742,2154,4807,7150,190,10345,5748,17633,1518,694,5698,6965,554,0.1892474337889185,0.6550785459082402,0.30125874125874125,0.6723076923076923,0.5866840582997789,0.3259796971587365,0.09964106245513281,0.8180904522613065
Bankstown - North,0,1,16981,3501,7844,13355,2010,1759,3715,5630,160,7655,4560,13355,1139,417,5013,5924,469,0.2621490078622239,0.5873455634593785,0.3124333925399645,0.6598579040852576,0.5731935604642456,0.3414451516286035,0.07039162727886564,0.8462187711006077
Bankstown - South,0,1,18434,3244,9008,14860,2612,1668,4167,5993,156,8600,4658,14860,1593,436,5037,6032,529,0.21830417227456259,0.6061911170928668,0.2783247121641916,0.6953111963957951,0.5787348586810229,0.31345895020188425,0.07228116710875332,0.8350464190981433
Greenacre - North,0,1,14637,2315,7173,11312,1826,1545,2766,4420,108,6748,3497,11312,1089,555,3443,4395,384,0.20464992927864215,0.6341053748231966,0.3495475113122172,0.6257918552036199,0.5965346534653465,0.3091407355021216,0.12627986348122866,0.7833902161547213
Greenacre - South,0,1,13416,1972,6543,10084,1571,1330,2397,3854,121,6087,3141,10084,861,314,3135,3742,290,0.1955573185243951,0.6488496628322095,0.34509600415153086,0.6219512195121951,0.6036295120983737,0.3114835382784609,0.08391234633885623,0.8377872795296633
Panania (North) - Milperra,0,1,11340,2099,6061,9082,908,1826,3131,5049,89,4331,4314,9082,437,253,3479,3887,148,0.23111649416428098,0.6673640167364017,0.3616557734204793,0.6201227965933849,0.4768773397929971,0.4750055053952874,0.0650887573964497,0.8950347311551325
Panania (South) - Picnic Point,0,1,15994,3317,8325,12826,1175,2970,4251,7361,142,5832,6470,12826,526,386,4968,5539,185,0.2586153126461874,0.6490721970996414,0.403477788343975,0.5775030566499118,0.45470138780601904,0.5044440979260877,0.06968766925437804,0.8969128001444304
Belmore - Belfield,0,1,20332,3826,10344,16871,2712,2628,4916,7728,184,8804,6544,16871,1535,461,6364,7424,580,0.22677968110959634,0.6131231106632683,0.34006211180124224,0.6361283643892339,0.5218422144508328,0.3878845355936222,0.06209590517241379,0.8572198275862069
Punchbowl,0,1,21544,3178,10931,16995,2878,1775,4528,6530,221,10208,5116,16995,1662,497,5545,6617,566,0.1869961753456899,0.6431891732862607,0.27182235834609497,0.6934150076569678,0.6006472491909385,0.3010297146219476,0.07510956626870183,0.8379930482091582
Roselands,0,1,14577,2691,7473,11672,1508,2023,3505,5650,106,6114,4757,11672,816,243,4401,4896,249,0.23055174777244689,0.6402501713502399,0.35805309734513274,0.620353982300885,0.5238176833447566,0.4075565455791638,0.04963235294117647,0.8988970588235294
Lakemba,0,1,17092,3947,6514,12862,2410,1227,3351,4731,154,7613,3793,12862,1454,132,4707,5361,503,0.30687295910433837,0.5064531177110869,0.2593532022828155,0.7083069118579581,0.5918986160783704,0.2948997045560566,0.024622271964185788,0.8780078343592613
Wiley Park,0,1,10135,2244,4247,7755,1256,767,2266,3115,87,4539,2436,7755,778,107,2925,3333,291,0.28936170212765955,0.5476466795615732,0.2462279293739968,0.7274478330658106,0.5852998065764023,0.31411992263056093,0.032103210321032104,0.8775877587758776
Campsie - North,0,1,11905,2601,6235,10466,1615,1286,3081,4495,129,6008,3636,10466,824,126,3793,4199,274,0.24851901394993312,0.5957385820752914,0.2860956618464961,0.6854282536151279,0.5740493025033442,0.3474106630995605,0.03000714455822815,0.9033103119790427
Campsie - South,0,1,9059,1976,4404,7924,1547,809,2284,3176,93,4388,2559,7924,980,122,2906,3393,362,0.24936900555275113,0.5557799091367996,0.2547229219143577,0.7191435768261965,0.5537607269056032,0.3229429581019687,0.03595638078396699,0.8564692012967875
Canterbury - South,0,1,12220,3131,5608,10281,1546,2165,3102,5406,137,4606,4725,10281,939,142,4266,4782,366,0.3045423596926369,0.5454722303277891,0.40048094709581944,0.5738068812430632,0.4480108938819181,0.45958564341990077,0.02969468841488917,0.8920953575909661
Earlwood,0,1,17969,4368,8824,14983,1795,3865,3983,8017,175,6860,7233,14983,876,61,5992,6297,229,0.29153040112127077,0.5889341253420544,0.4821005363602345,0.4968192590744668,0.4578522325302009,0.4827471133951812,0.00968715261235509,0.9515642369382246
Kingsgrove - North,0,1,6261,1151,3264,5029,615,1007,1462,2509,48,2595,2154,5029,275,131,1901,2127,94,0.22887253927222112,0.6490355935573673,0.40135512156237546,0.5827022718214429,0.5160071584808112,0.4283157685424538,0.0615890926187118,0.8937470615890927
Narwee - Beverly Hills,0,1,13791,3290,6818,11567,1459,2205,3334,5677,133,6073,4780,11567,714,537,4207,4988,241,0.28442984352035966,0.5894354629549581,0.3884093711467324,0.5872820151488463,0.5250280971729921,0.4132445750842915,0.10765838011226944,0.8434242181234964
Oatley - Hurstville Grove,0,1,12594,4080,5463,10414,871,3090,2867,6043,73,4374,5672,10414,364,7,4269,4391,110,0.39178029575571344,0.5245822930670252,0.5113354294224722,0.47443322852887637,0.42001152294987515,0.5446514307662762,0.0015941698929628787,0.9722158961512184
Peakhurst - Lugarno,0,1,20220,4551,10137,16645,1955,3911,4994,9049,160,7600,7964,16645,1084,456,6316,7083,288,0.27341544007209373,0.6090117152297987,0.432202453309758,0.5518841860979113,0.4565935716431361,0.47846200060078103,0.06437950021177467,0.891712551178879
Riverwood,0,1,11606,2484,5881,9859,1494,1350,2749,4221,118,5684,3372,9859,800,1267,3018,4664,356,0.251952530682625,0.5965108023126078,0.31982942430703626,0.6512674721629945,0.5765290597423673,0.34202251749670354,0.27165523156089194,0.6470840480274442
South Hurstville - Blakehurst,0,1,25259,7576,11481,21392,2336,4811,6631,11732,280,10237,9809,21392,1340,119,8078,8585,370,0.35415108451757665,0.5366959611069558,0.4100750085236959,0.5652062734401636,0.47854338070306657,0.45853590127150334,0.013861386138613862,0.9409435061153174
