sa2_name_2021,in_wslhd,in_metro,pop_size,bachelor_above,bachelor_below,denominator_edu,unknown_edu,managers_professionals,everyone_else,denominator_occup,unknown_occup,less_md_income,more_md_income,denominator_income,unknown_income,social_housing,non_social_housing,denominator_housing_type,unknown_housing_type,prop_bachelor_above,prop_bachelor_below,prop_managers_professionals,prop_everyone_else,prop_less_md_income,prop_more_md_income,prop_social_housing,prop_non_social_housing
Dubbo - East,0,0,10633,1382,5760,8339,1198,1425,3555,5056,90,3498,3935,8339,922,226,3412,3980,325,0.16572730543230604,0.6907303033936922,0.2818433544303797,0.703125,0.4194747571651277,0.4718791221969061,0.05678391959798995,0.857286432160804
Dubbo - South,0,0,19628,3403,10048,15547,2086,3038,6515,9729,169,6299,7797,15547,1450,366,6944,7931,599,0.21888467228404193,0.6462983212195279,0.312262308562031,0.6696474457806558,0.40515855148903324,0.501511545635814,0.046148026730551,0.8755516328331863
Dubbo - West,0,0,10317,1283,5502,7943,1161,1343,3169,4612,100,3357,3744,7943,850,172,3393,3912,338,0.16152587183683748,0.6926853833564145,0.2911968777103209,0.6871205550737207,0.4226362835200806,0.4713584288052373,0.04396728016359918,0.8673312883435583
Dubbo Surrounds,0,0,5963,686,3246,4708,766,1116,1859,3033,51,1958,2218,4708,519,5,1877,2097,210,0.14570943075615972,0.68946474086661,0.36795252225519287,0.6129244971974942,0.4158878504672897,0.47111299915038235,0.002384358607534573,0.8950882212684788
Gilgandra,0,0,4398,389,2533,3556,630,759,1037,1841,40,1838,1199,3556,510,70,1512,1836,241,0.109392575928009,0.7123172103487064,0.41227593699076587,0.5632808256382401,0.516872890888639,0.3371766029246344,0.03812636165577342,0.8235294117647058
Narromine,0,0,6458,572,3558,5083,960,936,1704,2702,58,2353,1969,5083,765,98,2144,2548,306,0.11253196930946291,0.6999803265787921,0.3464100666173205,0.6306439674315322,0.4629156010230179,0.38736966358449737,0.038461538461538464,0.8414442700156985
Wellington,0,0,8769,666,4615,7193,1912,913,2127,3107,71,3345,2238,7193,1611,127,2795,3305,379,0.09259001807312665,0.6415959961073265,0.2938525909237206,0.6845831992275507,0.465035451133046,0.31113582649798416,0.03842662632375189,0.8456883509833586
Branxton - Greta - Pokolbin,0,0,12770,1457,7557,9910,891,1764,4664,6556,125,4297,5131,9910,485,4,4442,4633,165,0.14702320887991926,0.7625630676084763,0.2690665039658328,0.7114093959731543,0.4336024217961655,0.5177598385469223,8.633714655730628e-4,0.9587740125188863
Cessnock,0,0,23495,1341,14266,19197,3576,1622,6889,8674,158,10132,6358,19197,2702,415,7776,8674,478,0.06985466479137366,0.7431369484815336,0.18699561909153792,0.7942125893474752,0.5277908006459343,0.33119758295567014,0.04784413188840212,0.8964722158173853
Cessnock Surrounds,0,0,9145,1137,5379,7392,869,1183,2899,4185,90,3708,3186,7392,491,0,3141,3314,165,0.15381493506493507,0.7276785714285714,0.2826762246117085,0.6927120669056153,0.5016233766233766,0.4310064935064935,0,0.947797223898612
Dungog,0,0,9541,1187,5743,7769,831,1354,2980,4408,76,4024,3281,7769,470,26,3559,3786,195,0.15278671643712188,0.7392199768309949,0.30716878402903813,0.6760435571687841,0.5179559788904621,0.4223194748358862,0.006867406233491812,0.9400422609614368
Kurri Kurri - Abermain,0,0,20631,1251,13323,16243,1668,1596,7280,9007,153,8519,6727,16243,1005,239,7199,7831,376,0.07701779227975128,0.8202302530320753,0.17719551459975574,0.8082602420339736,0.5244720802807363,0.41414763282644834,0.030519729281062443,0.9192951091814583
Singleton,0,0,17018,1506,10484,13454,1457,1724,6469,8338,146,6122,6381,13454,959,356,5656,6354,334,0.11193697041771963,0.7792478073435409,0.2067642120412569,0.7758455265051571,0.4550319607551658,0.4742827411922105,0.05602769908718917,0.8901479383065786
Singleton Surrounds,0,0,5332,475,3195,4270,601,676,1844,2567,55,1950,1865,4270,445,0,1753,1919,171,0.11124121779859485,0.7482435597189696,0.26334242306194,0.7183482664589015,0.4566744730679157,0.43676814988290397,0,0.9134966128191766
Maitland,0,0,8611,1050,5039,6694,608,1205,2927,4193,67,3073,3240,6694,384,44,3080,3226,103,0.1568568867642665,0.7527636689572752,0.2873837347960887,0.698068208919628,0.45906782193008666,0.48401553630116523,0.013639181649101054,0.9547427154370738
Maitland - North,0,0,8727,1631,4621,6777,518,1680,2693,4439,67,2929,3583,6777,267,0,2933,3025,86,0.24066696178249963,0.6818651320643353,0.37846361793196664,0.6066681685064204,0.43219713737642024,0.5287000147557916,0,0.9695867768595041
East Maitland - Metford,0,0,17981,2300,10744,14572,1525,2426,5943,8511,141,7121,6615,14572,835,443,6335,7070,282,0.1578369475706835,0.737304419434532,0.2850428856773587,0.6982728234050053,0.4886769146307988,0.4539527861652484,0.06265912305516266,0.8960396039603961
Rutherford (North) - Aberglasslyn,0,0,17730,1620,10743,13659,1288,1944,6224,8307,128,6561,6393,13659,711,210,5879,6317,220,0.11860311882275423,0.7865143861190423,0.23401950162513543,0.7492476224870591,0.48034263123215465,0.4680430485394246,0.03324362830457496,0.9306632895361723
Rutherford (South) - Telarah,0,0,7976,573,5070,6323,680,740,2776,3584,80,3203,2673,6323,451,305,2676,3156,167,0.09062154040803416,0.801834572196742,0.20647321428571427,0.7745535714285714,0.5065633401866203,0.4227423691285782,0.09664131812420786,0.8479087452471483
Tenambit - East Maitland,0,0,10091,1442,6003,8210,773,1314,3152,4518,62,4138,3665,8210,404,246,3802,4217,165,0.1756394640682095,0.7311814859926918,0.2908366533864542,0.6976538291279327,0.5040194884287454,0.4464068209500609,0.05833530946170263,0.9015888072089163
Thornton - Millers Forest,0,0,15899,2148,9205,12183,821,2390,5958,8496,132,5095,6671,12183,421,125,5193,5435,124,0.17631125338586556,0.7555610276614956,0.2813088512241055,0.701271186440678,0.4182056964622835,0.5475662808831979,0.022999080036798528,0.955473781048758
Anna Bay,0,0,6449,784,4006,5502,703,716,1823,2598,45,3171,1954,5502,377,5,2544,2696,152,0.14249363867684478,0.728098873137041,0.27559661277906083,0.701693610469592,0.5763358778625954,0.3551435841512177,0.00185459940652819,0.9436201780415431
Lemon Tree Passage - Tanilba Bay,0,0,6887,560,4535,5794,698,501,1920,2483,61,3567,1846,5794,383,34,2741,2910,132,0.09665170866413532,0.7827062478425958,0.2017720499395892,0.7732581554571083,0.6156368657231619,0.31860545391784606,0.01168384879725086,0.9419243986254295
Nelson Bay Peninsula,0,0,21972,3235,13410,19102,2466,2581,5655,8398,163,10533,7253,19102,1325,204,9027,9665,403,0.16935399434614176,0.7020207308135273,0.3073350797809002,0.673374613003096,0.5514082295047639,0.3796984608941472,0.021107087428867046,0.9339886187273668
Raymond Terrace,0,0,14588,924,9305,11681,1441,1139,4668,5929,125,6372,4437,11681,859,596,4882,5879,387,0.07910281653967982,0.7965927574693947,0.1921065947039973,0.7873165795243717,0.5455012413320778,0.37984761578631965,0.10137778533764245,0.8304133356012927
Seaham - Woodville,0,0,5693,838,3342,4590,399,939,2009,2995,48,2028,2326,4590,233,0,1798,1857,53,0.18257080610021786,0.7281045751633987,0.31352253756260434,0.6707846410684474,0.4418300653594771,0.5067538126361656,0,0.968228325255789
Tea Gardens - Hawks Nest,0,0,5804,798,3674,5372,894,467,1122,1608,38,3270,1592,5372,508,4,2654,2815,157,0.14854802680565898,0.6839166046165301,0.2904228855721393,0.6977611940298507,0.6087118391660462,0.29635145197319435,0.0014209591474245115,0.9428063943161634
Williamtown - Medowie - Karuah,0,0,15020,1511,9197,11873,1159,1762,4993,6894,142,5856,5308,11873,709,29,5098,5371,231,0.1272635391223785,0.7746146719447485,0.25558456628952714,0.7242529736002321,0.49321991072180577,0.44706476880316687,0.0053993669707689445,0.9491714764475889
Muswellbrook,0,0,12272,830,7393,9575,1345,911,4282,5296,106,4470,4133,9575,974,302,4295,4916,309,0.0866840731070496,0.7721148825065274,0.1720166163141994,0.8085347432024169,0.46684073107049606,0.431644908616188,0.061432058584214806,0.8736777868185517
Muswellbrook Surrounds,0,0,4083,293,2556,3322,466,506,1503,2056,40,1521,1503,3322,294,9,1451,1578,112,0.08819987959060807,0.769416014449127,0.24610894941634243,0.7310311284046692,0.45785671282360024,0.45243829018663456,0.005703422053231939,0.9195183776932826
Scone,0,0,6035,642,3592,4840,613,732,2144,2916,45,2211,2229,4840,390,121,2218,2474,126,0.13264462809917354,0.7421487603305785,0.25102880658436216,0.7352537722908093,0.45681818181818185,0.46053719008264465,0.04890864995957963,0.8965238480194018
Scone Surrounds,0,0,8194,749,5016,6738,977,1130,2656,3864,76,3329,2774,6738,640,49,3119,3423,255,0.11116058177500741,0.7444345503116652,0.2924430641821946,0.6873706004140787,0.4940635203324429,0.41169486494508756,0.014314928425357873,0.911189015483494
Dapto - Avondale,0,0,24195,2355,15417,19780,2014,2440,7712,10334,174,10822,7971,19780,990,568,8473,9429,374,0.11905965621840242,0.7794236602628918,0.23611379910973485,0.7462744339074898,0.547118301314459,0.40298281092012134,0.060239686074875384,0.8986106692120055
Horsley - Kembla Grange,0,0,12155,1689,6797,9266,785,1822,4351,6287,110,4100,4859,9266,321,26,3847,3965,95,0.18227930066911288,0.7335419814375135,0.2898043581994592,0.6920629871162717,0.4424778761061947,0.524390243902439,0.006557377049180328,0.9702395964691046
Port Kembla Industrial,0,0,5,0,0,5,0,0,3,2,0,0,3,5,0,0,4,0,0,0,0,0,1.5,0,0.6,NA,NA
Unanderra - Mount Kembla,0,0,15280,2852,8348,12529,1329,2489,4414,6999,97,6130,5703,12529,696,539,4759,5512,203,0.2276318940059063,0.6662941974618884,0.3556222317473925,0.630661523074725,0.4892649054194269,0.45518397318221726,0.0977866473149492,0.863388969521045
Berkeley - Lake Heights - Cringila,0,0,14200,1250,8680,11425,1494,1142,3996,5271,132,6766,3869,11425,794,634,4423,5370,300,0.10940919037199125,0.7597374179431072,0.21665718080060709,0.7581104154809334,0.5922100656455143,0.3386433260393873,0.1180633147113594,0.8236499068901304
Port Kembla - Warrawong,0,0,9740,973,5829,8002,1205,839,2456,3359,65,4736,2620,8002,634,491,3249,4032,291,0.12159460134966259,0.7284428892776805,0.24977671926168502,0.7311699910687705,0.5918520369907523,0.32741814546363407,0.12177579365079365,0.8058035714285714
Windang - Primbee,0,0,4239,429,2748,3631,457,404,1130,1562,24,2039,1304,3631,293,53,1747,1951,151,0.11814927017350592,0.7568163040484714,0.2586427656850192,0.7234314980793854,0.5615532911043789,0.3591297163315891,0.02716555612506407,0.8954382368016401
Illawarra Catchment Reserve,0,1,9,0,4,9,0,0,0,9,0,0,0,9,0,0,0,0,0,0,0.4444444444444444,0,0,0,0,NA,NA
Albion Park - Macquarie Pass,0,0,19026,2223,11266,14780,1287,2573,7044,9762,135,6586,7504,14780,689,111,6247,6527,166,0.15040595399188092,0.7622462787550744,0.26357303831182133,0.7215734480639213,0.4456021650879567,0.5077131258457375,0.017006281599509728,0.9571012716408763
Albion Park Rail,0,0,6920,493,4521,5713,703,596,2291,2936,57,3192,2179,5713,316,184,2366,2665,116,0.08629441624365482,0.7913530544372483,0.20299727520435967,0.7803133514986376,0.5587257132854893,0.38141081743392263,0.06904315196998125,0.8878048780487805
Kiama,0,0,8786,2281,4356,7473,832,1651,1886,3592,54,3522,3472,7473,491,48,3522,3729,153,0.30523216914224544,0.5828984343637094,0.4596325167037862,0.5250556792873051,0.47129666800481734,0.4646059146259869,0.012872083668543845,0.9444891391794047
Kiama Downs - Minnamurra,0,0,6063,1382,3075,4934,468,1136,1646,2817,46,2201,2486,4934,243,13,2101,2193,77,0.28009728415079044,0.623226591001216,0.40326588569400074,0.5843095491657792,0.446088366436968,0.503850830968788,0.005927952576379389,0.958048335613315
Kiama Hinterland - Gerringong,0,0,8136,2128,3912,6790,751,1731,1983,3773,54,3101,3281,6790,402,43,2912,3102,140,0.3134020618556701,0.576141384388807,0.45878611184733636,0.5255764643519746,0.45670103092783504,0.48321060382916053,0.013862024500322373,0.938749194068343
Shellharbour - Flinders,0,0,19341,2951,10991,15471,1527,3106,6233,9502,169,7101,7603,15471,768,224,6342,6811,233,0.19074397259388534,0.7104259582444574,0.32687855188381393,0.655967164807409,0.45898778359511344,0.4914355891668283,0.0328879753340185,0.9311408016443987
Shellharbour - Oak Flats,0,0,10590,1173,6690,8847,981,1184,3431,4687,81,4713,3639,8847,490,160,3792,4113,168,0.13258731773482538,0.7561885384876229,0.252613612118626,0.7320247493065927,0.5327229569345541,0.41132587317734826,0.03890104546559689,0.9219547775346463
Warilla,0,0,20397,1555,13051,16844,2243,1618,5879,7643,140,9687,5834,16844,1334,1115,6749,8400,523,0.09231773925433388,0.774815958204702,0.21169697762658643,0.769200575690174,0.5751009261458085,0.3463547850866778,0.13273809523809524,0.8034523809523809
Balgownie - Fairy Meadow,0,0,21519,4702,11351,17986,1930,3739,5884,9778,146,9089,7863,17986,1038,665,7427,8526,408,0.2614255532080507,0.631101968197487,0.38238903661280427,0.6017590509306606,0.5053374847103302,0.4371733570554876,0.07799671592775041,0.8711001642036125
Corrimal - Tarrawanna - Bellambi,0,0,16041,2786,9060,13248,1413,2424,4564,7083,97,6617,5794,13248,856,944,5545,6809,314,0.21029589371980675,0.6838768115942029,0.3422278695468022,0.6443597345757447,0.49947161835748793,0.43734903381642515,0.1386400352474666,0.8143633426347481
Figtree - Keiraville,0,0,22773,5755,11085,18677,1836,4394,6153,10680,134,9253,8368,18677,1071,206,7452,7944,275,0.30813299780478665,0.593510735128768,0.41142322097378276,0.576123595505618,0.49542217700915564,0.4480376934197141,0.025931520644511583,0.9380664652567976
Helensburgh,0,0,9135,1946,4561,7179,679,1874,2791,4741,77,2866,3951,7179,362,30,2950,3073,84,0.27106839392673077,0.6353252542136788,0.3952752583843071,0.5886943682767348,0.39921994706783676,0.5503552026744672,0.009762447120078099,0.9599739668076798
Thirroul - Austinmer - Coalcliff,0,0,11957,4036,4878,9606,693,3178,2566,5816,79,3924,5320,9606,357,32,4192,4364,133,0.42015407037268376,0.5078076202373517,0.546423658872077,0.44119669876203577,0.4084946908182386,0.5538205288361441,0.007332722273143905,0.9605866177818515
Woonona - Bulli - Russell Vale,0,0,20761,4547,10477,16598,1579,4142,5355,9610,115,7661,8152,16598,786,613,6912,7807,271,0.27394866851427885,0.6312206289914447,0.4310093652445369,0.5572320499479708,0.461561633931799,0.49114351126641764,0.07851927757141028,0.8853592929422314
Wollongong - East,0,0,16020,5431,7769,14776,1580,3836,4455,8417,131,6359,7485,14776,927,444,7322,8199,408,0.36755549539794263,0.5257850568489443,0.45574432695734823,0.5292859688725199,0.4303600433134813,0.5065646995127233,0.05415294548115624,0.8930357360653738
Wollongong - West,0,0,16551,4598,7993,14164,1577,3224,4725,8091,138,6925,6298,14164,933,476,5989,6893,410,0.3246258119175374,0.5643179892685682,0.39846743295019155,0.5839822024471635,0.48891556057610847,0.44464840440553516,0.06905556361526186,0.8688524590163934
Bulahdelah - Stroud,0,0,5235,467,3241,4386,680,605,1411,2079,63,2482,1410,4386,498,0,1957,2159,202,0.10647514819881441,0.7389420884632923,0.291005291005291,0.6786916786916787,0.5658914728682171,0.32147742818057456,0,0.9064381658175081
Forster,0,0,14709,1723,9096,12798,1979,1506,3479,5073,97,7547,4108,12798,1135,231,6296,6923,383,0.13463041100171902,0.7107360525082044,0.29686575990538144,0.6857875024640252,0.5897015158618534,0.32098765432098764,0.033367037411526794,0.9094323270258559
Forster-Tuncurry Surrounds,0,0,6988,871,4148,5920,899,778,1705,2553,60,3473,1840,5920,592,0,2789,3088,292,0.1471283783783784,0.7006756756756757,0.3047395221308265,0.6678417547982766,0.5866554054054054,0.3108108108108108,0,0.9031735751295337
Tuncurry,0,0,6376,438,4403,5765,924,446,1427,1910,36,3745,1474,5765,547,131,2880,3158,154,0.07597571552471813,0.7637467476149176,0.23350785340314137,0.7471204188481675,0.6496097137901128,0.2556808326105811,0.04148195060164661,0.9119696010132996
Kempsey,0,0,15654,984,9106,12798,2712,1215,3770,5082,100,7176,3526,12798,2087,359,4867,5743,509,0.07688701359587435,0.7115174245975934,0.23907910271546634,0.7418339236521054,0.5607126113455227,0.27551179871854975,0.06251088281386036,0.8474664809333101
Kempsey Surrounds,0,0,9472,1019,5735,7969,1225,1196,2469,3739,82,4626,2531,7969,790,34,3683,4061,332,0.12787049818044924,0.7196636968251976,0.31987162342872427,0.6603369884995989,0.5804994353118333,0.31760572217342203,0.008372322088155627,0.9069194779610933
Macksville - Scotts Head,0,0,5189,553,3179,4307,571,504,1235,1775,46,2652,1322,4307,336,72,2010,2249,158,0.1283956350127699,0.738100766194567,0.28394366197183096,0.6957746478873239,0.6157418156489436,0.3069421871372185,0.03201422854602046,0.8937305469097376
Nambucca Heads,0,0,7111,651,4500,6144,998,520,1562,2116,45,4014,1512,6144,612,236,2929,3514,338,0.10595703125,0.732421875,0.24574669187145556,0.7381852551984878,0.6533203125,0.24609375,0.06715993170176437,0.8335230506545248
Nambucca Heads Surrounds,0,0,8102,1002,4735,6738,999,1050,2088,3197,67,3996,2104,6738,644,41,3034,3356,282,0.14870881567230632,0.7027307806470763,0.3284329058492337,0.653112292774476,0.5930543187889582,0.3122588305135055,0.012216924910607866,0.9040524433849821
South West Rocks,0,0,5628,622,3599,4904,683,527,1312,1873,31,3061,1459,4904,386,31,2534,2733,171,0.1268352365415987,0.7338907014681892,0.2813667912439936,0.7004805125467165,0.6241843393148451,0.29751223491027734,0.011342846688620564,0.9271862422246615
Lord Howe Island,0,1,445,73,238,379,70,87,146,236,5,136,205,379,31,4,172,193,26,0.19261213720316622,0.6279683377308707,0.3686440677966102,0.6186440677966102,0.35883905013192613,0.5408970976253298,0.02072538860103627,0.8911917098445595
Laurieton - Bonny Hills,0,0,18484,2287,11962,16089,1859,1910,4504,6509,97,9990,5253,16089,855,70,7514,8220,618,0.1421468083783952,0.7434893405432282,0.2934398525119066,0.6919649715778153,0.620921126235316,0.3264963639753869,0.00851581508515815,0.9141119221411192
Port Macquarie - West,0,0,21147,2707,12817,17930,2415,2526,5774,8475,173,9814,6653,17930,1453,545,8047,9139,526,0.15097601784718348,0.714835471277189,0.29805309734513274,0.6812979351032449,0.5473508087005019,0.3710540992749582,0.05963453331874385,0.8805120910384068
Port Macquarie Surrounds,0,0,5301,639,3172,4419,605,787,1506,2358,54,2444,1589,4419,384,0,1878,2066,184,0.1446028513238289,0.7178094591536547,0.3337574215436811,0.638676844783715,0.5530663045937995,0.3595836162027608,0,0.9090029041626331
Wauchope,0,0,12796,1247,7822,10275,1206,1374,3957,5423,99,5714,3891,10275,681,173,4389,4821,242,0.12136253041362531,0.7612652068126521,0.25336529596164487,0.7296699243960907,0.5561070559610706,0.3786861313868613,0.03588467123003526,0.910392034847542
Port Macquarie - East,0,0,11764,2529,6376,9881,974,2188,3334,5590,70,4892,4470,9881,523,202,4900,5336,225,0.25594575447829165,0.6452788179334076,0.3914132379248658,0.596422182468694,0.4950915899200486,0.4523833620078939,0.03785607196401799,0.9182908545727136
Port Macquarie - South,0,0,17284,2972,9781,14318,1564,2670,4451,7241,111,7733,5959,14318,620,121,6681,7049,250,0.20757088978907667,0.6831261349350468,0.3687336003314459,0.6146941030244442,0.5400893979606091,0.41618941192904035,0.017165555397928783,0.9477940133352248
Gloucester,0,0,5310,555,3387,4564,616,609,1343,2000,48,2823,1359,4564,374,48,2180,2391,158,0.12160385626643296,0.7421121822962313,0.3045,0.6715,0.6185363716038562,0.29776511831726554,0.020075282308657464,0.9117524048515265
Old Bar - Manning Point - Red Head,0,0,12476,1811,7260,10491,1427,1641,3041,4757,84,5818,3857,10491,806,5,4954,5332,362,0.17262415403679343,0.6920217329139262,0.3449653142737019,0.6392684464998949,0.5545705843103612,0.36764846058526357,9.377344336084021e-4,0.9291072768192048
Taree,0,0,21123,1671,12827,17373,2873,1802,5326,7266,133,10369,5170,17373,1840,605,7509,8829,691,0.0961837333793818,0.73832959189547,0.24800440407376823,0.7330030278007157,0.5968456800782824,0.2975882115927013,0.06852418167402877,0.8504926945293918
Taree Surrounds,0,0,13044,1381,8362,11328,1592,1530,3115,4750,106,7083,3352,11328,888,3,5265,5630,357,0.12191031073446328,0.7381709039548022,0.32210526315789473,0.6557894736842105,0.6252648305084746,0.2959039548022599,5.328596802841918e-4,0.9351687388987566
Wingham,0,0,5395,421,3399,4425,609,439,1506,1985,39,2629,1407,4425,388,59,2023,2245,158,0.0951412429378531,0.768135593220339,0.22115869017632242,0.7586901763224181,0.5941242937853107,0.31796610169491524,0.026280623608017816,0.9011135857461025
Albury - East,0,0,17831,3285,9425,13979,1261,3317,5683,9102,109,6026,7282,13979,679,95,6485,6841,259,0.2349953501681093,0.6742256241505115,0.36442540101076687,0.6243682707097341,0.4310751842048787,0.5209242435081193,0.013886858646396726,0.9479608244408713
Albury - North,0,0,10527,1287,6142,8605,1174,1269,3387,4743,85,4291,3576,8605,746,263,3838,4449,344,0.14956420685647878,0.7137710633352702,0.2675521821631879,0.7141049968374447,0.49866356769320164,0.4155723416618245,0.059114407732074624,0.8626657675882221
Albury - South,0,0,10519,2431,5481,8917,998,2082,2849,5027,86,3890,4408,8917,614,277,4237,4771,257,0.27262532241785353,0.6146686105192329,0.41416351700815596,0.5667396061269147,0.4362453740047101,0.49433666031176404,0.05805910710542863,0.8880737790819535
Albury Surrounds,0,0,12507,1496,7119,9949,1329,2113,3536,5756,111,4702,4250,9949,997,46,4243,4713,412,0.1503668710423158,0.7155493014373304,0.36709520500347465,0.6143154968728284,0.4726103125942306,0.42717861091566994,0.00976023764056864,0.9002758328028856
Lavington,0,0,15665,1429,9676,12835,1717,1343,5144,6627,143,7083,4741,12835,1013,262,6102,6857,464,0.11133619010518114,0.7538761199844176,0.2026558020220311,0.7762185000754489,0.5518504090377873,0.36938059992208805,0.038209129356861604,0.8898935394487385
Hay,0,0,2897,203,1798,2430,430,390,876,1299,23,1179,914,2430,339,35,1096,1293,161,0.08353909465020576,0.739917695473251,0.3002309468822171,0.674364896073903,0.48518518518518516,0.37613168724279833,0.027068832173240527,0.8476411446249034
Wentworth - Buronga,0,0,6511,605,3735,5248,907,883,1788,2729,62,2509,2041,5248,700,77,2150,2597,371,0.11528201219512195,0.7116996951219512,0.3235617442286552,0.6551850494686698,0.47808689024390244,0.38891006097560976,0.029649595687331536,0.8278783211397767
Wentworth-Balranald Region,0,0,3648,248,2091,2958,624,640,974,1647,32,1281,1144,2958,529,45,1133,1424,236,0.08384043272481406,0.7068965517241379,0.3885853066180935,0.591378263509411,0.4330628803245436,0.3867478025693036,0.03160112359550562,0.7956460674157303
Corowa,0,0,5595,465,3732,4782,590,541,1785,2366,36,2635,1749,4782,402,42,2346,2534,139,0.0972396486825596,0.7804265997490589,0.22865595942519018,0.7544378698224852,0.5510246758678378,0.3657465495608532,0.016574585635359115,0.925808997632202
Corowa Surrounds,0,0,7262,608,4525,6055,925,954,2063,3094,74,3126,2274,6055,653,12,2776,3067,269,0.10041288191577209,0.7473162675474814,0.308338720103426,0.6667744020685197,0.5162675474814203,0.37555739058629234,0.0039126181936746,0.9051190088033909
Deniliquin,0,0,7038,675,4280,5882,923,859,2089,3038,85,2950,2257,5882,674,105,2713,3160,338,0.11475688541312479,0.7276436586195172,0.28275181040158,0.6876234364713627,0.5015300918055083,0.3837130227813669,0.03322784810126582,0.8585443037974684
Deniliquin Surrounds,0,0,6837,635,4093,5615,873,1433,1667,3153,64,2954,2014,5615,647,27,2547,2854,277,0.11308993766696349,0.728940338379341,0.45448778940691403,0.5287028227085315,0.5260908281389136,0.3586821015138023,0.0094604064470918,0.89243167484232655
Moama,0,0,6930,811,4197,5744,737,972,1975,2996,54,2982,2302,5744,466,37,2599,2814,174,0.1411908077994429,0.7306754874651811,0.32443257676902537,0.6592122830440588,0.5191504178272981,0.4007660167130919,0.013148542999289269,0.9235963041933192
Tocumwal - Finley - Jerilderie,0,0,9778,886,5983,8258,1399,1295,2594,3967,77,4332,2818,8258,1099,51,3687,4206,452,0.10728990070234924,0.7245095664809882,0.3264431560373078,0.6538946307033022,0.5245822232986195,0.3412448534754178,0.012125534950071327,0.87660485021398
Armidale,0,0,23967,5650,11086,19695,2968,4082,6160,10398,148,9513,8119,19695,2066,510,8252,9367,583,0.2868748413302869,0.5628839807057628,0.3925754952875553,0.5924216195422196,0.483015993907083,0.4122366082762122,0.0544464609800363,0.8809650902103128
Armidale Surrounds - North,0,0,4527,589,2346,3663,748,832,1174,2044,43,1908,1255,3663,517,22,1589,1847,242,0.1607971607971608,0.6404586404586404,0.4070450097847358,0.5743639921722113,0.5208845208845209,0.3426153426153426,0.011911207363291824,0.8603140227395777
Armidale Surrounds - South,0,0,5894,1078,3201,4843,574,1028,1694,2761,43,2475,2049,4843,324,28,2242,2411,144,0.22258930415032005,0.6609539541606442,0.37232886635277074,0.6135458167330677,0.511046871773694,0.42308486475325213,0.011613438407299876,0.9299046038987971
Walcha,0,0,3144,325,1835,2622,456,649,754,1432,30,1313,974,2622,327,30,1200,1362,133,0.12395118230358505,0.6998474446987033,0.45321229050279327,0.526536312849162,0.5007627765064836,0.3714721586575134,0.022026431718061675,0.8810572687224669
Glen Innes,0,0,8931,830,5317,7564,1409,1088,2166,3342,67,4321,2228,7564,1023,97,3500,4013,399,0.10973030142781597,0.702934955050238,0.3255535607420706,0.6481149012567325,0.5712585933368588,0.29455314648334213,0.02417144281086469,0.872165462247695
Inverell,0,0,12057,1020,7192,9698,1485,1254,3468,4786,91,5118,3654,9698,940,234,4316,5055,468,0.1051763250154671,0.741596205403176,0.2620142081069787,0.7246134559130798,0.5277376778717261,0.376778717261291,0.04629080118694362,0.8538081107814045
Inverell Surrounds - East,0,0,5200,367,3122,4261,774,727,1169,1949,52,2522,1186,4261,548,41,1774,2063,255,0.08613001642806853,0.7326918563717437,0.3730118009235505,0.5997947665469472,0.5918798404130485,0.2783384182116874,0.019873969946679594,0.8599127484246243
Inverell Surrounds - West,0,0,5734,488,3500,4745,764,965,1296,2313,46,2762,1441,4745,538,18,2154,2401,225,0.10284510010537408,0.7376185458377239,0.41720709035884135,0.5603112840466926,0.582086406743941,0.3036880927291886,0.007496876301541024,0.8971261974177426
Tenterfield,0,0,6810,683,4169,5855,1000,887,1469,2432,69,3665,1536,5855,656,83,2793,3231,337,0.11665243381725021,0.7120409906063194,0.3647203947368421,0.6040296052631579,0.6259607173356105,0.2623398804440649,0.02568864128752708,0.8644382544103992
Moree,0,0,7845,771,3985,6239,1475,949,2201,3216,68,2392,2542,6239,1305,226,2529,3378,605,0.12357749639365283,0.638724154511941,0.29508706467661694,0.6843905472636815,0.3833947748036544,0.40743708927712774,0.06690349319123742,0.7486678507992895
Moree Surrounds,0,0,5356,454,2496,4229,1286,916,1238,2211,48,1504,1550,4229,1170,103,1425,2094,563,0.10735398439347363,0.5902104516434146,0.41429217548620534,0.5599276345545002,0.35563963111846775,0.3665169070702294,0.04918815663801337,0.6805157593123209
Narrabri,0,0,6898,658,4060,5500,791,867,2316,3227,47,2407,2513,5500,581,194,2439,2873,232,0.11963636363636364,0.7381818181818182,0.268670591881004,0.7176944530523707,0.43763636363636366,0.45690909090909093,0.06752523494604942,0.8489383919248172
Narrabri Surrounds,0,0,4616,387,2553,3679,745,793,1245,2069,39,1645,1412,3679,619,57,1484,1829,274,0.10519162815982604,0.6939385702636586,0.3832769453842436,0.6017399710004834,0.4471323729274259,0.38379994563740144,0.03116457080371788,0.811372334609076
Gunnedah,0,0,9745,862,5507,7528,1157,1071,3135,4262,64,3360,3284,7528,880,179,3427,3983,372,0.1145058448459086,0.7315356004250797,0.25129047395588927,0.7355701548568747,0.4463336875664187,0.43623804463336874,0.044940999246798896,0.8604067285965352
